研报标题,摘要,评级,分享时间
财通证券-无锡振华-605319-加快新能源转型，业绩快速增长-250923,汽车冲焊、电镀专家，业绩快速增长：公司冲焊技术实力雄厚，自20世纪90年代开始为上汽大众和上汽通用配套零部件，后业务拓展到整个上汽集团，近年拓展了小米汽车、特斯拉、理想汽车等新...,买入（首次）,2025-09-23
中邮证券-英思特-301622-稀土价格回升驱动业绩增长，看好消费电子需求复苏-250923,"投资要点
　　公司发布2025年半年报，上半年公司实现营业收入5.92亿元，同比+22.39%；实现归母净利润/扣非归母净利润0.77/0.64亿元，同比+38.32%/+35...",增持（首次）,2025-09-23
天风证券-玉禾田-300815-运营板块订单高增，携手“智元”发展机器人板块-250923,"业绩概况：2025年上半年，公司实现营业收入37.11亿元，同比+9.00%，实现归母净利润3.20亿元，同比-2.02%。
　　城市运营板块订单高增，筑牢公司发展基石
　　2...",增持,2025-09-23
天风证券-联芸科技-688449-高壁垒“存储大脑”主控赛道龙头，AIoT芯片带动第二增长曲线-250923,联芸科技是国内领先的数据存储主控芯片及AIoT信号处理芯片设计企业，业务覆盖消费电子、工业控制、智能物联等领域。2024年，公司实现营业收入11.74亿元（YOY+13.55%...,买入（首次）,2025-09-23
天风证券-英维克-002837-Q2利润增速显著回升！AI时代液冷长坡厚雪成长空间广阔-250923,"事件：
　　公司发布2025年半年报，25H1实现营业收入25.73亿元，同比增长50.25%；实现归母净利润2.16亿元，同比增长17.54%；实现扣非净利润2.02亿元，同...",增持,2025-09-23
中原证券-硅烷科技-838402-公司点评报告：硅烷气价格下滑，公司业绩显著承压，硅碳负极有望推动需求增加-250923,事件：公司公布2025年半年度报告，2025年上半年公司实现营业收入2.46亿元，同比下滑40.09%。实现归属母公司股东的净利润-0.33亿元，同比下滑140.02%，扣非后...,增持（首次）,2025-09-23
中原证券-日辰股份-603755-2025年中报点评：增强服务稳收入，控制费用提盈利-250923,"投资要点：
　　公司发布2025年中报：2025年上半年，公司实现营收2.04亿元，同比增8.63%；实现归母扣非净利润0.35亿元，同比增27.73%。
　　营收增长放缓，但...",增持,2025-09-23
中邮证券-乐鑫科技-688018-助力多产业数字化转型提速-250923,"事件
　　2025年9月3日，公司向特定对象发行股票申请获得中国证监会同意注册批复。
　　投资要点
　　定增助力WiFi-7及AI端侧芯片，端侧“连接”需求推动“万物互联”。随...",买入,2025-09-23
中邮证券-华东重机-002685-港机订单稳定向好，布局GPU打造新成长极-250923,"投资要点
　　事件：公司发布2025年半年报。
　　上半年扣非归母净利润同比高增。2025H1，公司实现营收3.64元，同比-34.69%，主要是由于公司2024年底剥离了数控...",增持（首次）,2025-09-23
光大证券-盟科药业-688373-定增事件公告点评：海鲸药业十亿元定增控股，助力研发销售生产全链条-250923,事件：公司发布定增预案，公司拟以6.3元/股的价格向南京海鲸药业定向增发1.64亿股股份，募资不超过10.33亿元，扣除发行费用后全部用于公司日常研发与经营投入。发行完成后，海...,买入,2025-09-23
光大证券-中铁装配-300374-跟踪点评报告：盈利进一步减亏，现金流及收现比同比改善-250923,事件：中铁装配发布2025年中报。25H1，公司实现总营收/归母净利润/扣非净利润分别为8.7/-0.4/-0.4亿元，上年同期为8.2/-0.5/-0.5亿元；25Q2，公司...,增持,2025-09-23
华源证券-长虹能源-836239-碱性及锂离子电池供应商，半固态领域取得量产级突破、无人机电池完成开发-250923,"投资要点：
　　智能家居和物联网产业快速发展，锌锰电池及锂离子电池行业持续受益。碱性锌锰电池行业：全球重要锌锰原电池生产企业主要分布在中国、美国、日本，其中美国三大电池品牌金霸...",增持（首次）,2025-09-23
天风证券-广和通-300638-上半年主业稳健，布局AI高景气方向驱动未来成长！-250923,"事件：
　　广和通发布2025半年报，25H1实现营业收入37.07亿元，同比下滑9.02%，实现归母净利润2.18亿元，同比下滑34.66%，实现扣非净利润2.02亿元，同比...",增持,2025-09-23
华鑫证券-华辰装备-300809-公司动态研究报告：轧辊磨床国产替代提速，新兴市场拓展构筑新增长曲线-250923,"▌轧辊磨床行业领先地位稳固，国产替代与设备更新加速推进
　　公司作为国内轧辊磨床行业的领军企业，充分受益于工业领域设备更新与高端装备国产替代的双重驱动。工信部《推动工业领域设备...",买入（首次）,2025-09-23
长城证券-中国广核-003816-电价下降拖累短期业绩，拟注入惠州核电夯实未来基础-250923,事件：公司发布2025半年报。2025年上半年，公司实现营业收入391.67亿元，同比-0.53%；归母净利润59.52亿元，同比-16.30%；扣非归母净利润56.09亿元，...,增持（首次）,2025-09-23
天风证券-紫光股份-000938-算力×联接布局领先，AI带动ICT设备需求景气-250923,"事件：
　　公司发布2025半年度报告，25H1公司实现营业收入474.25亿元，同比增长24.96%；实现归母净利润10.41亿元，同比增长4.05%；实现扣非归母净利润11...",增持,2025-09-23
天风证券-金沃股份-300984-轴承套圈龙头企业，绝缘轴套+丝杠业务助力新增长-250923,"世界五大轴承公司重要供应商，业务拓展打开全新增长空间
　　公司主要产品为轴承套圈，主要包括球类、滚针类和滚子类等轴承套圈，2024年轴承套圈收入占比达95.5%。财务指标方面，...",增持（首次）,2025-09-23
天风证券-和而泰-002402-业绩亮眼高增，向AI智能化布局，控制器龙头紧抓行业机遇-250923,"事件：
　　公司发布2025半年度报告，25H1实现营业收入54.46亿元，同比增长19.21%；实现归母净利润3.54亿元，同比增长78.65%；实现扣非归母净利润3.47亿...",增持,2025-09-23
东海证券-巨星科技-002444-公司简评报告：破局而立，走向全球-250923,建立覆盖全球的多层次销售渠道。巨星科技通过一系列并购重组，逐步提升制造实力，发展为覆盖手工具、电动工具、工业工具的多元化企业。2025年上半年，巨星科技实现营业收入70.27亿...,买入（首次）,2025-09-23
华安证券-艾迪药业-688488-HIV全病程覆盖，长效预防针剂即将IND-250922,"事件
　　2025年8月28日，艾迪药业发布2025年中期业绩，实现营业收入3.62亿元，同比+100.19%；归母净利润0.09亿元，同比扭亏为盈；扣非归母净利润-0.05亿...",买入,2025-09-23
华安证券-伟思医疗-688580-2025Q2业绩符合预期，盈利能力提升-250923,"事件：
　　公司发布2025年中期报告，2025年上半年实现营业收入2.10亿元（yoy+9.85%），归母净利润0.69亿元（yoy+39.71%），扣非归母净利润0.64亿...",买入,2025-09-23
华安证券-联影医疗-688271-2025Q2收入提速，市场竞争力持续提升-250922,"事件：
　　公司近期发布2025年半年度报告：2025年上半年，公司实现营业收入60.16亿元，同比增长12.79%；归母净利润9.98亿元，同比增长5.03%；扣非归母净利润...",买入,2025-09-23
中邮证券-美好医疗-301363-产能转移业绩短期承压，公司第二、第三增长点有望逐步兑现-250923,"业绩简评
　　公司发布2025年半年报，2025年H1公司实现营业收入7.33亿元，同比上涨3.73%；实现归属于母公司所有者的净利润1.14亿元，同比下降32.44%；归属于...",买入,2025-09-23
山西证券-广和通-300638-AI stack深化布局，具身智能和智能座舱是增长主力-250923,"事件描述：
　　公司发布2025半年度报告。2025H1，公司实现营收37.07亿元，同比-9.02%；实现归母净利润2.18亿元，同比-34.66%。若剔除锐凌无线车载前装业...",买入,2025-09-23
国金证券-申菱环境-301018-垂直一体化温控解决商，数据中心+电力行业双轮驱动-250923,"投资逻辑：
　　环境调控整体垂直解决方案商，数据服务板块订单带动公司业绩稳健增长：公司深耕环境调节设备25年，产品主要面向数据服务、工业工艺、专业特种、公建及商用四大场景，其中...",买入（首次）,2025-09-23
中邮证券-华虹公司-688347-拟并购华力微五厂，特色工艺协同发展-250923,"投资要点
　　25Q2毛利率环比改善，模拟与电源管理平台增长强劲。公司2025Q2销售收入达5.66亿美元，符合指引预期；毛利率为10.9%，优于指引。销售收入和毛利率均实现环...",买入,2025-09-23
山西证券-大全能源-688303-财务稳健资金储备充裕，战略性减产缓解市场供给压力-250923,"事件描述
　　公司发布2025年半年报，2025年上半年实现营收14.7亿元，同比-67.9%；实现归母净利润-11.5亿元。Q2单季度实现营业收入5.6亿元，同比-64.9%...",买入-B,2025-09-23
开源证券-天士力-600535-公司信息更新报告：普佑克斩获AIS溶栓新适应症，核心单品价值凸显-250923,"普佑克适应症再下一城，看好大单品发展潜力，维持“买入”评级
　　2025年9月22日，公司公告其拥有自主知识产权的生物创新药注射用重组人尿激酶原（普佑克）新增适应症，用于急性缺...",买入,2025-09-23
中邮证券-开立医疗-300633-业绩短期承压，期待下半年新品放量-250923,"业绩简评
　　公司发布2025年半年报，2025年H1公司实现营业收入9.64亿元，同比下降4.78%；实现归属于母公司所有者的净利润0.47亿元，同比下降72.43%；归属于...",增持（首次）,2025-09-23
华西证券-开润股份-300577-进一步收购嘉乐20%股权至81%，增厚业绩-250922,"事件概述
　　公司公告拟以自有资金或自筹资金2.8亿元收购“玖安投资”（公司对其间接持股39.9%）持有的“上海嘉乐”20%股份,对应收购PE约为13X，交易完成后滁州米润将持...",买入,2025-09-22
华安证券-中科蓝讯-688332-25Q2业绩环比改善，AI端侧布局逐步兑现-250922,"事件：中科蓝讯发布2025年半年度报告
　　公司25H1实现营业收入8.1亿元，同比增长2.6%；实现归母净利润1.3亿元，同比下降2.6%；实现毛利率22.9%，同比增长0....",增持,2025-09-22
华安证券-龙迅股份-688486-25Q2营收稳健增长，期待车载业务放量-250922,"事件：龙迅股份发布2025中报
　　25H1公司实现营业收入2.5亿元，同比增长11.4%；实现归母净利润0.7亿元，同比增长15.2%；实现毛利率54.9%，同比增长0.2 ...",买入,2025-09-22
华福证券-德业股份-605117-Q2业绩符合预期，工商储放量明显-250922,"业绩点评
　　公司发布25H1业绩公告，25H1实现营收55.35亿元，同比+16.58%；归母净利润15.22亿元，同比+23.18%；扣非归母净利润14.62亿元，同比+2...",买入,2025-09-22
交银国际-中微公司-688012-刻蚀设备优势明显，产品进一步多元化，首予买入-250922,存储器电路结构复杂拉动刻蚀/沉积需求：此前，我们曾在主题报告和北方华创首次覆盖报告中阐述逻辑电路制程升级会增加刻蚀和沉积设备需求，本文中，我们深度剖析3DNAND的制作过程，随...,买入（首次）,2025-09-22
华源证券-东方电气-600875-毛利率和费用率改善，今年有望迎交付高峰-250922,公司发布2025年中期报告。25H1实现营收376.2亿元（同比+14.3%），实现归母净利润19.1亿元（同比+12.9%）。其中25Q2实现营收213.3亿元（同比+17....,买入,2025-09-22
华西证券-致尚科技-301486-深耕精密制造，“光+算”布局开新篇-250922,"深耕精密制造多年，服务核心终端客户完成关键卡位
　　公司早期业务围绕富士康，深耕精密制造领域多年，后收购春生电子，开始紧密服务N客户、索尼及Meta等核心客户，在游戏主机制造领...",买入（首次）,2025-09-22
华安证券-正帆科技-688596-产品结构持续改善，外延并购蓄力成长-250922,"主要观点：
　　事件：正帆科技发布2025中报
　　公司25H1实现营业收入20.2亿元，同比增长8.9%；实现归母净利润0.9亿元，同比下降10.2%；实现毛利率23.7%，...",增持,2025-09-22
华安证券-豪威集团-603501-25H1稳健增长，新业务多点开花-250922,"事件：公司发布2025中报
　　公司2025年上半年实现营业收入139.6亿元，同比增长15.4%；实现归母净利润20.3亿元，同比增长48.3%；实现毛利率30.5%，同比增...",增持,2025-09-22
天风证券-中天科技-600522-Q2业绩拐点或现，新业务向AI布局紧抓行业浪潮-250922,"事件：
　　中天科技发布2025年半年报，实现营业收入236亿元，同比增长10.19%；实现归母净利润15.68亿元，同比增长7.38%；实现扣非净利润14.68亿元，同比增长...",买入,2025-09-22
西南证券-蔚蓝锂芯-002245-传统圆柱周期向上，新业务打开弹性空间-250919,事件：公司2025年上半年实现营收37.27亿元，同比增长21.6%；实现归母净利润3.33亿元，同比增长99.1%；扣非归母净利润3.56亿元，同比增长186.5%。公司20...,持有,2025-09-22
光大证券-中复神鹰-688295-跟踪点评报告：25Q2盈利能力显著改善，时隔一年首次扭亏-250922,事件：中复神鹰发布2025年半年报。25H1，公司实现收入/归母净利润/扣非净利润9.2/0.12/0.02亿元，同比+26%/-52%/+110%。25Q2，公司实现收入/归...,增持,2025-09-22
长城证券-盛美上海-688082-半导体设备需求持续强劲，25H1净利润同比高增-250922,事件：公司发布2025年半年报，2025年上半年公司实现营收32.65亿元，同比+35.83%；实现归母净利润6.96亿元，同比+56.99%；实现扣非净利润6.74亿元，同比...,买入,2025-09-22
长城证券-京仪装备-688652-25H1业绩同比稳健增长，产能扩张蓄力未来发展-250922,事件：公司发布2025年半年报，25H1公司实现营收7.35亿元，同比+45.38%；实现归母净利润0.90亿元，同比+12.84%；实现扣非净利润0.75亿元，同比+26.2...,增持,2025-09-22
长城证券-精智达-688627-Q2盈利环比显著改善，半导体测试业务高增长-250922,事件：公司发布2025年半年报，25H1公司实现营收4.44亿元，同比+22.68%；实现归母净利润0.31亿元，同比-19.94%；实现扣非净利润0.27亿元，同比-11.7...,增持,2025-09-22
山西证券-中恒电气-002364-设立合资公司推进海外HVDC产品市场开拓，长期增长空间打开-250922,"事件描述
　　9月15日，公司发布关于全资子公司与关联方共同投资暨关联交易的公告，为推进海外业务发展，公司新加坡全资子公司Enervell、Super X、朱一鲲先生、胥飞飞先...",买入-B,2025-09-22
天风证券-亿联网络-300628-Q2业绩短期承压，市场竞争力依旧稳固-250922,事件：公司发布2025年半年报，公司实现营业收入26.50亿元，同比下降0.64%，归母净利润为12.40亿元，同比下降8.84%，扣非归母净利润为11.56亿元，同比下降7....,买入,2025-09-22
山西证券-三旺通信-688618-整体经营情况企稳，期待新领域催化-250922,"事件描述：
　　公司发布2025半年度报告。2025H1，公司实现营收1.72亿元，同比+10.05%；实现归母净利润0.16亿元，同比-36.72%；扣非后归母净利润为0.1...",增持-A,2025-09-22
长城证券-芯朋微-688508-25H1业绩同比高增长，工业市场有望驱动新一轮成长-250922,事件：公司发布2025年半年报，25H1公司实现营收6.36亿元，同比+40.32%；实现归母净利润0.90亿元，同比+106.02%；实现扣非净利润0.68亿元，同比+50....,增持,2025-09-22
中原证券-万辰集团-300972-2025年中报点评：量贩业务保持高增，盈利水平大幅提升-250922,公司发布2025年中期报告：2025年上半年，公司实现营收225.83亿元，同比增长106.89%；实现归母扣非净利润4.51亿元，同比增长14722.34%，实现基本每股收益...,增持,2025-09-22
开源证券-欧陆通-300870-公司首次覆盖报告：AI高密化发展，国产高功率服务器电源龙头崛起-250922,"国产高功率服务器电源领军者，受益于AI高密度化发展，给予“买入”评级
　　欧陆通是国内稀缺的高功率服务器电源供应商，专注于电源领域，产品矩阵丰富，主要包括电源适配器、数据中心电...",买入（首次）,2025-09-22
山西证券-百利天恒-688506-EGFR×HER3 ADC有望成为肿瘤基石药物，HER2 ADC展现BIC潜力-250922,"公司点评
　　百利天恒是布局ADC及多抗的创新药企业。公司核心管线EGFR×HER3双抗ADC iza-bren是潜在的泛肿瘤治疗基石药物，正在国内外进行40余项肿瘤临床，3项...",买入-B（首次）,2025-09-22
天风证券-创源股份-300703-拟回购股份+参与成立产业基金，期待业务加速-250922,"公司发布公告，拟以集中竞价交易方式回购公司股份
　　回购股份将在未来适宜时机用于实施股权激励或员工持股。
　　回购价格不超过人民币41.5元/股（含）。预计回购股份数量为280...",买入,2025-09-22
华源证券-国投电力-600886-蓄水奠定业绩增量，煤电度电利润稳健-250922,事件：公司发布2025年中报，2025年上半年实现营收257亿元，同比下降5.18%；归母净利润37.95亿元，同比增长1.36%。单二季度实现营收126亿元，同比下降3.22...,买入,2025-09-22
群益证券-立讯精密-002475-iPhone销售乐观，AI业务打开成长空间-250922,"结论与建议：
　　iPhone17销售情况火热，京东、天猫平台预约数量破纪录，苹果官网多款机型售罄，发货日期延至10月，整体销售情况较iPhone16系列发售情况大相径庭。公司...",买进,2025-09-22
国投证券-汉得信息-300170-经营稳步向好，数据融合+AI驱动成效显现-250922,"事件概述
　　1）近日，汉得信息发布《2025年半年度报告》，今年上半年，公司实现营业收入15.75亿元，同比增长3.54%；归母净利润0.85亿元，同比增长1.90%；扣非归...",买入-A,2025-09-22
天风证券-浙江自然-605080-持续向内求+向外拓-250922,"公司发布25年半年报
　　25Q2公司营收3亿，同增1%，归母净利0.5亿，同减20%。25H1营收7亿同增14%，归母净利1.5亿同增45%。
　　2025年上半年，公司“向...",增持,2025-09-22
国投证券-海天味业-603288-经营业绩稳定增长，毛利率显著提升-250922,"事件：
　　公司发布2025年半年报，2025H1实现营业收入152.30亿元，同比增长7.59%；实现归母净利润39.14亿元，同比增长13.35%；实现扣非归母净利润38....",买入-A（首次）,2025-09-22
中邮证券-芯原股份-688521-拟并购芯来科技，补足优质CPU IP-250922,"投资要点
　　25Q2末在手订单30.25亿，AI算力相关订单充沛。截至2025年第二季度末，公司在手订单金额为30.25亿元，已连续七个季度保持高位，创公司历史新高。2025...",买入,2025-09-22
中邮证券-灿芯股份-688691-灿集众能，芯务集成-250922,"投资要点
　　完成流片验证项目数量同比增长奠定量产业务基础，充足订单储备支撑未来增长。2025H1，公司实现营业收入2.82亿元，受客户需求波动影响，公司本报告期营业收入同比有...",增持（首次）,2025-09-22
天风证券-比音勒芬-002832-持续推进高端化、国际化及年轻化-250922,"公司发布半年报
　　25Q2公司营收8亿，同比+22%，实现归母净利0.8亿，同比-29%；25H1公司营收21亿，同比+9%，实现归母净利4亿，同比-14%。
　　2025H...",买入,2025-09-22
群益证券-伟创电气-688698-公司产能投放在即，持续深入机器人赛道-250922,"结论与建议：
　　公司专注工业自动化赛道，核心产品包括变频器、伺服系统及PLC等。2025上半年公司实现收入9.0亿元，YOY+16.4%，整体增长稳健，并且苏州、常州生产基地...",买进,2025-09-22
山西证券-西麦食品-002956-燕麦龙头业绩高增，成本红利持续释放-250922,"事件描述
　　公司2025年上半年实现营收11.49亿元，同比增长18.1%；Q2营收4.93亿元，同比增长21.0%。公司归母净利润0.81亿元，同比增长22.5%。Q2净利...",增持-A（首次）,2025-09-22
光大证券-翔楼新材-301160-投资价值分析报告：精冲材料结构逐步优化，布局人形机器人材料第二增长曲线-250922,公司系国内精密冲压材料行业第一梯队企业：公司作为定制化精密冲压材料领域的高新技术企业，采取自主研发为主、合作开发为辅相结合的协同创新研发模式，主要产品为定制化精密冲压特殊钢材料...,增持（首次）,2025-09-22
华福证券-恒鑫生活-301501-纸塑餐饮具龙头，新消费客户共成长-250922,公司是纸制与塑料餐饮具龙头企业，业绩稳健发展。公司以原纸、PLA粒子、传统塑料粒子等原材料，研发、生产和销售纸制与塑料餐饮具。经过多年发展，自主研发并掌握了PLA等塑料粒子改性...,持有（首次）,2025-09-22
华安证券-汉朔科技-301275-全球化布局的智慧零售平台型公司-250918,"汉朔科技致力于成为全球领先的零售门店数字化解决方案提供商
　　经过多年业务深耕，汉朔科技公司已在国内外形成较强的行业地位竞争优势。2021-2023年度，公司营业收入复合增长率...",买入（首次）,2025-09-22
东吴证券-高伟达-300465-银行IT小巨人，Agent开辟第二成长曲线-250922,"投资要点
　　深耕银行IT，基本面稳定上行。公司是国内领先行列的金融信息化综合方案商，经过多年深耕与积累，已形成以银行业为核心、覆盖保险、证券、基金、信托、融资租赁等领域的优质...",买入（首次）,2025-09-22
民生证券-盛和资源-600392-点评：完成收购匹克公司，世界级稀土项目放量在即-250922,事件：公司发布公告，2025年9月18日，盛和新加坡收购匹克公司股权事项获得坦桑尼亚公平竞争委员会同意，2025年9月19日，该事项亦获得澳大利亚法院批准且法院批准该事项的命令...,推荐,2025-09-22
财通证券-上海家化-600315-多品牌焕新升级，强变革稳拓增长-250921,组织架构调整完毕，以品牌为作战单元。董事长林小海2024年6月上任，带动事业部和人才焕新，将原“以渠道为中心”的组织架构，转变为“以品牌为中心”，调整个护事业部、美妆事业部，新...,买入,2025-09-22
东方证券-上汽集团-600104-自主及海外销量均实现环比增长，期待新车上市表现-250922,8月海外销量同环比向上，MG欧洲交付量实现逆势高增长。公司8月海外及出口销量8.83万辆，同比增长10.5%，环比增长7.5%；1-8月海外及出口累计销量66.44万辆，同比增...,买入,2025-09-22
国金证券-恒林股份-603661-跨境电商业务亮眼，25Q2盈利端已现边际修复-250919,"业绩简评
　　恒林股份旗下品牌在亚马逊平台8月表现亮眼，据sorftime，Sweetcrispy/Smug/Olixis/Nouhaus/Colamy/Dumos品牌25年Q...",买入,2025-09-22
华金证券-道生天合-601026-新股覆盖研究-250920,"投资要点
　　下周三（9月24日）有一家主板上市公司“道生天合”询价。
　　道生天合（601026）：公司围绕环氧树脂、聚氨酯、丙烯酸酯和有机硅等高性能热固性树脂材料领域，形成...",,2025-09-22
国金证券-九号公司-689009-智慧移动无界，电动驭享未来-250919,"投资逻辑：
　　平台化能力赋能，智能化基因奠基。公司定位智能短交通+服务机器人，以平衡/滑板车起家，蛇吞象收购Segway（全球平衡车鼻祖），从为小米代工成功转变为以自主品牌电...",买入（首次）,2025-09-22
华金证券-奥美森-920080-新股覆盖研究-250919,"投资要点
　　下周一（9月22日）有一只北交所新股“奥美森”申购，发行价格为8.25元/股、发行市盈率为12.99倍（每股收益按照2024年度经会计师事务所依据中国会计准则审计...",,2025-09-22
海通国际-中炬高新-600872-跟踪报告：主销区表现改善中，预计内部调整明年见效-250921,上半年聚焦价盘修复，2Q25主业承压。2Q25美味鲜实现收入10.16亿元，同比-7.21%。分产品来看，酱油/鸡精鸡粉/食用油/其他产品收入分别为6.50/1.26/0.58...,优于大市,2025-09-21
财通证券-道通科技-688208-亮相华为HC大会，空地一体打开成长空间-250921,事件：9月19日，在华为全联接大会2025上，华为云推出Robot to Cloud协议（简称“R2C协议”），道通科技全资子公司道和通泰作为首批20家合作伙伴，已加入到R2C...,增持,2025-09-21
国金证券-大洋电机-002249-公司深度研究：电机领军企业“轻装上阵”，机器人+SOFC重塑估值-250919,"投资逻辑
　　公司依托建筑通风及家居电器电机行业三十余年技术积累，通过
　　外延式并购成为国内少数能够同时覆盖传统燃油车及新能源车动力方案的独立第三方供应商，20~24年公司归...",买入（首次）,2025-09-21
国信证券-艾为电子-688798-Meta推出新款AI眼镜，搭载公司多款芯片-250921,"事项：
　　9月18日，Meta在Meta Connect上，推出首款配备显示屏的智能眼镜Meta Ray-Ban Display和新版本的Ray-Ban Meta（Gen 2...",优于大市,2025-09-21
国信证券-利扬芯片-688135-第三方专业测试技术服务商，“一体两翼”战略推动公司发展-250921,国内知名的独立第三方专业测试技术服务商，以集成电路测试为基础，“一体两翼”战略推动公司发展。公司主营业务包括集成电路测试方案开发、晶圆测试、芯片成品测试服务。公司以集成电路测试...,优于大市,2025-09-21
天风证券-永艺股份-603600-海外制造布局优势或逐步显现-250921,"公司发布半年报
　　25Q2公司营收12亿同减1%，归母净利0.7亿同减10%，扣非后归母净利0.8亿同减9%。25H1营收22亿同增7%，归母净利1.3亿同增5%，扣非后归母...",增持,2025-09-21
天风证券-创业环保-600874-运营业务稳健发力，现金流改善有望支撑分红提升-250921,"短期：水务等经营业务稳健发力，当期现金流回款改善
　　25H1公司实现营业收入21.8亿元，同比-1.8%；实现归母净利润4.7亿元，同比+12.1%；毛利率37.5%，同比-...",增持,2025-09-21
