研报标题,摘要,评级,分享时间
西南证券-中国汽研-601965-全领域资质筑壁垒，多赛道布局拓增长-250910,"业绩总结：2025年上半年实现营业收入19.1亿元，同比-6.4%；实现归母净利润4.1亿元，同比+1.8%。
　　经营分析：25H1，公司整体营收结构优化，核心的汽车技术服务...",买入（首次）,2025-09-16
长城证券-东材科技-601208-新产能放量推动1H25业绩稳健增长，看好公司电子材料领域布局-250916,事件：2025年8月27日，东材科技发布2025年半年报，公司2025年上半年收入为24.31亿元，同比上升14.57%；归母净利润为1.90亿元，同比上升19.09%；扣非归...,买入,2025-09-16
长城证券-联化科技-002250-公司1H25业绩超市场预期，看好公司业绩底部向上，逐步修复-250916,事件：2025年8月26日，联化科技发布2025年半年报，公司2025年上半年收入为31.50亿元，同比上升5.76%；归母净利润为2.24亿元，同比上升1481.94%；扣非...,买入,2025-09-16
长城证券-南山智尚-300918-25H1传统业务短期承压，超高+锦纶业务有望贡献未来增长-250916,25H1收入、利润略有下滑，锦纶产品已顺利进入市场。2025年上半年，公司实现营业收入7.31亿元，同比下降5.80%；实现归属于上市公司股东的净利润0.75亿元，同比下降8....,增持（首次）,2025-09-16
长城证券-金发科技-600143-2025年半年报点评：改性塑料板块引领公司增长，新材料板块发展潜力大，推动产业链协同一体化-250916,事件：2025年8月26日，金发科技发布2025年半年度报告，公司2025年上半年营业收入为316.36亿元，同比上涨35.50%；归母净利润5.85亿元，同比上涨54.12%...,买入,2025-09-16
长城证券-方正科技-600601-25H1营收快速增长，扩产高端HDI巩固优势-250916,事件：公司发布2025年半年报，25H1公司实现营收21.40亿元，同比+35.60%；实现归母净利润1.73亿元，同比+15.29%；实现扣非净利润1.65亿元，同比+43....,增持,2025-09-16
长城证券-泰和新材-002254-氨纶价格低迷，公司业绩短期承压，关注芳纶涂覆隔膜产业化进程-250916,事件：2025年8月25日，泰和新材发布2025年半年报，公司2025年上半年收入为19.03亿元，同比下降2.48%；归母净利润为0.26亿元，同比下降77.58%；扣非归母...,买入,2025-09-16
长城证券-赛轮轮胎-601058-原材料成本上升，公司业绩略有承压，看好公司产能建设与爬坡-250916,事件：2025年8月25日，赛轮轮胎发布2025年半年报，公司2025年上半年收入为175.87亿元，同比上升16.05%；归母净利润为18.31亿元，同比下降14.90%；扣...,买入,2025-09-16
长城证券-亚钾国际-000893-公司氯化钾量价齐升，看好公司钾肥产能扩张-250916,事件：2025年8月27日，亚钾国际发布2025年半年报，公司2025年上半年收入为25.22亿元，同比上升48.54%；归母净利润为8.55亿元，同比上升216.64%；扣非...,买入,2025-09-16
开源证券-铁流股份-603926-中小盘首次覆盖报告：精密制造能力显著，长期成长天花板高企-250915,"公司是集精密制造及智慧服务为一体的全球性公司
　　公司主业以离合器为主，下游覆盖国内部分整车厂，产能规模及市场份额均处于国内领先地位。2018年通过收购德国Geiger进入高精...",买入（首次）,2025-09-16
开源证券-中草香料-920016-北交所首次覆盖报告：领跑凉味剂优质赛道，一体化布局开启香精香料新成长-250915,"公司：凉味剂拉动营收增长，2019-2024年营收CAGR 28.62%
　　中草香料专注于香精香料，主要产品包括凉味剂、合成香料和天然香料。2024年营收2.22亿元，同比增...",增持（首次）,2025-09-16
西南证券-隆基绿能-601012-BC产能稳步推进，Q4有望实现扭亏-250914,事件：公司2025年上半年实现营收328.13亿元，同比变化-14.8%；实现归母净利润-25.69亿元，同比减亏50.9%；扣非归母净利润-33.04亿元，同比减亏37.4%...,,2025-09-16
中邮证券-腾景科技-688195-AI驱动光通信业务增长，研发投入加速技术突破-250916,"事件
　　2025H1，公司实现营收2.63亿元，同比+24.29%；归母净利润3658.88万元，同比+11.47%；扣非归母净利润3,462.47万元，同比+11.68%。...",增持（首次）,2025-09-16
西南证券-金山办公-688111-业绩稳中有进，AI引领智能办公新时代-250914,"事件：公司发布2025年半年度报告，实现收入26.6亿元，同比增长10.1%；实现归母净利润7.5亿元，同比增长3.6%；实现扣非归母净利润7.3亿元，同比增长5.8%。
　　...",买入,2025-09-16
江海证券-路斯股份-832419-2025年中报点评：国外增长明显，国内双品牌战略丰富产品矩阵-250916,"事件：
　　公司发布2025年半年度业绩报告。报告显示，路斯股份实现营业收入3.91亿元，同比增长11.32%；实现归母净利润0.30亿元，同比下滑12.07%，实现扣非归母净...",买入,2025-09-16
中原证券-中原高速-600020-2025年中报点评：高速公路运营业务经营稳健，多元业务协同发展-250916,"投资要点：
　　中原高速发布公司2025年半年度报告。2025年上半年，公司实现营业收入31.05亿元，同比增长13.17%；归母净利润6.63亿元，同比增长7.68%；扣非归...",买入（首次）,2025-09-16
中原证券-泸州老窖-000568-2025年中报点评：主业营收减少，并伴随结构下沉-250916,"公司发布2025年中报：2025年上半年，公司实现营收164.54亿元，同比增-2.67%；实现归母扣非净利润76.5亿元，同比增-4.3%。
　　主业营收同比减少，并伴随结构...",谨慎增持,2025-09-16
东吴证券-鼎智科技-873593-现金收购精密齿轮标的赛仑特51%股权，完善“精密传动+智能驱动”全栈能力-250916,公司拟现金收购赛仑特51%股权，交易价格约1亿元。2025年9月12日，鼎智科技发布公告与东莞市赛仑特实业有限公司（以下简称“赛仑特”）的股东廖术会、王华、钟文签订《股权转让协...,买入,2025-09-16
山西证券-博威合金-601137-AI算力发展提振新材料产品需求，美国新能源产能有序推进-250916,"事件描述
　　公司发布2025年半年报，2025年上半年实现营收102.2亿元，同比+15.2%；实现归母净利润6.8亿元，同比+6.0%。Q2单季度实现营业收入52.6亿元，...",买入-A（首次）,2025-09-16
天风证券-宝新能源-000690-煤价下滑推高机组盈利，未来装机增长弹性可观-250916,事件：公司公布2025年中报，2025H1实现营业收入43.57亿元，同比增长17.33%，实现归母净利润5.59亿元，同比增长52.62%；2025Q2实现营业收入23.77...,买入,2025-09-16
国金证券-博众精工-688097-3C设备翘楚，受益于消费电子新周期和新能源业务放量-250915,"公司简介
　　公司是消费电子设备领域的领先企业,并开拓新能源汽车、半导体、具身机器人、仪器仪表等新业务。1H25，公司消费电子领域、新能源、半导体业务收入占比分别为63%、30...",买入（首次）,2025-09-16
天风证券-电投能源-002128-基本面维持平稳，静待白音华煤电资产收购落地-250916,事件：公司公布2025年中报，2025H1实现营业收入144.64亿元，同比增长2.38%，实现归母净利润27.87亿元，同比降低5.36%；2025Q2实现营业收入69.26...,买入,2025-09-16
华西证券-TCL科技-000100-投建8.6代印刷OLED产线，抢占产业升级战略制高点-250914,"事件：
　　公司9月13日公告，TCL华星与广州市人民政府、广州经济技术开发区管理委员会拟共同建设一条8.6代印刷OLED产线（以下简称“t8项目”），主要涵盖平板、笔电、显示...",买入,2025-09-16
华安证券-麦澜德-688273-生殖康复持续高增长，积极布局脑机接口-250916,"事件：
　　公司发布2025上半年业绩。2025年上半年公司实现营收2.41亿元（yoy+5.62%），实现归母净利润0.64亿元（yoy-11.96%），实现扣非归母净利润0...",买入,2025-09-16
天风证券-申能股份-600642-火电板块支撑业绩，新能源装机规模持续扩张-250916,事件：公司公布2025年中报，2025H1实现营业收入129.58亿元，同比降低5.28%，实现归母净利润20.77亿元，同比降低5.23%；2025Q2实现营业收入56.20...,买入,2025-09-16
华源证券-富士达-835640-2025H1归母净利润yoy+11%，防务需求回升的同时积极拓展医疗、低空应用-250916,"投资要点：
　　事件：2025H1实现营收4.08亿元(yoy+8%)，归母净利润3718万元(yoy+11%)，扣非归母净利润3655万元(yoy+21%)，经营活动产生的现...",增持,2025-09-16
国投证券-彩讯股份-300634-重点发力AI及算力，战略投资布局量子计算-250916,"事件概述
　　1）近日，彩讯股份发布《2025年半年度报告》，报告期内实现营业收入9.20亿元，同比增长17.72%；归母净利润1.35亿元，同比增长14.74%；其中，AI及...",买入-A,2025-09-16
国信证券-高澜股份-300499-特高压纯水冷却设备龙头，数据中心液冷打造第二成长曲线-250916,公司系特高压纯水冷却设备龙头，客户覆盖各应用领域龙头。公司专注热管理技术二十余年，主营液冷设备，业务主要分为大功率电力电子热管理产品（主要应用于特高压、大功率等行业）和高功率密...,优于大市,2025-09-16
东方证券-铂科新材-300811-中报点评：芯片电感业务加速，AI领域成长或更陡峭-250916,电感新方案切换已完成，出货量或持续增长。从产品端来看，24Q4至25Q1模组类客户新老方案切换，期间公司订单短期受到一定程度影响。根据公司半年报，25Q2新方案已切换完成，出货...,买入,2025-09-16
国投证券-口子窖-603589-二季度深度调整，中高档白酒承压-250916,"事件：
　　公司发布2025年半年报，2025H1实现营业收入25.31亿元，同比减少20.07%；实现归母净利润7.15亿元，同比减少24.63%；实现扣非归母净利润6.98...",买入-A（首次）,2025-09-16
西南证券-阳光电源-300274-盈利能力稳定，光储龙头持续受益于行业成长-250915,业绩总结：公司2025年上半年实现营收435.33亿元，同比增长40.3%；实现归母净利润77.35亿元，同比增长56.0%；扣非归母净利润74.95亿元，同比增长53.5%。...,买入,2025-09-16
光大证券-拓邦股份-002139-跟踪报告之二：收入持续增长，成长空间广阔-250916,"拓邦股份是全球智能控制解决方案的领军企业。拓邦股份以“敏捷、创新、伙伴” 为核心价值观，凭借""四电一网""（电控、电机、电池、电源及物联网平台）技术矩阵，构建了覆盖硬件开发到云端...",买入,2025-09-16
国投证券-迎驾贡酒-603198-Q2需求承压，主动调整良性发展-250916,"事件：
　　公司发布2025年半年报，2025H1实现营业收入31.6亿元，同比减少16.89%；实现归母净利润11.3亿元，同比减少18.19%；实现扣非归母净利润10.93...",买入-A（首次）,2025-09-16
山西证券-朗新集团-300682-携手蚂蚁集团，共创绿色资产通证化平台-250916,"事件描述
　　9月10日，公司官网公众号披露，朗新科技集团与蚂蚁数科共同宣布成立“蚂蚁链信”，该公司将基于区块链、IOT和AI等核心技术开展绿色资产管理、动态评级定价等产品服务...",买入-B,2025-09-16
国投证券-华致酒行-300755-业绩阶段性承压，资产减值损失影响净利润-250916,"事件：
　　公司发布2025年半年报，2025H1实现营业收入39.49亿元，同比减少33.55%；实现归母净利润0.56亿元，同比减少63.75%；实现扣非归母净利润0.33...",增持-A（首次）,2025-09-16
海通国际-科大讯飞-002230-2025年中报点评：智慧教育驱动增长，讯飞星火应用放量-250909,"投资要点：
　　投资建议：维持“优于大市”评级，目标价66.75元。公司营收稳步增长，利润端亏损大幅收窄，教育业务延续20%+增速驱动公司整体业绩上行，随着公司开发平台业务的发...",优于大市,2025-09-16
天风证券-甘源食品-002991-收入降幅环比收窄，利润仍有承压-250916,事件：2025H1公司收入/归母净利润分别为9.45/0.75亿元（同比-9.34%/-55.20%）；25Q2公司收入/归母净利润分别为4.41/0.22亿元（同比-3.37...,买入,2025-09-16
天风证券-通合科技-300491-博物通达，迎AI时代机遇-250916,"在充电模块领域，经历长期洗牌，2024年通合在国内市占率前四，位于第一梯队。数据中心HVDC电源模块有望为公司带来新成长曲线。
　　充电模块行业领先，向电网、航天等领域延展
　...",买入（首次）,2025-09-16
国信证券-英搏尔-300681-单二季度收入同比增长50%，积极布局eVTOL、关节模组等领域-250916,2025Q2英搏尔实现营收8.23亿元，同比增长50%。公司2025H1营业收入13.7亿元，同比+33.8%，归母净利润3713.3万元，同比+7.0%，扣非净利润3362....,优于大市,2025-09-16
山西证券-汉得信息-300170-毛利率持续改善，AI业务收入贡献逐渐体现-250916,"事件描述
　　8月27日，公司发布2025年半年报，其中，2025上半年公司实现收入15.75亿元，同比增3.54%，上半年实现归母净利润0.85亿元，同比微增1.90%，实现...",买入-A（首次）,2025-09-16
中邮证券-国轩高科-002074-上半年出货同比高增，固态布局有序推进-250916,"投资要点
　　事件：公司发布2025年半年报。
　　2025H1，公司实现营收193.94亿元，同比+15.48%；实现归母净利润3.67亿元，同比+35.22%；实现扣非归母...",增持,2025-09-16
国信证券-万丰奥威-002085-单二季度净利润同比增长32%，积极布局通航飞机和eVTOL业务-250916,2025Q2万丰奥威实现净利润2.25亿元，同比增长32%。公司2025H1实现营收74.94亿元，同比+1.66%，归母净利润5.01亿元，同比+25.74%。分季度看，公司...,优于大市,2025-09-16
国投证券-扬杰科技-300373-拟现金收购贝特电子，横向拓展业务版图-250916,"事件：
　　公司发布《关于现金收购贝特电子100%股权暨关联交易的公告》，拟支付现金购买东莞市贝特电子科技股份有限公司100%股权本次交易以符合《证券法》规定的评估机构出具的权...",买入-A,2025-09-16
长城证券-荣盛石化-002493-2025半年报点评：公司业绩短期承压，持续拓展产业链和深化国际合作-250916,事件：2025年8月23日，荣盛石化发布2025年半年度报告，公司2025年上半年营业收入为1486.29亿元，同比下降7.83%；归母净利润6.02亿元，同比下降29.82%...,买入,2025-09-16
中邮证券-创世纪-300083-3C业务需求旺盛，海外基地投产进一步提升全球竞争力-250916,"投资要点
　　事件：公司发布2025年半年报。
　　上半年业绩高增。2025H1，公司实现营收24.41元，同比+18.44%；实现归母净利润2.33亿元，同比+47.38%；...",增持,2025-09-16
东吴证券-龙净环保-600388-矿山绿电投资加速，聚焦西藏与海外优质自发自用项目-250915,"事件：公司发布公告，拟投资建设麻米措源网荷储一体化能源站项目、刚果（金）凯兰庚水电站项目。
　　麻米措项目投资23.91亿元，西藏420MW源网荷储一体化项目预计2026年第二...",买入,2025-09-16
东吴证券-久远银海-002777-2025年半年报点评：经营质量改善，AI+持续赋能-250915,"事件：公司发布2025年中报，公司2025H1实现营收4.39亿元，同比增长11%；归母净利润0.30亿元，同比增长160%，超市场预期。
　　投资要点
　　经营质量改善：分业...",买入,2025-09-15
华西证券-美埃科技-688376-25H1业绩稳健增长，深度受益固态电池/先进制程产业趋势-250915,"耗材快速放量+出海加速，25H1收入端快速增长
　　2025H1公司实现收入9.35亿元，同比+23.51%；其中Q2收入为6.18亿元，同比+27.73%，实现快速增长，主要...",增持（首次）,2025-09-15
华西证券-壶化股份-003002-业绩新高，民爆智能化加快推进，“西进战略”迎机遇-250912,"事件概述
　　公司发布2025年半年度报告。2025上半年，公司实现营业收入6.25亿元，同比增长28.36%；归母净利润0.96亿元，同比增长53.07%；EPS 0.48元...",增持,2025-09-15
东吴证券-博瑞医药-688166-创新管线进展点评：BGM0504片剂中美均进入I期临床，在研管线顺利推进-250915,"投资要点
　　事件：9月15日，公司发布公告。BGM0504片剂（口服GLP-1/GIP双靶点多肽）已取得1期临床试验批件，规格包括10/20/40mg三个剂量。据Clinic...",买入,2025-09-15
太平洋证券-卡莱特-301391-业绩恢复增长，积极转型AI-250915,公司为LED显控行业领军企业。卡莱特成立于2012年1月，是一家以视频处理算法为核心、硬件设备为载体，为客户提供视频图像领域综合化解决方案的公司。公司产品主要分为LED显示控制...,买入,2025-09-15
东方证券-楚江新材-002171-天鸟产能规模显著提升，新业务拓展顺利，看好长期增长空间-250915,事件：2025年H1公司实现营收288.03亿（+16.05%）；实现归母净利润2.51亿（+48.83%）。单季度看，2025年Q2公司实现营收156.58亿（+11.66%...,买入,2025-09-15
国投证券-今世缘-603369-25Q2释放压力寻求长期高质量成长-250915,"事件：
　　公司发布2025年半年报，2025H1实现营业收入69.5亿元，同比减少4.84%；实现归母净利润22.29亿元，同比减少9.46%；实现扣非归母净利润22.24亿...",买入-A,2025-09-15
光大证券-奥来德-688378-动态跟踪：携手OLED龙头京东方，设备及材料层面全方位合作-250915,"事件：9月15日，公司公众号发布消息表示公司近日与京东方科技集团股份有限公司（以下简称“京东方”）在北京正式签署战略合作框架协议，双方就此建立战略合作伙伴关系。
　　点评：
　...",买入,2025-09-15
华鑫证券-天承科技-688603-公司事件点评报告：认购产业基金加强半导体布局，AIPCB实现头部客户突破-250915,"事件
　　公司9月12日晚发布公告：拟以5000万元参与认购上海君华孚创电子材料产业发展私募投资基金合伙企业基金份额，该基金目标规模预计66900万元，主要投向高端电子化学品及...",买入,2025-09-15
华鑫证券-君亭酒店-301073-公司事件点评报告：竞争加剧业绩承压，持续关注门店爬坡-250915,"事件
　　2025年8月28日，君亭酒店发布2025年半年报。2025H1总营收3.26亿元（同减1%），归母净利润0.06亿元（同减55%），扣非净利润0.03亿元（同减79...",买入,2025-09-15
开源证券-华宝新能-301327-公司信息更新报告：发布全新激励计划聚焦营收增长，关注2026年移动家储新品放量-250915,"发布全新股票激励计划，绑定核心团队&聚焦收入增长，维持“买入”评级
　　公司发布2025年限制性股票激励计划，2025-2027年营收复合增速目标值达40%左右，绑定核心团队彰...",买入,2025-09-15
天风证券-立高食品-300973-渠道升级加速，稀奶油驱动成长-250915,事件：2025H1营收20.7亿元，同比+16.2%；归母净利润1.71亿元，同比+26.2%。其中单二季度营收10.24亿元，同比+18.4%；归母净利润0.82亿元，同比+...,买入,2025-09-15
天风证券-百润股份-002568-渠道轻装上阵，期待H2潜在弹性表现-250915,"业绩：2025Q2公司营业收入/归母净利润/扣非归母净利润分别为7.52/2.08/1.78亿元（yoy:-8.98%/-10.85%/-22.61%）。
　　Q2预调鸡尾酒仍...",买入,2025-09-15
国信证券-西子洁能-002534-资深余热锅炉装备制造商，打造光热发电设备龙头+核电设备供应商-250915,资深余热锅炉装备制造商，进军核能和清洁能源装备制造。西子洁能成立于1955年，前身为中国余热锅炉企业杭州锅炉集团股份有限公司，是国内最早从事余热锅炉研发和制造的企业之一。199...,优于大市（首次）,2025-09-15
东方证券-TCL科技-000100-拟建设8.6代印刷OLED项目，把握OLED中大尺寸应用机遇-250915,事件：TCL科技公告，拟投资建设第8.6代印刷OLED生产线项目（t8项目）。项目预计总投资约295亿元，月产能为2.25万片2290mm×2620mm玻璃基板。项目规划建设周...,买入,2025-09-15
天风证券-安井食品-603345-产品创新驱动增长，渠道定制化加速渗透，静待旺季反弹-250915,事件：2025H1营收76.04亿元，同比+0.8%；归母净利润6.76亿元，同比-15.79%。其中单二季度营收40.05亿元，同比+5.69%；归母净利润2.81亿元，同比...,买入,2025-09-15
长城证券-华恒生物-688639-2025年半年报点评：公司推进“生物+AI”战略，构建多维产品体系-250915,事件：2025年8月28日，华恒生物发布2025年半年度报告，公司2025年上半年营业收入为14.89亿元，同比上涨46.54%；归母净利润1.15亿元，同比下降23.26%；...,买入,2025-09-15
长城证券-龙旗科技-603341-25H1盈利能力持续提升，看好智能眼镜长期成长性-250915,事件：公司发布2025年半年报，25H1公司实现营收199.08亿元，同比-10.65%；实现归母净利润3.56亿元，同比+5.01%；实现扣非净利润1.78亿元，同比-34....,增持,2025-09-15
中原证券-菲利华-300395-2025年中报点评：半导体军工需求回暖，电子石英布受益算力建设有望高成长-250915,"投资要点：
　　菲利华披露2025年半年度报告。2025年上半年，公司实现营业总收入9.08亿元，同比下降0.77%；归母净利润2.22亿元，同比增长28.72%；扣非净利润2...",增持（首次）,2025-09-15
中邮证券-宗申动力-001696-上半年业绩略超预期，新兴领域卡位优势明显-250915,"投资要点
　　事件：公司披露2025年半年报。
　　上半年利润高增。2025H1，公司实现营收66.93亿元，同比+39.05%；实现归母净利润5.06亿元，同比+79.37%...",增持,2025-09-15
中山证券-赛力斯-601127-半年报点评-250912,"研究要点：
　　2025年1-6月，公司实现营业收入624.02亿元，同比下降4.06%，归母净利润29.41亿元，同比增长81.03%，盈利能力改善。二季度单季表现尤为亮眼，...",,2025-09-15
财信证券-鼎智科技-873593-主业表现良好，产品品类持续拓展-250912,事件：公司近期发布2025年半年报，2025年上半年公司营业收入为1.24亿元，同比上升20.00%，归母净利润0.20亿元，同比上升17.65%，扣非归母净利0.19亿元，同...,增持,2025-09-15
华鑫证券-百润股份-002568-公司事件点评报告：预调酒销售承压，威士忌加速布局-250915,"事件
　　2025年8月26日，百润股份发布2025年半年报。2025H1总营收14.89亿元（同减9%），归母净利润3.89亿元（同减3%），扣非净利润3.56亿元（同减9%...",买入,2025-09-15
中邮证券-北京君正-300223-多产品线协同发力，AI驱动成长可期-250915,"事件
　　2025H1，公司实现营业收入22.49亿元，同比+6.75%；归母净利润2.03亿元，同比+2.85%；扣非归母净利润1.61亿元，同比-19.05%。单季度看，Q...",增持,2025-09-15
中原证券-英维克-002837-2025年中报点评：营收高速增长，海外AIDC液冷业务有望快速拓展-250915,"投资要点：
　　英维克披露2025年半年度报告。2025年上半年，公司实现营业总收入25.73亿元，同比增长50.25%；归母净利润2.16亿元，同比增长17.54%；扣非净利...",增持（首次）,2025-09-15
