研报标题,摘要,评级,分享时间
光大证券-神马股份-600810-公告点评：控股股东实施战略重组，有望实现产业链深度协同-250928,事件：公司发布《关于公司控股股东拟实施战略重组的提示性公告》，2025年9月25日，神马实业股份有限公司(以下称公司)接到控股股东中国平煤神马控股集团有限公司(以下简称中国平煤...,增持,2025-09-28
东吴证券-当升科技-300073-三元构筑盈利基石，固态材料实现关键卡位-250926,事件：当升科技在投资者关系活动中介绍了公司在固态锂电正极材料、富锂锰基材料、固态电解质、三元材料、钴酸锂产品、磷酸（锰）铁锂业务以及国际市场开发等方面的进展。其中，公司固态锂电...,买入,2025-09-26
华金证券-长江能科-920158-新股覆盖研究-250925,本周三（9月24日）有一只北交所新股“长江能科”申购，发行价格为5.33元/股、发行市盈率为15.48倍（每股收益按照2024年度经会计师事务所依据中国会计准则审计的扣除非经常...,,2025-09-25
华金证券-禾元生物-688765-新股覆盖研究-250924,"下下周四（10月9日）有一家科创板上市公司“禾元生物”询价。
　　禾元生物（688765）：公司利用水稻胚乳细胞生物反应器高效重组蛋白表达平台(OryzHiExp)和重组蛋白纯...",,2025-09-25
华鑫证券-生益科技-600183-公司事件点评报告：高频高速覆铜板领军企业，受益于终端AI服务器旺盛需求-250925,"事件
　　公司发布2025年半年报：2025年上半年公司实现营业收入126.80亿元，同比增长31.68%；实现归母净利润14.26亿元，同比增长52.98%；实现扣非归母净利...",买入（首次）,2025-09-25
国金证券-恩华药业-002262-自研新药报产迎破局，创新步入收获期-250922,"投资逻辑
　　精麻龙头再起航，高壁垒产品助增长。(1)历久弥新，公司历年总营收及归母净利润均保持稳健增长，过去十年（2014A-2024A）公司总营收GAGR约为8.6%,归母...",买入（首次）,2025-09-25
华安证券-思瑞浦-688536-平台化战略取得成效，信号链与电源管理双攀升-250924,"事件
　　公司2025年第二季度实现营业收入5亿元，同比增加72%，环比增加25%；归母净利润5012万元，环比增加222%；扣非净利3595万元，环比增加1981%。
　　公...",增持,2025-09-25
中航证券-协鑫能科-002015-能源服务快速放量，新能源RWA打造新增长引擎-250922,"报告摘要
　　◆事件：公司发布2025年半年报，2025年上半年公司实现营业收入54.22亿元，同比增长15.29%；归母净利润5.19亿元，同比增长26.42%；扣非归母净利...",买入,2025-09-25
中航证券-四川九洲-000801-2025年中报点评：军民空管装备领军企业，积极布局低空经济新赛道-250919,"报告摘要
　　◆事件：公司8月27日公告，2025H1实现营收（18.54亿元，+5.53%)，归母净利润(0.73亿元，+7.85%)，毛利率(20.73%，-0.90pct...",买入,2025-09-25
天风证券-菲菱科思-301191-季度营收拐点或现，期待CT+IT+高端PCBA多元布局带来增长动能-250925,"事件：
　　菲菱科思披露2025年半年报，25H1实现营收7.22亿元，同比下降12.39%；实现归母净利润2188万元，同比下降71.32%。
　　Q2营收拐点出现：
　　公...",增持,2025-09-25
东方证券-春立医疗-688236-2025年中报点评：集采影响出清，业绩拐点已至-250925,"核心观点
　　走出集采影响，迎来业绩拐点。2025H1，公司实现营收4.9亿元（同比28.3%），归母净利润1.1亿元（同比44.9%），系25H1公司稳定供应集采产品，销量持...",买入,2025-09-25
东方证券-一心堂-002727-2025年中报点评：业绩承压，推进多元化改革-250925,"核心观点
　　门店总数小幅下降，业绩承压。25H1公司实现收入89.1亿元，同比-4.2%，其中零售业务实现收入65.2亿元（同比-2.9%），小幅下降；批发业务实现收入21....",买入,2025-09-25
华鑫证券-广合科技-001389-公司事件点评报告：深耕服务器用PCB，有望受益于下游AI算力高景气度-250925,"事件
　　公司发布2025年半年报：2025年上半年公司实现营业收入24.25亿元，同比增长42.17%；实现归母净利润4.92亿元，同比增长53.91%；实现扣非归母净利润4...",买入（首次）,2025-09-25
华鑫证券-仕佳光子-688313-公司动态研究报告：净利润显著高增，有源、无源产品多场景协同发展-250925,"▌净利润显著高增，三大类产品受益于数通需求
　　2025年上半年公司实现营业收入9.93亿元，同比增长121.12%；实现归母净利润2.17亿元，同比增长1712.00%；实现...",买入（首次）,2025-09-25
中原证券-博威合金-601137-公司点评报告：铜合金业务量利双增，美国光伏产能建设稳步推进-250925,事件：公司公布2025年半年度报告，2025年上半年公司实现营业收入102.21亿元，同比增长15.21%。实现归属母公司股东的净利润6.76亿元，同比增长6.05%，扣非后的...,增持（首次）,2025-09-25
华西证券-三元股份-600429-Q2收入降幅收窄，盈利能力提升-250925,"事件概述
　　公司25H1实现收入33.3亿元，同比-13.8%，归母净利润1.8亿元，同比+43.3%，扣非归母净利润1.7亿元，同比+66.2%；其中25Q2实现收入16....",增持,2025-09-25
开源证券-道通科技-688208-公司信息更新报告：斩获北美双冠，出海前景可期-250925,"数字维修全球领导者，维持“买入”评级
　　公司为数字维修领域全球领导者，数智能源业务已成为高速增长的第二发展曲线，AI+机器人空地一体集群智慧解决方案业务有望打造成为公司第三发...",买入,2025-09-25
开源证券-前沿生物-688221-公司首次覆盖报告：前瞻布局小核酸打开成长空间，HIV用药稳增长-250925,"前瞻布局小核酸技术，深化创新引领长期发展
　　前沿生物2013年成立，2020年成功于上交所上市。其核心自主研发的国家1.1类抗艾滋病（HIV）新药艾可宁（艾博韦泰）于2018...",买入（首次）,2025-09-25
华西证券-福晶科技-002222-三大业务稳健发展，至期光子打造长期增长新动力-250925,"深耕精密光学三十余年，产品矩阵持续丰富。
　　福晶科技于1990年由中国科学院福建物质结构研究所出资成立，2008年于深交所上市。福晶科技以“光电行业发展的有力推动者”为公司使...",买入（首次）,2025-09-25
国信证券-奥普特-688686-上半年净利润增长28.80%，全面覆盖人形机器人视觉部件-250925,"核心观点
　　2025年上半年营业收入同比增长30.68%，归母净利润同比增长28.80%。公司发布2025年中报，2025年上半年实现营收6.83亿元，同比增长30.68%；...",优于大市,2025-09-25
华安证券-永新光学-603297-25H1业绩符合预期，高端显微镜释放成长动能-250925,"主要观点：
　　事件：永新光学发布2025中报
　　公司2025年上半年实现营业收入4.4亿元，同比增长3.0%；实现归母净利润1.1亿元，同比增长8.8%；实现毛利率40.3...",增持,2025-09-25
中航证券-策略点评：四季度A股或将呈现“N”型震荡上行，科技和“反内卷”双轮驱动-250927,,,2025-09-28
国金证券-具身智能行业周报：Robotaxi加速出海，智元开源GO~1大模型-250927,,买入,2025-09-28
开源证券-北交所策略专题报告：云栖大会发布重磅技术及产品，关注北证 AI 产业链优质稀缺标的-250928,,,2025-09-28
天风证券-黄金专题报告：黄金百年复盘及分析框架-250927,,,2025-09-28
国信证券-农林牧渔行业农产品研究跟踪系列报告（176）：短期肉牛价格较为坚挺，Q4有望进一步加速上涨-250928,,优于大市,2025-09-28
华福证券-基础化工行业新材料周报：摩尔线程科创板IPO成功过会，又一跨界半导体材料重大资产重组-250928,,强于大市,2025-09-28
爱建证券-碳陶制动盘行业深度报告：碳陶制动盘，高端标配，自主向上-250928,,强于大市,2025-09-28
国金证券-计算机行业周报：海内外AI基模差距收敛，看好国内AI应用落地-250928,,买入,2025-09-28
太平洋证券-策略日报：节前调整如期而至-250926,,,2025-09-28
华西证券-投资策略周报：A股、港股暂时的折返，慢牛即是长牛-250928,,,2025-09-28
开源证券-2025年8月工业企业利润点评：工业企业盈利水平明显改善，持续去库存-250928,,,2025-09-28
国信证券-大类资产月度策略（2025.09）：贵金属一枝独秀-250928,,,2025-09-28
东吴证券-建筑材料行业跟踪周报：建材稳增长政策落地，反内卷力度有望强化-250928,,增持,2025-09-28
国信证券-中观高频景气图谱（2025.9）：上游资源品回暖，电气机械边际修复-250928,,,2025-09-28
东吴证券-有色金属行业跟踪周报：美国经济数据超预期不改实际利率中期下行预期，贵金属宏观叙事良好本周续创新高-250928,,增持,2025-09-28
华源证券-大能源行业2025年第39周周报：8月新能源新增装机续降，非电利用有望助绿氢氨醇获政策进一步支持-250928,,看好,2025-09-28
国金证券-食品饮料行业周报：飞天茅台批价回升，推荐白酒底部配置-250927,,买入,2025-09-28
开源证券-氟化工行业周报：萤石行情持续复苏、制冷剂继续向上，印度对我国HFCs制冷剂发起反倾销调查-250928,,看好,2025-09-28
中邮证券-高频数据跟踪：沥青生产提速，原油铜价上行-250928,,,2025-09-28
华鑫证券-传媒行业周报：阿里提出ASI，政策护航数字消费关注AI焕新应用-250927,,推荐,2025-09-28
华西证券-证券行业上市券商2025年三季报前瞻：景气度持续提升-250928,,推荐,2025-09-28
华安证券-新宙邦-300037-25H1业绩稳健增长，电解液、有机氟业务放量-250926,,买入,2025-09-28
东吴证券-北交所定期报告：小米17系列首销火爆，北证迎配置良机-250928,,,2025-09-28
开源证券-北交所策略专题报告：北交所“9.24”新政一周年，专精特新领涨，估值弹性兑现，生态跃迁开启-250928,,,2025-09-28
光大证券-铜行业周报：自由港削减2025、2026年产量指引，10~12月国内空调排产环比改善-250928,,增持,2025-09-28
华安证券-中芯国际-688981-产能及产能利用率双增长，晶圆本土化持续受益-250924,,增持,2025-09-28
国投证券-有色金属行业周报：铜价或开启牛市，G7欧盟讨论设稀土底价-250928,,领先大市-A,2025-09-28
东方证券-爱柯迪-600933-收购卓尔博，将在汽车+机器人业务上形成协同效应-250928,,买入,2025-09-28
天风证券-海外经济跟踪周报：息预期回落，关税升级-250928,,,2025-09-28
天风证券-华谊集团-600623-归母净利润同比上行，多项目完成投产-250928,,买入,2025-09-28
国金证券-商贸零售行业周报：持续推荐顺周期餐饮，建议关注AI+零售方向-250927,,买入,2025-09-28
中航证券-润阳科技-300920-轻装上阵再出发，机器人开启新篇章-250928,,买入（首次）,2025-09-28
天风证券-建筑装饰行业研究周报：洁净室板块再迎利好，重视三季报超预期标的-250928,,强于大市,2025-09-28
中国信通院-AI行业时代高品质全光算力专线研究报告（2025年）-250929,,,2025-09-29
华福证券-多主题出现见底形态-250928,,,2025-09-28
天风证券-泽璟制药-688266-2025H1业绩符合预期，多抗平台有望持续兑现-250927,,买入,2025-09-28
东方证券-电子行业系统组装：AI服务器升级的新驱动力-250928,,看好,2025-09-28
国金证券-家电行业周报：8月家电出口保持韧性，新兴地区维持稳健增长-250927,,买入,2025-09-28
国金证券-通信行业周报：英伟达向OpenAI投资千亿美元，阿里宣布3800亿AI基建计划-250928,,买入,2025-09-28
华安证券-全球科技行业周报：阿里云栖大会推出Qwen3~Max，OpenAI新建五个人工智能数据中心-250927,,增持,2025-09-28
东方证券-策略周报：继续聚焦高端制造-250928,,,2025-09-28
天风证券-亚辉龙-688575-国内业绩短期承压，海外业务维持高增-250928,,买入,2025-09-28
国金证券-公用事业及环保产业行业周报：8月全国光伏、风电累计装机分别同比+48.5%/+22.1%-250927,,买入,2025-09-28
爱建证券-机械设备行业可控核聚变产业数据跟踪（一）：优先布局磁体系统供应商，把握CFEDR中长期机遇-250928,,强于大市,2025-09-28
国投证券-电子行业周报：英伟达拟向OpenAI投资最高1000亿美元，美光FY25Q4业绩超预期-250928,,领先大市-A,2025-09-28
华安证券-电力设备行业周报：独立储能需求旺盛，海风项目稳步推进-250927,,增持,2025-09-28
华福证券-医药生物行业：从药明康德研发者日看CDMO和创新药产业趋势-250928,,强于大市,2025-09-28
国信证券-通信行业周报2025年第39周：阿里发布128超节点AI服务器，英伟达拟向OpenAI投千亿美元-250928,,优于大市,2025-09-28
天风证券-农林牧渔行业2025年第39周周报：行业养殖进入亏损，重视生猪板块预期差！-250928,,强于大市,2025-09-28
华安证券-月度报告：百炼金精，越辩愈明-250928,,,2025-09-28
华西证券-社服零售行业2025年三季报前瞻：关注出海链释放业绩弹性以及AI应用催化-250927,,推荐,2025-09-28
开源证券-煤炭行业周报：动力煤700元之上和焦煤大涨，煤炭布局稳扎稳打-250928,,看好,2025-09-28
国金证券-轻工造纸行业周报：关注短期回调的潮玩&烟草，传统轻工布局性价比逐步显现-250928,,买入,2025-09-28
中邮证券-华策影视-300133-全年影视项目储备丰富，关注国庆档影片表现-250928,,买入,2025-09-28
华西证券-证券行业2025年三季报前瞻：景气度持续提升-250928,,推荐,2025-09-28
天风证券-建筑材料行业研究周报：建材稳增长方案出台，继续推荐反内卷+出海+高端电子布投资机会-250928,,强于大市,2025-09-28
腾讯-游戏行业：25年全球游戏云平台市场分析（英译中）-250928,,,2025-09-28
光大证券-石化油服-600871-动态跟踪报告：降本增效与深化转型并进，全产业链油服龙头未来可期-250928,,增持,2025-09-28
财通证券-宏观专题报告：基数支撑工业盈利-250928,,,2025-09-28
民生证券-非银行业周报：季度切换在即，积极布局回调后的非银板块-250928,,推荐,2025-09-28
天风证券-基础化工行业：石化化工稳增长工作方案发布，强调高质量发展-250928,,中性,2025-09-28
国金证券-AI行业周观察：AI驱动美光业绩高增长，阿里发布系列新模型-250928,,,2025-09-28
国金证券-非金属建材行业周观点：提示重视玻纤龙头、玻璃龙头的回购公告-250928,,买入,2025-09-28
华鑫证券-计算机行业点评报告：Docusign（DOCU.O），AI驱动IAM平台持续发力，企业级市场采纳度扩大-250927,,推荐,2025-09-28
国金证券-家电行业周报：8月家电出口保持韧性，新兴市场保持稳健增长-250927,,买入,2025-09-28
中航证券-军工行业周报：舰载机首次电磁弹射起飞展示，核聚变“国家队”首次公开亮相-250927,,增持,2025-09-28
国投证券-环保及公用事业行业周报：IMO净零法案即将提交，绿色甲醇有望迎来快速发展-250928,,领先大市-A,2025-09-28
开源证券-社会服务行业周报：Tiktok首次全球黑五定档，TOPTOY申请港股上市-250928,,看好,2025-09-28
华福证券-医疗与消费行业周观点：检验检测行业新观察，量减质升成主基调，结构性变革孕育新机遇-250929,,,2025-09-28
华鑫证券-计算机行业点评报告：英伟达（NVDA.O），重视AI推理计算，发布Rubin CPX芯片-250927,,推荐,2025-09-28
国投证券-侨银股份-002973-资金回笼提速，AI+人形机器人赋能环卫业务-250928,,买入-A（首次）,2025-09-28
华西证券-有色~基本金属行业周报：劳动力市场低迷带动降息预期进一步走强，金银价格持续突破前高-250927,,推荐,2025-09-28
华西证券-海外周报：国内首个新疆文旅动漫IP上线，沈白高铁正式开通运营-250928,,,2025-09-28
国信证券-汽车和汽车零部件行业汽车智能化月报系列（二十八）：地平线合作哈啰加速Robotaxi商业化落地，禾赛科技于香港交易所上市-250928,,优于大市,2025-09-28
华鑫证券-计算机行业点评报告：微软（MSFT.O），微流体散热技术取得突破，AI算力基建保持领先-250927,,推荐,2025-09-28
东方证券-彩讯股份-300634-AI全栈体系加速形成，智算业务开始放量-250928,,买入,2025-09-28
开源证券-医药生物行业周报：关注基药目录调整，首推方盛制药-250928,,看好,2025-09-28
国金证券-传媒互联网产业行业周报：关注国庆假期的变化，看多澳门度假娱乐&OTA&游戏-250927,,买入,2025-09-28
华西证券-社服零售行业周报：TOPTOY递交IPO申请，吉宏股份Q3业绩高增长-250928,,推荐,2025-09-28
华鑫证券-计算机行业点评报告：HubSpot（PLTR.N），收入持续增长，客户拓展良好-250927,,推荐,2025-09-28
华源证券-北交所科技成长产业跟踪第四十五期：SK 海力士、Intel正加速引进ASML EUV光刻机，关注北交所光刻机产业链标的-250928,,,2025-09-28
华鑫证券-传媒行业动态研究报告：平台备战双十一，各美护品牌积极参与-250928,,推荐（首次）,2025-09-28
国金证券-非银金融行业周报：三季报业绩预计表现较好，关注三季报行情-250928,,买入,2025-09-28
国金证券-纺织品和服装行业周报：年内降息预期再提利好出口链；FILA加码中网看好垂类赛道发展-250928,,买入,2025-09-28
东吴证券-半导体设备行业深度：AI芯片快速发展，看好国产算力带动后道测试&先进封装设备需求-250921,,,2025-09-21
天风证券-医药生物行业：创新药产业趋势已成，进军全球商业化-250923,,强于大市,2025-09-23
慧博智能投研-固态电池负极行业深度：行业背景、材料体系、路线进展及相关公司深度梳理-250922,,,2025-09-22
东吴证券-电力设备与新能源行业：国内储能深度，配储退出，独储登台，高质量需求爆发且持续-250926,,,2025-09-26
慧博智能投研-硫化物固态电池行业深度：技术路线、发展现状、发展趋势及相关公司深度梳理-250922,,,2025-09-22
东吴证券-电池行业深度报告：技术突破加速，盈利拐点显现-250921,,增持,2025-09-21
东吴证券-电力设备行业跟踪周报：储能和锂电需求旺盛、人形和固态加速迭代-250922,,增持,2025-09-22
天风证券-电子行业：AI创新为主轴，顺周期+国产替代齐头并进-250924,,强于大市,2025-09-24
中邮证券-机械行业：固态电池设备公司梳理-250926,,强大于市,2025-09-26
天风证券-计算机行业：从中美差异，看TO B Agent破局时点-250922,,强于大市,2025-09-22
华安证券-电新行业：国内储能顶层设计再升级，英美大储节奏超预期-250925,,,2025-09-25
财通证券-2025年四季度策略：三擎拱牛市-250921,,,2025-09-21
光大证券-脑机接口行业研究报告：解码大脑交互密码，开启人机协同纪元-250925,,,2025-09-24
国金证券-A股策略周报：真正的牛市还未开始-250921,,,2025-09-21
粤开证券-【粤开宏观】历次牛市回调的原因是什么？有哪些特征？该如何应对？-250925,,,2025-09-25
东吴证券-汽车与零部件行业柴油发电机专题：AIDC柴发高景气，国产替代正当时-250925,,,2025-09-25
东吴证券-策略周评：四季度胜负手，可能是哪些方向？-250921,,,2025-09-21
华鑫证券-电子行业周报：高端光刻机国产化进程加速，华为全联接大会成功举办-250923,,推荐,2025-09-23
华西证券-混沌时刻-250922,,,2025-09-22
财通证券-转型中国：日本1990还是美国1970？-250924,,,2025-09-24
天风证券-国防军工行业深度研究：战争步入智能时代，全领域全产业链演变加速-250924,,强于大市,2025-09-24
东吴证券-联合动力-301656-新能源汽车电驱动龙头，技术&产品&客户构筑护城河-250924,,,2025-09-25
民生证券-电子行业点评：端侧AI迎来拐点，重视供应链低位机遇-250921,,推荐,2025-09-22
东吴证券-汽车行业：Robotaxi正重塑汽车出行市场-250923,,,2025-09-23
粤开证券-【粤开宏观】牛市的成因是什么？牛市还能否延续？-250924,,,2025-09-24
华福证券-【华福策略】市场状态高频数据库——9月第3周-250922,,,2025-09-22
长城证券-电子行业：预计全球半导体龙头Q3营收环比+8%，存力和算力是AI时代的双生引擎-250924,,强于大市,2025-09-24
国投证券-不能回避的探讨：四季度胜负手-250921,,,2025-09-21
至顶智库-全球人工智能行业展望报告：2025通向AGI之路-250924,,,2025-09-24
国金证券-中泰股份-300435-国内深冷潮头立，出海爆发欲试锋-250923,,买入,2025-09-24
国金证券-大洋电机-002249-公司深度研究：电机领军企业“轻装上阵”，机器人+SOFC重塑估值-250919,,买入（首次）,2025-09-21
天风证券-农林牧渔行业牛专题深度：肉牛超级大周期、奶牛去化，进展到哪儿？-250923,,强于大市,2025-09-23
诚通证券-风光储网行业2025年半年报点评报告：光伏板块修复态势明显，风电储能板块景气上行-250923,,推荐,2025-09-23
财通证券-大宗商品分析框架之八：金价走到什么位置了？-250925,,,2025-09-25
开源证券-宏观经济专题：“十五五”规划企业座谈会召开-250922,,,2025-09-22
天风证券-医药行业细分领域分析与展望（2025H1）：创新药/制药行业及个股2025半年度回顾与展望-250926,,强于大市,2025-09-26
国金证券-九号公司-689009-智慧移动无界，电动驭享未来-250919,,买入（首次）,2025-09-22
天风证券-通信行业研究周报：华为震撼发布昇腾新系列，国产算力亮剑AI产业链持续高景气-250921,,强于大市,2025-09-21
国金证券-基础化工行业：3D打印，消费级需求方兴未艾，重点关注高性价比PLA耗材-250924,,买入,2025-09-25
华西证券-资产配置日报：风险提前释放-250923,,,2025-09-23
国金证券-基础化工行业深度研究：贸易冲突下孕育新机，全球化布局胎企再迎黄金发展期-250926,,买入,2025-09-27
财信证券-消费电子行业半年报总结及展望：消费电子板块稳中有进，终端创新趋势明确-250920,,领先大市,2025-09-24
国信证券-宏观经济专题报告：水牛还是价格修复？-250925,,,2025-09-25
开源证券-医药生物行业深度报告：原料药公司加速创新药布局，AI+医疗布局逐步深化-250924,,看好,2025-09-24
财通证券-蓝黛科技-002765-新能源产品快速放量，机器人业务顺利推进-250927,,买入（首次）,2025-09-27
天风证券-联芸科技-688449-高壁垒“存储大脑”主控赛道龙头，AIoT芯片带动第二增长曲线-250923,,买入（首次）,2025-09-23
太平洋证券-澜起科技-688008-深度报告：全球内存接口芯片龙头，AI运力芯片构筑增长新曲线-250919,,买入,2025-09-23
天风证券-消费电子行业：端&云利好频传，看好端云共振AI大周期下消费电子产业链机遇-250921,,强于大市,2025-09-21
天风证券-半导体行业专题研究：AI存储革命已至，“以存代算”开启存储新纪元-250926,,强于大市,2025-09-28
东吴证券-小核酸行业：MNC加大BD，慢病+肝外领域潜力无限-250924,,,2025-09-24
太平洋证券-策略日报：情绪反转-250924,,,2025-09-25
东吴证券-高伟达-300465-银行IT小巨人，Agent开辟第二成长曲线-250922,,买入（首次）,2025-09-22
东吴证券-宏观点评：新一轮稳增长政策可能有哪些？-250922,,,2025-09-22
中邮证券-艾为电子-688798-AW86501BDC新品发布，助力CGM新未来-250924,,买入,2025-09-24
西南证券-瑞芯微-603893-各线高速增长，拥抱AIoT 2.0新时代-250922,,买入（首次）,2025-09-23
汉鼎智库-固态电池行业：颠覆传统，固态电池如何重塑能源世界！-250917,,,2025-09-23
开源证券-机构调研周跟踪：机构调研的关注度集中在机器人、AI、半导体-250923,,,2025-09-23
交银国际-中微公司-688012-刻蚀设备优势明显，产品进一步多元化，首予买入-250922,,买入（首次）,2025-09-22
民生证券-计算机行业动态报告：互联网大厂云出海元年开启-250923,,推荐,2025-09-23
华西证券-类权益周报：牛市更需一点从容-250921,,,2025-09-21
国金证券-光伏行业专题：顶层支持+市场化淘汰+技术迭代有望推动供给改善-250919,,买入,2025-09-22
德邦证券-产业经济周报：A股“慢牛”基调不改，关注稀土战略与存储高景气-250923,,,2025-09-23
民生证券-汽车和汽车零部件行业周报：特斯拉机器人迎重磅催化，看好T链核心主线-250921,,推荐,2025-09-21
华福证券-美国医疗行业系列研究（三）——美国药品支付体系拆解：美国高药价的成因？特朗普药价政策的影响？-250923,,强于大市,2025-09-23
华福证券-基础化工行业新材料周报：英伟达要求供应商开发新散热技术，巨头宣布，全固态电池2026年出货-250922,,强于大市,2025-09-22
民生证券-电子行业点评：AI驱动存储升级，eSSD有望加速渗透-250921,,推荐,2025-09-22
东吴证券-机械设备行业跟踪周报：推荐非挖超预期确定向上的工程机械；国产算力芯片加速发展利好国产半导体设备-250921,,增持,2025-09-21
财通证券-计算机行业：数据库与AI的深度融合-250926,,看好,2025-09-26
慧博智能投研-慧博研报炼金之研报头条精华：A股四季度策略展望，慢牛进行时-250924,,,2025-09-24
