研报标题,摘要,评级,分享时间
天风证券-利扬芯片-688135-聚焦集成电路测试主业，“一体两翼”战略驱动盈利拐点显现-250915,事件：公司发布2025年半年度报告，实现营业收入2.84亿元，同比增长23.09%。实现归母净利润-706万元，同比减亏16.38%。扣非归属母公司净利润-676万元，同比减亏...,增持,2025-09-15
国投证券-舍得酒业-600702-经营业绩边际改善，盈利能力回升-250915,"事件：
　　公司发布2025年半年报，2025H1实现营业收入27.01亿元，同比减少17.41%；实现归母净利润4.43亿元，同比减少24.98%；实现扣非归母净利润4.39...",买入-A（首次）,2025-09-15
华安证券-微导纳米-688147-业绩高增，半导体新品布局与市场拓展并举-250915,"事件概况
　　微导纳米于2025年8月28日发布2025年半年报：
　　2025年半年度，公司实现营业收入为10.5亿元，同比上升33.42%；归母净利润为1.92亿元，同比上...",增持,2025-09-15
海通国际-片仔癀-600436-2025年半年报点评：短期业绩承压，渠道拓展持续推进-250908,"本报告导读：
　　公司核心品类片仔癀系列产品受到消费环境与牛黄成本价格高企等因素影响，收入增速与毛利率水平有所承压，关注后续潜在消费复苏与原材料成本降低带来的机会。
　　投资要...",优于大市,2025-09-15
财信证券-捷佳伟创-300724-业绩持续高增，关注钙钛矿及半导体设备进展-250910,事件：公司近期发布2025年半年报，2025年上半年公司营业收入为83.72亿元，同比上升26.41%，归母净利润18.30亿元，同比上升49.26%，扣非归母净利16.80亿...,买入,2025-09-15
国信证券-扬杰科技-300373-现金收购贝特电子100%股权，内生与外延增长并进-250915,"事项：
　　公司公告：拟通过支付现金的方式购买东莞市贝特电子科技股份有限公司100%股份，标的估值为22.18亿元，并对贝特电子业绩承诺方设置业绩承诺：2025-2027年累计...",优于大市,2025-09-15
长城证券-华利集团-300979-上半年营收保持双位数增长，新工厂实现量产出货-250915,2025年上半年保持营收双位数增长，净利润有所下滑。公司2025年上半年实现营业收入126.61亿元，同比增长10.36%；实现归母净利润16.71亿元，同比下滑11.06%；...,增持,2025-09-15
天风证券-信立泰-002294-两款高血压药物如期获批上市，多条管线有望迎来收获期-250915,事件：公司2025年上半年营业收入21.31亿元，同比增长4.32%；归母净利润3.65亿元，同比增长6.10%；扣非净利润3.47亿元，同比增长3.93%。2025Q2公司营...,买入,2025-09-15
财信证券-长沙银行-601577-2025年半年报点评：对公信贷高增，首次实施中期分红-250910,"投资要点：
　　长沙银行披露2025年半年度业绩报告。2025年上半年，公司实现营收132.49亿元，同比增长1.59%；实现归母净利润43.29亿元，同比增长5.05%。单二...",增持,2025-09-15
诚通证券-伊利股份-600887-2025年中报点评：营收增速保持回升，公司多个产品持续领跑市场-250912,"2025年上半年营收增长，单季营收触底回升态势：
　　公司公布2025年中报，实现营收619.33亿元/+3.37%；归母净利润72.00亿元/-4.39%。营业成本395.0...",强烈推荐,2025-09-15
天风证券-共创草坪-605099-海外持续成长国内潜力可期-250915,"公司发布半年报
　　25Q2公司营收9亿同增8%，归母净利2亿同增16%。25H1营收17亿同增11%，归母净利3亿同增22%。
　　在产品销量方面，公司累计销售人造草坪产品4...",买入,2025-09-15
天风证券-盐津铺子-002847-收入稳健增长，扣非表现优秀-250915,事件：2025H1年公司营业收入/归母净利润为29.41/3.73亿元，同比+19.58%/+16.70%；25Q2营业收入/归母净利润为14.03/1.95亿元，同比+13....,买入,2025-09-15
天风证券-恒瑞医药-600276-2025H1创新药进入快速放量阶段，国际化贡献利润持续增长-250915,事件：公司发布2025年上半年业绩公告。2025年上半年，公司实现营业收入157.61亿元，同比增长15.88%；归母净利润44.50亿元，同比增长29.67%；扣非净利润42...,买入,2025-09-15
中航证券-慧辰股份-688500-首次覆盖：乘“AI智能体”东风，抢滩企业智能决策新蓝海-250912,"“数据+AI”双轮驱动，构建智能决策支持解决方案
　　公司主业聚焦数据智能分析服务，以""数据要素×""与""人工智能+""为战略核心，构建起涵盖数据采集、算法研发、模型构建、应用落地...",买入（首次）,2025-09-15
天风证券-水星家纺-603365-大单品联动效应逐步显现-250915,"公司发布2025中报
　　25Q2：营收10亿同增11.7%，归母净利0.5亿同减2.7%，销售毛利率43.9%，同比+3.6pp。
　　25H1：营收19亿同增6.4%，归母...",买入,2025-09-15
华金证券-云汉芯城-301563-新股覆盖研究-250914,"下周一（9月15日）有一家创业板上市公司“云汉芯城”询价。
　　云汉芯城（301563）：公司是一家电子元器件分销与产业互联网融合发展的创新型企业，重点聚焦电子制造产业中小批量...",,2025-09-14
华金证券-瑞立科密-001285-新股覆盖研究-250914,"投资要点
　　下周一（9月15日）有一家主板上市公司“瑞立科密”询价。
　　瑞立科密（001285）：公司主营业务为机动车主动安全系统和铝合金精密压铸件的研发、生产和销售以及技...",,2025-09-14
国信证券-路维光电-688401-1H25营收同比增长37.48%，中高端产品多维拓展-250914,1H25公司营收同比增长37%，扣非净利润同比增长28%。公司主要生产显示与半导体掩膜版产品，1H25公司平板显示掩膜版与半导体掩膜版均实现了良好的增长态势：OLED用掩膜版带...,优于大市,2025-09-14
华源证券-锦华新材-920015-硅烷交联剂“小巨人”，募投扩充硅烷偶联剂及功能性硅烷中间体产能-250914,锦华新材本次发行价格18.15元/股，发行市盈率11.24X，申购日为2025年9月16日。锦华新材本次发行价格18.15元/股，发行市盈率11.24X，申购日为2025年9月...,,2025-09-14
天风证券-雄韬股份-002733-全球LFP锂电UPS龙头，充分受益AI+铅改锂-250914,电源行业老兵，算力中心与数据中心UPS电源业务贡献主要利润。公司成立于1994年，于2014年上市，产品涵盖铅酸电池、锂电池、氢燃料电池、钠电池四大类，面向UPS、通信、动力、...,买入（首次）,2025-09-14
华安证券-精测电子-300567-显示业务订单修复，半导体业务高增-250912,"事件概况
　　精测电子于2025年8月26日发布2025年半年报：
　　2025年上半年，公司实现营业收入为13.81亿元，同比上升23.2%；归母净利润为0.28亿元，同比下...",增持,2025-09-14
国信证券-上声电子-688533-单二季度收入同比增长14%，车载声学系统产品持续放量-250914,2025Q2上声电子实现营收7.3亿元，同比增长14.0%。公司2025H1实现营业收入13.67亿元，同比增长10.35%，归母净利润0.85亿元，同比减少23.96%。拆单...,优于大市,2025-09-14
西南证券-司南导航-688592-高精度上游引领者，新兴业务加速布局-250908,事件：司南导航发布2025年中报。上半年公司营业总收入为1.71亿元，较去年同报告期营业总收入增加5028.38万元，实现两年连续上涨，同比较去年同期上涨41.82%。归母净利...,,2025-09-14
天风证券-复星医药-600196-自研创新药出海+股权激励出台，看好后续发展-250914,"事件
　　复星医药披露2025H1业绩，其中营业收入195.14亿元（yoy-4.63%）。收入承压，主要受药品集采续标及部分地方集采开展的影响，创新药品收入超43亿元，（yo...",买入,2025-09-14
太平洋证券-扬杰科技-300373-Q2收入单季度新高，海外市场增长显著-250911,事件：公司发布25年中报，25年上半年实现营业总收入34.55亿元，同比增长20.58%；归属母公司股东的净利润6.01亿元，同比增长41.55%；扣除非经常性损益后的归属母公...,买入,2025-09-14
开源证券-锦华新材-920015-北交所新股申购报告：硅烷交联剂细分领域“小巨人”，一体化布局打造循环绿色体系-250913,"精细化学品“小巨人”，一体化布局打造循环绿色体系
　　公司主要从事酮肟系列精细化学品的研发、生产和销售，主要产品包括硅烷交联剂、羟胺盐、甲氧胺盐酸盐、乙醛肟等。公司为国内硅烷交...",,2025-09-14
东方证券-岱美股份-603730-2季度毛利率同环比提升，预计顶棚多项目定点是盈利增长所在-250914,"核心观点
　　受海外工厂火灾影响2季度利润短暂承压，经营性利润整体维稳向上。公司上半年营业收入31.75亿元，同比减少3.4%；归母净利润2.41亿元，同比减少42.6%；扣非...",买入,2025-09-14
天风证券-香飘飘-603711-H1即饮板块贡献核心业绩，全年业绩预计以稳为主-250914,"业绩：2025Q2公司营业收入/归母净利润/扣非归母净利润分别为4.55/-0.79/-0.86亿元（同比：+0.18%/亏损加大/亏损加大）。
　　即饮业务同比增长，冲泡业务...",买入,2025-09-14
天风证券-敏芯股份-688286-业绩创历史新高，实现扭亏为盈，产品矩阵加速完善平台化转型-250914,事件：公司发布2025半年度报告，实现营业收入3.04亿元，同比增长47.82%，创同期历史新高。实现归母净利润2519.08万元，扭亏为盈，同比增长171.65%。实现扣非归...,买入,2025-09-14
天风证券-古井贡酒-000596-降速释压，净利率提升逻辑持续兑现-250914,"业绩：25Q2公司营业收入/归母净利润/扣非归母净利润分别为47.34/13.32/13.15亿元（yoy:-14.23%/-11.63%/-11.81%）。
　　年份原浆占比...",买入,2025-09-14
太平洋证券-九洲集团-300040-深度：装备制造稳步增长，进击的综合能源服务商-250911,"1、专注智能配电网和网络能源，大额减值完成轻装上阵
　　公司专注智能配电网和网络能源，主营可分智能装配制造、新能源发电、综合智慧能源三大业务。智能装配制造业务上，公司保持与国内...",买入（首次）,2025-09-14
华金证券-中研股份-688716-PEEK材料龙头，积极强化应用开拓-250912,"投资要点
　　事件：中研股份发布2025年半年报，2025H1实现营收1.31亿元,同比下降2.10%；归母净利润0.07亿元，同比下降59.89%；扣非归母净利润0.03亿元...",买入（首次）,2025-09-14
海通国际-神州信息-000555-2025年半年报点评：Q2利润大幅减亏，金融软服逆势稳健增长-250909,"投资要点：
　　维持“优于大市”评级。考虑行业整体承压，公司项目回款时长增加，我们调整公司2025-2026年归母净利润预测值为0.79/1.59亿元，新增2027年归母净利润...",优于大市,2025-09-14
海通国际-润和软件-300339-扣非高增，开源鸿蒙、开源欧拉、企业级AI打造新驱动力-250909,"投资要点：
　　目标价76.80元，维持“优于大市”评级。我们预测2025-2027年EPS为0.24/0.28/0.33元，由于公司新拓展发力企业级AI，构建AI全栈技术体系...",优于大市,2025-09-14
海通国际-新国都-300130-2025年半年报点评：短期商户拓新压制业绩，跨境流水增长加速-250909,"投资要点：
　　维持“优于大市”评级。考虑公司短期商户拓新压制业绩，我们调整公司2025-2027年归母净利润预测值为5.89/7.47/9.09亿元，对应EPS预测值为1.0...",优于大市,2025-09-14
华福证券-敏芯股份-688286-2025H1盈利能力大幅提升，压力和惯性产品高速增长，打造MEMS平台型企业显出成效-250914,"事件：
　　2025年8月29日，敏芯股份发布2025年半年报数据显示：2025H1实现营收3.04亿元，同比增加47.82%，创历史新高；实现归母净利润0.25亿元，同比增长...",买入（上调）,2025-09-14
国金证券-盈趣科技-002925-新烟格局生变成长加速，紧抓AI+消费时代新机遇-250912,"投资逻辑
　　公司与PMI、罗技等全球优质客户形成全方位战略合作，智能控制部件、创新消费电子、健康环境及汽车电子等多板块业务融合发展。公司自主创新UDM模式，叠加“大三角+小三...",买入（首次）,2025-09-14
国投证券-安杰思-688581-内镜赛道高成长性国产龙头，外有出海空间、内有集采改善-250914,"安杰思是内镜赛道高成长性国产龙头，新产品看点丰富。
　　目前公司已对内镜耗材领域主要品类实现全面覆盖，包括止血闭合类、EMR/ESD类、活检类、ERCP类和诊疗仪器类，与内镜耗...",买入-A（首次）,2025-09-14
天风证券-金徽酒-603919-营收释放节奏合理，结构持续升级-250913,"业绩：25Q2公司营业收入/归母净利润/扣非归母净利润分别为6.51/0.64/0.58亿元（yoy:-4.02%/-12.78%/-27.25%）。
　　年份系列引领下，结构...",买入,2025-09-13
东方证券-精锻科技-300258-海外产能建设持续推进，完善机器人布局-250913,二季度盈利端短期承压，预计下半年盈利情况将有望改善。公司上半年营业收入9.87亿元，同比减少2.0%；归母净利润0.61亿元，同比减少35.2%；扣非归母净利润0.45亿元，同...,买入,2025-09-13
天风证券-长光华芯-688048-高功率、光通信芯片促业绩扭亏，并不断推出新品-250913,"高功率以及光通信产品促业绩扭亏
　　公司发布2025年半年报，1H25实现营业收入2.14亿元，同比增长68%，归母净利润897万元，去年同期亏损4248万元，扭亏为盈。2Q单...",增持,2025-09-13
国信证券-芯联集成-688469-2Q25首次实现单季度盈利，汽车与AI应用打开增长空间-250913,2Q25公司首次实现单季度盈利。公司产品主要包括IGBT、MOSFET、SiCMOSFET为主的功率芯片、BCD工艺为主的模拟IC芯片、MEMS为主的传感信号链，以及相应的模组...,优于大市,2025-09-13
华安证券-博雅生物-300294-采浆量增速领先行业，高浓度静丙获批上市增添新动能-250912,"事件
　　2025年8月23日，博雅生物发布2025年半年度报告，公司2025年上半年实现营收10.08亿元，同比+12.51%；实现归母净利润2.25亿元，同比-28.68%...",买入,2025-09-13
华安证券-科兴制药-688136-海外收入增长显著，上半年盈利能力高速增长-250912,"事件
　　2025年8月22日，科兴制药发布2025年半年度报告，公司实现营业收入7.00亿元，同比-7.82%；归母净利润0.80亿元，同比+576.45%；扣非归母净利润0...",增持,2025-09-13
太平洋证券-兴业银行-601166-2025年中报点评：多维协同发力，盈利边际改善-250911,事件：兴业银行发布2025年半年度报告。2025年上半年，公司实现营业收入1104.58亿元，同比-2.29%；实现归母净利润431.41亿元，同比+0.21%，同比增速由负转...,买入,2025-09-13
华安证券-奥特维-688516-光伏业务仍受周期影响，锂电、半导体业务收入及订单增长-250912,"事件概况
　　奥特维于2025年8月25日发布2025年半年报：
　　2025年上半年公司实现营业收入33.79亿元，同比下降23.57%；归母净利润为3.08亿元，同比下降5...",买入,2025-09-13
天风证券-源杰科技-688498-半年业绩高增，CW新品和EML有望进一步带动业绩-250913,"上半年业绩高速增长
　　公司发布2025年半年报，1H25实现营业收入2.05亿元，同比增长71%，归母净利润4626万元，同比增长330%。2Q单季实现营业收入1.21亿元，...",增持,2025-09-13
天风证券-长飞光纤-601869-多模光纤、MPO、AOC等贡献增量，多元化不断深入-250913,"因去年收购RFS确认非经收益导致净利润下滑，扣非利润稳步增长
　　公司发布2025年半年报，1H25实现营业收入63.84亿元，同比增长19%，归母净利润2.96亿元，同比减少...",增持,2025-09-13
华金证券-双杰电气-300444-新能源业务高增，发力源网荷储一体化项目-250912,"投资要点
　　事件：公司发布2025年中报。报告期内实现营业收入23.76亿元，同比+41.95%；实现归母净利润1.035亿元，同比+20.11%；实现扣非归母净利润1.03...",买入,2025-09-13
华金证券-珠海冠宇-688772-钢壳电池量产出货，人形机器人领域陆续送样-250911,"投资要点：
　　1、公司发布2025年半年报，报告期内，公司实现营业总收入609,762.57万元，较上年同期上升14.03%；实现归属于母公司所有者的净利润11,682.41...",买入（首次）,2025-09-13
华鑫证券-可靠股份-301009-公司事件点评报告：营收企稳回升，利润改善明显-250911,"事件
　　2025年8月24日，可靠股份发布2025年半年报。2025H1总营收5.49亿元（同增5%），归母净利润0.28亿元（同增22%），扣非净利润0.25亿元（同增15...",买入（首次）,2025-09-13
太平洋证券-宁德时代-300750-2025年中报业绩点评：全球市占率持续领先，创新产品矩阵再升级-250911,"事件：公司发布2025年半年度报告，2025年上半年实现收入1,788.86亿元，同比+7.27%；实现归母净利润304.85亿元，同比+33.33%；扣非净利润271.97亿...",买入,2025-09-13
太平洋证券-天坛生物-600161-采浆量稳健增长，重磅新品值得期待-250911,事件：公司近期发布2025年半年度报告：2025年上半年，公司实现营业收入31.10亿元，同比增长9.47%；归母净利润6.33亿元，同比减少12.88%；扣非归母净利润6.1...,买入,2025-09-13
国投证券-芯原股份-688521-新签订单再创历史新高，并购丰富IP储备-250913,"事件：
　　9月12日，公司发布关于新签订单的自愿性披露公告。2025年7月1日至2025年9月11日，公司新签订单12.05亿元，较去年第三季度全期大幅增长85.88%，新签...",买入-A（上调）,2025-09-13
太平洋证券-甘李药业-603087-国内外成果亮眼，创新管线大步推进-250911,事件：公司近期发布2025年半年度报告：2025年上半年，公司实现营业收入20.67亿元，同比增长57.18%；归母净利润6.04亿元，同比增长101.96%；扣非归母净利润4...,买入,2025-09-13
太平洋证券-立华股份-300761-生猪业务出栏量倍增，黄鸡业务迎来市场回暖-250910,事件：公司近日发布2025年中期业绩报告。2025年上半年，公司实现营收83.53亿元，同比+7.02%；归属于上市公司股东的净利润1.48亿元，同比-74.1%；扣非后归母净...,买入（上调）,2025-09-13
太平洋证券-祥生医疗-688358-业绩符合预期，创新管线稳步推进-250911,事件：公司近期发布2025年半年度报告：2025年上半年，公司实现营业收入2.36亿元，同比减少4.61%；归母净利润0.70亿元，同比减少14.32%；扣非归母净利润0.64...,买入,2025-09-13
太平洋证券-天康生物-002100-中报点评：养殖产业链业务量增利升，饲料和动保保持平稳-250910,事件：公司近日发布2025年中期业绩报告。2025年上半年，公司实现营收88.46亿元，同比+10.68%；归属于上市公司股东的净利润3.38亿元，同比+22.27%；扣非后归...,买入,2025-09-13
海通国际-金证股份-600446-2025年半年报点评：Q2单季度实现扭亏，信创进入落地关键期-250909,"投资要点：
　　维持“优于大市”评级。公司主动调整业务结构，短期内非金融业务收入有所缩减，整体毛利率水平持续提升，我们维持公司2025-2027年归母净利润预测值为2.78/3...",优于大市,2025-09-13
海通国际-艾力斯-688578-公司2025年中报业绩点评：伏美替尼多适应症拓展，看好海外潜力-250905,"本报告导读：
　　伏美替尼海内外多适应症处于注册临床或上市申请阶段，看好公司研发潜力，给予“优于大市”评级。
　　投资要点：
　　维持优于大市评级。我们预计2025-27年归母...",优于大市,2025-09-13
东方证券-紫燕食品-603057-25H1业绩承压但Q2改善，关注海外市场-250913,上半年收入同比下滑，但二季度有所改善。25H1公司营业收入14.73亿元/-11.5%，归母净利润1.05亿元/-47.2%，扣非归母净利润0.83亿元/-49.3%。整体承压...,增持,2025-09-13
华金证券-兴发集团-600141-磷矿石高景气持续，草甘膦景气回暖，继续强化资源优势-250910,"投资要点
　　事件：兴发集团发布2025年半年报，2025H1公司实现营收146.20亿元，同比增长9.07%；归母净利润7.27亿元，同比下降9.72%；扣非归母净利润6.6...",买入（首次）,2025-09-13
华金证券-金发科技-600143-业绩高增，改性塑料稳固，石化好转，新材料布局持续推进未来可期-250910,"投资要点
　　事件：金发科技发布2025年半年报，2025年上半年实现营收316.36亿元,同比增长35.50%；归母净利润5.85亿元，同比增长54.12%；扣非归母净利润5...",买入（首次）,2025-09-13
天风证券-今世缘-603369-主动调整，静待改善-250913,"事件：公司25H1实现收入/归母净利润69.5/22.3亿（同比-4.8%/-9.5%）；25Q2实现收入/归母净利润18.5/5.9亿（同比-29.7%/-37.1%）。
　...",买入,2025-09-13
国信证券-运达股份-300772-2025年中报点评：上半年收入同比增长26%，风机销售毛利率显著改善-250913,2025年上半年业绩1.4亿元，同比-3%。2025年上半年，公司实现营业收入108.9亿元，同比+26%；归母净利润1.4亿元，同比-3%；扣非归母净利润1.3亿元，同比+1...,优于大市,2025-09-13
华金证券-普利特-002324-25H1业绩大幅改善，改性塑料稳步增长，电池业务修复，新材料新能源双轮驱动-250910,"事件：普利特发布2025年半年报，2025年上半年实现营收40.90亿元,同比增长9.06%；归母净利润2.07亿元，同比增长43.94%；扣非归母净利润2.04亿元，同比增长...",买入（首次）,2025-09-13
华源证券-迈瑞医疗-300760-产线高端化引领优质发展，加速迈入全球器械20强-250913,医疗器械航母级企业，加速迈入全球领先梯队。迈瑞医疗是国内领先的医疗器械公司，生命信息与支持、体外诊断、医学影像三大核心业务市占率均处于国内前列，部分细分产品跻身全球头部水平，围...,买入（首次）,2025-09-13
华源证券-长江电力-600900-整体业绩如期稳健，重申水电长期配置价值-250913,"投资要点：
　　事件：公司发布2025年中报。公司2025年上半年实现归母净利润130.56亿元，同比增长14.86%；其中二季度单季实现归母净利润78.76亿元，同比增长6....",买入,2025-09-13
华源证券-长电科技-600584-先进封装技术能力持续提升，汽车电子产能建设有序推进-250913,"投资要点：
　　事件：长电科技发布2025年半年度报告，25H1实现营业收入186.05亿元，同比+20.14%；实现归母净利润4.71亿元，同比-23.98%；实现扣非归母净...",增持,2025-09-13
天风证券-台华新材-603055-上半年锦纶市场有所承压-250912,"公司发布半年报
　　25Q2公司营收16亿同减15%，归母净利1.6亿同减41%。25H1营收31亿同减9%，归母净利3亿同减23%。
　　2025年上半年嘉华尼龙（锦纶长丝生...",买入,2025-09-12
东吴证券-江海股份-002484-传统电容稳健发展，AI赋能迎第二增长曲线-250909,国内铝电解电容行业龙头，数据中心产品放量将带动业绩高增。公司已形成铝电解电容、薄膜电容、超级电容三大产品线，同时布局化成箔、腐蚀箔上游材料，降低产品成本、提升产品质量，产品广泛...,买入（首次）,2025-09-12
东吴证券-亚普股份-603013-燃油龙头新能源转型提速，布局旋变卡位龙头-250911,全球化布局深化，出海带来新增量：公司业务遍及51个国家，在全球11个国家布局25个生产基地及7个工程中心，形成贴近客户集群的生产网络，配套大众、通用等跨国车企海外工厂。近年海外...,买入（首次）,2025-09-12
西南证券-远达环保-600292-水电平台定位明确，价值有望重塑-250905,事件：公司发布2025年半年度报告，1H25公司实现营收18.3亿元，同比下降8.1%；实现归母净利润0.2亿元，同比下降70.6%；扣非归母净利润0.09亿元，同比下降81....,,2025-09-12
西南证券-中牧股份-600195-业绩显著修复，宠物业务与研发驱动新增长-250912,业绩总结：公司发布2025年半年度报告，2025年上半年公司实现营收27.93亿元，同比+12.63%，实现归母净利润0.82亿元，同比+30.19%；实现扣非后归母净利润0....,买入（上调）,2025-09-12
东吴证券-中国太保-601601-中国太保发行H股可转债，提升资本实力支持主业发展-250912,"【事件】9月11日中国太保发布公告，拟发行本金总额约156亿港元的零息H股可转债，用于支持保险主业与“大康养、人工智能+、国际化”三大战略实施等用途。
　　本次可转债为零息债券...",买入,2025-09-12
天风证券-英派斯-002899-深耕国内细分市场，挖掘新兴消费需求-250912,"公司发布半年报
　　25Q2公司营收3亿同减15%，归母净利0.2亿同减53%。25H1营收6亿同增0.5%，归母净利0.32亿同减38%。
　　针对全球贸易市场波动，公司积极...",买入,2025-09-12
长城证券-金雷股份-300443-铸造业务量价齐升，双轮驱动格局成型-250912,事件：公司于2025年8月29日发布2025年半年度报告，2025 H1公司实现营业收入12.83亿元，同比增长79.85%；归母净利润1.88亿元，同比增长153.34%；扣...,增持,2025-09-12
东方证券-鱼跃医疗-002223-2025年中报点评：经营稳健，出海加速-250912,"核心观点
　　业绩稳健，“呼吸+血糖”驱动双轮增长。2025H1，公司实现营收46.6亿元（同比+8.2%），实现归母净利润12.0亿元（同比+7.4%），表现稳健。分业务来看...",买入,2025-09-12
天风证券-浙江正特-001238-体现差异化制造（产品）逻辑-250912,"公司发布半年报
　　25Q2公司营收5亿同增36%，归母净利0.3亿同增25%。25H1营收10亿同增39%，归母净利0.7亿同增56%。营收增长系公司战略大单品星空篷进入Co...",持有,2025-09-12
天风证券-麒盛科技-603610-发力智能化赛道-250912,"公司发布半年报
　　25Q2公司营收7亿同减4%，归母净利0.6亿同增52%，扣非后归母净利0.6亿同减9%。
　　25H1营收15亿同比持平，归母净利1亿同增24%，扣非后归...",增持,2025-09-12
天风证券-哈尔斯-002615-期待海外产能布局释放利润-250912,"公司发布25H1半年报
　　25Q2公司营收8.7亿，同比+6%，归母净利0.5亿，同比-49%；25H1公司营收15.7亿，同比+13%，归母净利0.9亿，同比-29%。
　...",买入,2025-09-12
国投证券-山西汾酒-600809-业绩符合预期，省外占比提升-250912,"事件：
　　公司发布2025年半年报，2025H1实现营业收入239.64亿元，同比增长5.35%；实现归母净利润85.05亿元，同比增长1.13%；实现扣非归母净利润85.1...",买入-A（首次）,2025-09-12
中原证券-苏垦农发-601952-2025年中报点评：业绩阶段承压，种子业务逆势增长-250912,"投资要点：
　　公司业绩符合快报，2025Q2净利同比降幅缩窄。2025年上半年，公司实现营业收入45.88亿元，同比下降9.26%；实现归母净利润2.13亿元，同比下降27....",增持（首次）,2025-09-12
西南证券-梦百合-603313-品牌势能向上，逐步迈入全球化布局收获期-250908,推荐逻辑：1）公司具备显著的业绩修复弹性和长期成长逻辑。经历前期国际贸易摩擦与反倾销、客户结构调整及汇率扰动后，成长性逐步显现。2025H1营收同比+9.4%，净利润同比+11...,买入（首次）,2025-09-12
中原证券-兆威机电-003021-2025年中报点评：业绩快速增长，汽车电子、人形机器人助力需求快速发展-250912,"投资要点：
　　兆威机电发布2025半年度报告显示，公司上半年实现营业收入7.87亿元，同比增长21.93%；归母净利润1.13亿元，同比增长20.72%；扣非归母净利润966...",增持（首次）,2025-09-12
中原证券-中国卫星-600118-2025年中报点评：营收较快增长，卫星互联网有望助力盈利拐点到来-250912,"投资要点：
　　中国卫星（600118）8月23日披露2025年半年度报告。2025年上半年，公司实现营业收入13.21亿元，同比增长28.00%；归母净利润亏损3049.15...",增持（首次）,2025-09-12
