研报标题,摘要,评级,分享时间
天风证券-菲菱科思-301191-季度营收拐点或现，期待CT+IT+高端PCBA多元布局带来增长动能-250925,"事件：
　　菲菱科思披露2025年半年报，25H1实现营收7.22亿元，同比下降12.39%；实现归母净利润2188万元，同比下降71.32%。
　　Q2营收拐点出现：
　　公...",增持,2025-09-25
东方证券-春立医疗-688236-2025年中报点评：集采影响出清，业绩拐点已至-250925,"核心观点
　　走出集采影响，迎来业绩拐点。2025H1，公司实现营收4.9亿元（同比28.3%），归母净利润1.1亿元（同比44.9%），系25H1公司稳定供应集采产品，销量持...",买入,2025-09-25
东方证券-一心堂-002727-2025年中报点评：业绩承压，推进多元化改革-250925,"核心观点
　　门店总数小幅下降，业绩承压。25H1公司实现收入89.1亿元，同比-4.2%，其中零售业务实现收入65.2亿元（同比-2.9%），小幅下降；批发业务实现收入21....",买入,2025-09-25
华鑫证券-广合科技-001389-公司事件点评报告：深耕服务器用PCB，有望受益于下游AI算力高景气度-250925,"事件
　　公司发布2025年半年报：2025年上半年公司实现营业收入24.25亿元，同比增长42.17%；实现归母净利润4.92亿元，同比增长53.91%；实现扣非归母净利润4...",买入（首次）,2025-09-25
华鑫证券-仕佳光子-688313-公司动态研究报告：净利润显著高增，有源、无源产品多场景协同发展-250925,"▌净利润显著高增，三大类产品受益于数通需求
　　2025年上半年公司实现营业收入9.93亿元，同比增长121.12%；实现归母净利润2.17亿元，同比增长1712.00%；实现...",买入（首次）,2025-09-25
中原证券-博威合金-601137-公司点评报告：铜合金业务量利双增，美国光伏产能建设稳步推进-250925,事件：公司公布2025年半年度报告，2025年上半年公司实现营业收入102.21亿元，同比增长15.21%。实现归属母公司股东的净利润6.76亿元，同比增长6.05%，扣非后的...,增持（首次）,2025-09-25
华西证券-三元股份-600429-Q2收入降幅收窄，盈利能力提升-250925,"事件概述
　　公司25H1实现收入33.3亿元，同比-13.8%，归母净利润1.8亿元，同比+43.3%，扣非归母净利润1.7亿元，同比+66.2%；其中25Q2实现收入16....",增持,2025-09-25
开源证券-道通科技-688208-公司信息更新报告：斩获北美双冠，出海前景可期-250925,"数字维修全球领导者，维持“买入”评级
　　公司为数字维修领域全球领导者，数智能源业务已成为高速增长的第二发展曲线，AI+机器人空地一体集群智慧解决方案业务有望打造成为公司第三发...",买入,2025-09-25
开源证券-前沿生物-688221-公司首次覆盖报告：前瞻布局小核酸打开成长空间，HIV用药稳增长-250925,"前瞻布局小核酸技术，深化创新引领长期发展
　　前沿生物2013年成立，2020年成功于上交所上市。其核心自主研发的国家1.1类抗艾滋病（HIV）新药艾可宁（艾博韦泰）于2018...",买入（首次）,2025-09-25
华西证券-福晶科技-002222-三大业务稳健发展，至期光子打造长期增长新动力-250925,"深耕精密光学三十余年，产品矩阵持续丰富。
　　福晶科技于1990年由中国科学院福建物质结构研究所出资成立，2008年于深交所上市。福晶科技以“光电行业发展的有力推动者”为公司使...",买入（首次）,2025-09-25
国信证券-奥普特-688686-上半年净利润增长28.80%，全面覆盖人形机器人视觉部件-250925,"核心观点
　　2025年上半年营业收入同比增长30.68%，归母净利润同比增长28.80%。公司发布2025年中报，2025年上半年实现营收6.83亿元，同比增长30.68%；...",优于大市,2025-09-25
华安证券-永新光学-603297-25H1业绩符合预期，高端显微镜释放成长动能-250925,"主要观点：
　　事件：永新光学发布2025中报
　　公司2025年上半年实现营业收入4.4亿元，同比增长3.0%；实现归母净利润1.1亿元，同比增长8.8%；实现毛利率40.3...",增持,2025-09-25
国信证券-汇成真空-301392-上半年收入利润承压，半导体设备研发进展顺利-250925,2025年上半年营业收入同比下滑9.71%，归母净利润同比下滑27.82%。2025年上半年公司实现营收2.63亿元，同比下滑9.71%；归母净利润0.43亿元，同比下滑27....,优于大市,2025-09-25
华安证券-三环集团-300408-MLCC基本盘稳固，SOFC打造增长新引擎-250925,"事件：公司发布2025年中报
　　公司2025年上半年实现营业收入41.5亿元，同比增长21.0%；实现归母净利润12.4亿元，同比增长20.6%；实现毛利率42.0%，同比增...",买入,2025-09-25
天风证券-闻泰科技-600745-战略调整产品集成业务，聚集高毛利高壁垒半导体业务-250925,事件：2025年8月30日，闻泰科技发布2025年半年度报告。据报告披露，闻泰科技在2025上半年实现营业收入253.41亿元，同比降低24.56%；实现归属于母公司的净利润4...,增持,2025-09-25
天风证券-麦加芯彩-603062-取得中国船级社认可证书，船舶涂料业务持续推进-250925,"事件：
　　9月23日晚，公司发布《关于船舶涂料认证工作进展情况的自愿性公告》，公告披露：近日，公司已取得中国船级社（CCS）认可证书，具体包括船体防锈漆、船体防污漆、船舶压载...",买入,2025-09-25
华安证券-南芯科技-688484-智慧能源快速增长，电源管理业务稳步扩张-250924,"事件
　　公司2025年第二季度实现营业收入8亿元，同比增加21%，环比增加15%；归母净利润5917万元，同比减少43%，环比减少7%；扣非净利4116万元，同比减少61%，...",增持,2025-09-25
华安证券-中微公司-688012-核心设备持续高增，研发驱动成效显著-250924,"事件
　　公司2025年第二季度实现营业收入28亿元，同比增加51%，环比增加28%；归母净利润4亿元，同比增加47%，环比增加25%；扣非净利2亿元，同比增加9%，环比减少1...",买入,2025-09-25
华安证券-圣邦股份-300661-泛工业需求回暖，持续丰富产品矩阵-250924,"事件
　　公司2025年第二季度实现营业收入10亿元，同比增加21%，环比增加30%；归母净利润1亿元，同比增加14%，环比增加136%；扣非净利1亿元，同比减少7%，环比增加...",买入,2025-09-25
光大证券-格力电器-000651-动态跟踪报告：股息率超7%彰显价值底蕴-250925,事件：公司于9月2日晚间公告5%以上股东京海互联，基于对公司未来发展前景的信心和对公司价值的认可，共增持20.99亿元并已完成增持计划，增持后京海互联持股占公司总股本的7.83...,买入,2025-09-25
华安证券-北方华创-002371-加快新品研发整合，平台优势不断增强-250924,"事件
　　公司2025年第二季度实现营业收入79亿元，同比增加22%，环比减少3%；归母净利润16亿元，同比减少1%，环比增加3%；扣非净利16亿元，同比增加3%，环比增加3%...",买入,2025-09-25
华鑫证券-华锐精密-688059-公司动态研究报告：高端刀具国产替代加速，研发突破打开成长空间-250925,"投资要点
　　▌高端刀具国产替代领军，核心技术实力强劲
　　切削刀具是机械制造的基础环节，占机械加工工作量约90%，在汽车、模具、通用机械、能源装备、轨道交通及航空航天等领域不...",买入（首次）,2025-09-25
华鑫证券-雷赛智能-002979-公司动态研究报告：技术突破与战略协同并举，智能化浪潮中实现持续增长-250925,"投资要点
　　▌自动化行业迎结构性机遇，智能化与国产替代驱动增长
　　自动化行业正面临智能化、高精度、绿色化的转型趋势，工业自动化生产线及机器人成为核心增长点。据睿工业数据，2...",买入（首次）,2025-09-25
西南证券-东宏股份-603856-“双线”战略驱动强劲，智慧管网全链布局-250923,事件：公司发布2025年半年度报告，2025H1公司实现营业总收入10.61亿元，同比-32.78%，实现归母净利润1.02亿元，同比-32.31%；2025年单二季度实现营业...,买入（首次）,2025-09-25
民生证券-博通股份-600455-首次覆盖报告：华丽蜕变“高教第一股”，城市学院未来可期-250925,华丽蜕变“高校第一股”。上市之初，博通股份主要从事应用软件、行业解决方案的研发、销售等业务，2005年11月公司联合西安交大合作创办城市学院，城市学院发展迅速，目前在校生约11...,谨慎推荐（首次）,2025-09-25
华安证券-富创精密-688409-技术与市场双向突破，稳健布局未来-250924,"事件
　　公司2025年第二季度实现营业收入10亿元，同比增加20%，环比增加26%；归母净利润3443万元，同比减少44%，环比增加255%；扣非净利2681万元，同比减少5...",增持,2025-09-25
东莞证券-恒瑞医药-600276-事件点评：出海步伐不断加速-250925,"投资要点：
　　事件：9月24日，公司发布公告，公司与GlenmarkSpecialty S.A.（以下简称“Glenmark Specialty”）达成协议，将公司具有自主知...",买入,2025-09-25
东方证券-微电生理-688351-2025年中报点评：业绩符合预期，海外市场加速拓展-250925,事件：公司公布2025年中报，报告期内实现营收2.2亿元，同比12.8%，主要得益于国内外市场均衡布局和压力导管快速放量。2025H1，公司实现归母净利润0.33亿元，同比92...,增持,2025-09-25
华安证券-华大智造-688114-2025Q2业绩季度环比改善，装机量快速提升-250925,"事件：
　　公司发布2025年中期报告，2025年上半年实现营业收入11.14亿元（yoy-7.90%），归母净利润-1.04亿元，扣非归母净利润-2.03亿元。
　　其中20...",买入,2025-09-25
中邮证券-南芯科技-688484-车规新品发布-250925,"事件
　　公司推出全新ASIL-D功能安全等级的车规级SBCSC6259XQ，可应用于12V和24V系统，单芯片集成多达7路电源。
　　投资要点
　　车规新品发布，助力汽车智能...",买入,2025-09-25
天风证券-同仁堂-600085-收入表现稳健，毛利率有望逐步修复-250925,"事件
　　2025H1，公司实现营业收入97.69亿元，同比增长0.06%；归母净利润9.45亿元，同比-7.39%；2025Q2单季度实现营业收入44.93亿元，同比-0.0...",买入,2025-09-25
东吴证券-联合动力-301656-新能源汽车电驱动龙头，技术&产品&客户构筑护城河-250924,"投资要点
　　新能源车电驱动龙头，厚积薄发持续高增。联合动力前身为汇川技术汽车电子事业部，2016年独立运营后成长为电动车电驱系统平台型龙头，业务覆盖电驱系统与电源系统，并实现...",,2025-09-25
国信证券-丽珠集团-000513-创新转型成果初见，在研管线值得期待-250924,2025年上半年业绩逐步企稳，盈利能力持续提升。2025年上半年公司实现营收62.72亿元（-0.2%），归母净利润12.81亿元（+9.4%），扣非归母净利润12.58亿元（...,优于大市（首次）,2025-09-24
太平洋证券-保利发展-600048-2025年中报点评：营收业绩短期承压，融资渠道畅通-250924,"事件：
　　公司发布2025年中报，2025年上半年公司实现营业收入1168.57亿元，同比下降16.08%，归母净利润27.11亿元，同比下降63.47%。
　　要点：
　　...",买入,2025-09-24
华鑫证券-宏华数科-688789-公司动态研究报告：业绩稳健增长，研发与全球扩张双轮驱动-250924,"投资要点
　　▌业绩稳健增长，主营业务驱动营收与利润双提升
　　2025年上半年，宏华数科实现营业收入10.38亿元，同比增长27.16%；归属于上市公司股东的净利润达2.51...",买入（首次）,2025-09-24
华鑫证券-炬光科技-688167-公司事件点评报告：Q2利润实现扭亏为盈，光通信、消费电子双成长赛道打开新空间-250924,"事件
　　炬光科技发布2025年半年度报告：2025年上半年实现营业收入3.93亿元，同比增长26.20%；实现归母净利润-0.25亿元，同比减亏；实现扣非后归母净利润-0.2...",买入,2025-09-24
华鑫证券-长春高新-000661-公司事件点评报告：合作引入脱敏管线，自主研发布局肿瘤方向-250924,"事件
　　长春高新发布公告：控股子公司长春金赛药业有限责任公司与丹麦ALK-Abelló A/S公司达成变应原特异性免疫治疗（AIT）产品合作。
　　投资要点
　　▌合作拓展脱...",买入,2025-09-24
华鑫证券-拓斯达-300607-公司动态研究报告：核心技术突破驱动业绩增长，新兴市场拓展打造新增长极-250924,"投资要点
　　▌行业政策利好，高端制造需求持续释放
　　公司所处的工业机器人、数控机床及注塑机行业属于国家战略性新兴产业，受益于“智能制造装备产业”政策支持及制造业转型升级趋势...",买入（首次）,2025-09-24
太平洋证券-蜂助手-301382-身处智能化蓝海，不断打开成长空间-250923,"国内知名的数字虚拟商品运营服务商,拓展物联网+云终端领域。蜂助手成立于2012年，是一家互联网数字化虚拟商品综合服务提供商，主要为移动互联网相关场景客户提供移动互联网数字化虚拟...",买入,2025-09-24
天风证券-长春高新-000661-与ALK合作，有望开启中国脱敏新时代-250924,"事件：
　　2025年9月17日，长春金赛药业有限责任公司（以下简称“金赛药业”）与全球最大的脱敏治疗药企ALK-Abelló A/S公司（以下简称“ALK”）签署合作协议，双...",买入,2025-09-24
中邮证券-艾为电子-688798-AW86501BDC新品发布，助力CGM新未来-250924,"投资要点
　　AW86501BDC新品发布，助力CGM新未来。公司以核心产品HyperHall？构建磁传感器产品全品类布局，细分为三大产品系列：S系列（聚焦稳定可靠）；R系列（...",买入,2025-09-24
华安证券-科沃斯-603486-科沃斯投资探讨——如何看待科沃斯未来潜力空间-250923,"公司2023年业绩触底，2024-25H1已迎经营拐点，如何看待未来潜力空间？把握①产品周期&全球化/②平台化/③产业链三重预期差。
　　空间之一：全球化空间
　　行业步入“活...",,2025-09-24
西南证券-长安汽车-000625-新能源放量，全球化与智能化打开新空间-250924,"业绩总结：公司2025年上半年实现营业收入726.9亿元，同比-5.3%；归母净利润22.9亿元，同比-19.1%。
　　经营分析：25H1，公司营收小幅下滑主要受行业竞争加剧...",买入（首次）,2025-09-24
山西证券-福莱特-601865-光伏玻璃供需格局改善，公司盈利能力有望修复-250924,"事件描述
　　公司发布2025年半年报，2025年上半年实现营收77.4亿元，同比- 27.7%；实现归母净利润2.61亿元，同比-82.6%。Q2单季度实现营业收入36.6亿...",买入-A,2025-09-24
东方证券-佰仁医疗-688198-2025年中报点评：业绩亮眼，研发成果有序落地-250924,TAVR成功上市，业绩符合预期。25H1公司实现收入2.5亿元，同比30.1%；实现归母净利润0.7亿元，同比102.9%，剔除股份支付影响，归母净利润同比增长64.7%，表现...,买入,2025-09-24
中原证券-仕佳光子-688313-中报点评：净利润高速增长，AI带动光通信产品需求扩容-250924,事件：公司发布2025年中报，25H1，公司实现营收9.93亿元，同比+121.12%，归母净利润2.17亿元，同比+1712.00%。25Q2，公司实现营收5.56亿元，同比...,买入,2025-09-24
华安证券-盛美上海-688082-2025年上半年业绩持续成长，成为半导体设备平台型公司-250924,"主要观点:
　　●事件:盛美上海公布2025年半年报
　　2025年1-6月公司营业收入为32.65亿元，同比增长35.83%，主要原因是中国大陆市场需求强劲，公司凭借技术差异...",买入,2025-09-24
中原证券-润泽科技-300442-中报点评：大规模数据中心集中交付，智算服务高速增长-250924,公司公布了2025年半年报：2025H1公司收入24.96亿元，同比增长15.31%；净利润8.82亿元，同比下滑9.48%；扣非后净利润8.78亿元，同比下滑7.55%。20...,买入,2025-09-24
山西证券-祥和实业-603500-利润高增彰显成长韧性，铁路智能检测装备打开发展空间-250924,"事件描述
　　近日，祥和实业股份发布2025年中报。2025年H1公司实现营业收入3.81亿元，同比+6.49%；归母净利润为0.64亿元，同比+96.56%；扣非净利润为0....",增持-A（首次）,2025-09-24
群益证券-太辰光-300570-MPO产业具备先发优势，产能持续爬坡释放-250924,"事件：
　　公司是全球最大的光连接产品制造商之一，部分无源光器件领域的细分产品技术水平在业内处于领先地位，产品广泛应用于数据中心建设。公司自研制造的MPO连接器已实现规模化生产...",买进,2025-09-24
东方证券-普门科技-688389-2025年中报点评：海外稳健发展，国内短期承压-250924,事件：公司发布2025年中报，报告期内实现营收5.1亿元（同比-14.1%），归母净利润1.2亿元（同比-29.3%）。分板块来看，公司体外诊断业务2025H1实现收入3.9亿...,买入,2025-09-24
天风证券-晋控煤业-601001-煤炭业务稳健发展，产能增量可期-250924,"存量利润丰厚，增量利润可期
　　公司目前主要的资产是塔山煤矿、色连煤矿和同忻煤矿，三个煤矿产能分别为2660万吨/年、800万吨/年、1600万吨/年。其中合并报表范围内的核定...",买入（首次）,2025-09-24
国投证券-物产环能-603071-煤炭贸易短期承压，热电联产稳步发展-250924,"事件：
　　公司发布2025年半年度报告，公司2025H1实现营业总收入184.22亿元（同比-7.56%），归母净利润3.02亿元（同比+15.96%）。25H1营业收同比减...",买入-A（首次）,2025-09-24
群益证券-亿纬锂能-300014-公司出货量将保持较快增长，盈利能力逐步改善，建议“买进”-250924,"结论与建议：
　　公司出货量保持较快增长，2025年上半年储能/动力电池出货量分别为28.71GWh/21.48GWh，同比分别增37%和58.6%；下半年，公司动力电池有望保...",买进,2025-09-24
东方证券-威高骨科-688161-2025年中报点评：盈利快速释放，海外迎来突破-250924,"事件：25H1，公司实现收入7.4亿元，同比-1.3%，归母净利润1.4亿元，同比52.4%，扣非归母净利润1.4亿元，同比52.0%。
　　市场份额扩大销售模式改革，盈利快速...",增持,2025-09-24
西南证券-秦安股份-603758-基本盘稳健，新能源新材料启新篇-250915,"业绩总结：2025年上半年公司实现营业收入6.8亿元，同比-13.2%，归母净利润8039万元，同比+30.0%，扣非后归母净利润8382万元，同比-14.8%。
　　经营分析...",,2025-09-24
群益证券-北特科技-603009-加码人形机器人产业，泰国工厂稳步推进-250924,"结论与建议：
　　公司业务涵盖转向器齿条、减震器活塞杆、空调压缩机等汽车零部件产品，2025上半年营业收入、扣非后归母净利润yoy分别为14.7%、61.3%。凭借在汽零加工领...",买进,2025-09-24
西南证券-壹连科技-301631-电连接组件增长稳健，下游应用领域不断打开-250921,事件：公司2025年上半年实现营收20.67亿元，同比增长22.1%；实现归母净利润1.37亿元，同比增长18.5%；扣非归母净利润1.24亿元，同比增长15.4%。公司202...,买入（首次）,2025-09-24
中邮证券-晶盛机电-300316-碳化硅驱动新增长-250924,"投资要点
　　碳化硅衬底材料：加速产业化，提升国际化供应能力。为提升性能，英伟达在新一代Rubin处理器的开发蓝图中，计划把CoWoS先进封装环节的中间基板材料，由硅换成碳化硅...",买入,2025-09-24
中邮证券-瑞迈特-301367-境外业务快速推进，耗材占比持续增长-250924,"业绩简评
　　公司发布2025年半年报，2025年H1公司实现营业收入5.44亿元，同比上涨42.30%；实现归属于母公司所有者的净利润1.31亿元，同比上涨42.19%；归属...",买入,2025-09-24
华鑫证券-溯联股份-301397-公司事件点评报告：传统主业相对稳健，液冷业务持续推进-250923,"事件
　　公司近期发布2025半年报：报告期内公司实现营收6.68亿元，同比增长26.30%，实现归母净利润6776.25万元，同比下降4.43%。对此，我们点评如下：投资要点...",买入,2025-09-24
国金证券-中泰股份-300435-国内深冷潮头立，出海爆发欲试锋-250923,"投资逻辑：
　　国内深冷装置核心玩家，出海起步业绩高增。公司主营化工能源领域的深冷装置，2025年增长动能由国内切换到海外，带动利润高增、盈利能力改善。根据中报，25H1公司海...",买入,2025-09-24
东吴证券-唯捷创芯-688153-射频产业深度变革加速，技术突破与市场拓展显著-250923,射频行业在2025年将呈现显著增长与深刻变革：市场空间方面，中研普华产业研究院报告预测2025年全球射频前端市场规模将突破300亿美元，其中中国因5G基站建设的驱动，需求占比超...,买入,2025-09-23
东吴证券-卓胜微-300782-L~PAMiD国产替代提速，成长空间加速释放-250923,射频行业展现显著增长与深刻变革：市场空间方面，中研普华产业研究院的报告预测2025年全球射频前端市场规模将突破300亿美元，其中中国因5G基站建设的驱动，需求占比超过40%。行...,买入,2025-09-23
国金证券-豫园股份-600655-核心商圈“再造”，品牌出海贡献增量-250923,"公司简介
　　公司是东方美学品牌IP商业化运营的代表，以豫园商城与东方美学品牌为核心，覆盖多元消费业态。25H1消费产业运营、商业综合运营与物业综合服务、地产开发销售三大业务收...",增持（首次）,2025-09-23
太平洋证券-天秦装备-300922-深耕装备防护领域，受益弹药产业链高景气-250923,"报告摘要
　　国内装备防护领域龙头企业，产品应用覆盖多军兵种。天秦装备主要从事以高分子材料、树脂基复合材料、金属材料制品的新型加工和应用技术为核心的专用防护装置及装备零部件的研...",买入,2025-09-23
东方证券-沪农商行-601825-25H1财报点评：营收增速改善，资产质量平稳-250923,营收增速边际改善，利润维持正增长。截至25H1，沪农商行营收、PPOP、归母净利润增速（累计同比增速，下同）分别为-3.4%/-1.9%/+0.6%，较25Q1+4.0pct、...,买入,2025-09-23
天风证券-东阿阿胶-000423-现金流改善，外延拓展步伐持续推进-250923,"事件
　　2025H1，公司实现营业收入30.51亿元，同比增长11.02%；归母净利润8.18亿元，同比增长10.74%；2025Q2单季度实现营业收入13.32亿元，同比增...",买入,2025-09-23
