研报标题,摘要,评级,分享时间
西南证券-华森制药-002907-中成药持续造血，创新管线值得期待-250910,"投资要点
　　事件：2025年上半年，公司实现营业收入4.42亿元，同比增加5.76%；利润总额达到0.62亿元，同比增加8.61%；实现归母净利润0.54亿元，同比增加14....",,2025-09-19
西南证券-神驰机电-603109-双轮驱动稳基盘，储能、机器人开新局-250910,"业绩总结：2025]年上半年实现营收15.5亿元，同比+33.5%，归母净利润1.2亿元，同比+100.1%。
　　经营分析：25H1，公司营收增长主要受益于终端类产品海内外需...",买入（首次）,2025-09-19
天风证券-九典制药-300705-公司经营稳健，拓展外用制剂管线+加速创新药转型-250919,"业绩增长符合预期，盈利能力保持稳定
　　公司发布2025年半年报，2025H1实现营收15.12亿元（YoY+10.67%），归母净利润2.91亿元（YoY+2.57%），扣非...",买入,2025-09-19
西南证券-莱美药业-300006-聚焦核心产品卡纳琳的多适应症拓展和出海进程，同步建设“仿创结合”研发管线梯队-250913,"投资要点
　　推荐逻辑：1）公司核心产品卡纳琳（纳米炭混悬注射液）是全国独家的肿瘤淋巴示踪剂，2024年市占率超过80%，具备强大的护城河；2）25H1公司研发投入增速约为19...",,2025-09-19
国投证券-伊利股份-600887-奶粉冷饮高速增长，盈利边际改善-250919,"事件：
　　公司发布2025年半年报，2025H1实现营业收入617.77亿元，同比增长3.49%；实现归母净利润72.00亿元，同比下降4.39%；实现扣非归母净利润70.1...",买入-A（首次）,2025-09-19
西南证券-雷赛智能-002979-驱控业务稳健增长，人形机器人蓄势待发-250917,事件：公司2025年上半年实现营收8.91亿元，同比增长8.3%；实现归母净利润1.19亿元，同比增长2.2%；扣非归母净利润1.16亿元，同比增长1.6%。公司2025年Q2...,持有,2025-09-19
开源证券-源杰科技-688498-公司深度报告：AI光提速时代的国产光芯片领军企业-250918,"国内光芯片领军企业，获主流客户认可，或深度受益于AIGC发展
　　公司致力成为国际一流的光电半导体芯片和技术服务供应商，从以电信市场为主逐步发展成国内领军的“电信市场+数通市场...",买入,2025-09-19
西南证券-蓝黛科技-002765-聚焦双主业，拓展新领域-250915,"业绩总结：2025年上半年公司实现营业收入17.5亿元，同比+8.3%，归母净利润1.1亿元，同比+61.6%，扣非后归母净利润0.9亿元，同比+138.0%。
　　经营分析：...",,2025-09-19
中邮证券-宇晶股份-002943-二季度业绩环比改善，下游消费电子景气提升-250919,"事件：公司发布2025年半年报。
　　二季度业绩环比改善明显。2025H1，公司实现营收4.84元，同比-33.91%；实现归母净利润0.12亿元，同比-74.72%；实现扣非...",增持（首次）,2025-09-19
华安证券-铂科新材-300811-25Q2业绩环比改善，ASIC产品放量可期-250918,"主要观点：
　　事件：铂科新材发布2025中报
　　25H1公司实现营业收入约8.6亿元，同比增长约8.1%；实现归母净利润约1.9亿元，同比增长约3.3%；实现毛利率约39....",买入,2025-09-19
山西证券-天孚通信-300394-有源业务大幅增长，CPO项目持续推进-250919,"事件描述
　　公司发布2025年半年报。2025上半年，公司实现营收24.6亿，同比增长57.8%，实现归母净利润9.0亿元，同比增长37.5%。单二季度来看，公司实现营收15...",买入-A,2025-09-19
山西证券-德科立-688205-DCI产能持续建设中，硅基OCS已获千万订单-250919,"事件描述
　　公司发布2025年半年报。上半年，公司实现营收4.3亿元，同比增长5.9%，实现归母净利润0.3亿元，同比下滑48.2%。单二季度来看，公司实现营收2.3亿元，同...",增持-A,2025-09-19
天风证券-浙能电力-600023-煤价下滑带动成本端显著改善，Q2盈利反转-250919,事件：公司发布2025年中报，公司2025H1实现营业收入354.72亿元，同比降低11.68%，实现归母净利润35.12亿元，同比降低10.57%；2025Q2实现营业收入1...,买入,2025-09-19
国投证券-远光软件-002063-乘政策东风，以AI技术深度赋能能源电力行业-250918,"事件概述
　　1）近日，远光软件发布《2025年半年度报告》，今年上半年，公司实现营业收入10.55亿元，同比增长0.98%；归母净利润0.75亿元，同比增长33.61%；扣非...",买入-A,2025-09-19
中邮证券-星图测控-920116-业绩符合预期，面向未来布局商业航天全产业链-250919,"事件
　　公司披露了2025半年报，25H1营收0.99亿（同比+21.9%），毛利率54.57%（同比+1.39pct），归母净利润0.32亿（同比+24.26%），扣非归母...",增持（首次）,2025-09-19
东海证券-拓普集团-601689-公司简评报告：2025Q2业绩环比改善，机器人、液冷开启新成长曲线-250916,"投资要点
　　事件：公司发布2025年半年报，2025H1实现营收129.35亿元，同比+6%，归母净利润12.95亿元，同比-11%；2025Q2实现营收71.67亿元，同环...",买入,2025-09-18
东吴证券-福立旺-688678-乘人形机器人之风，3C精密制造领军者再启航-250918,"投资要点
　　深耕精密金属零部件，利润反转在即
　　1）作为科创板聚焦精密金属零部件的核心标的，福立旺以“高端客户绑定+产业协同拓展”构建竞争壁垒。2）发展历程中，公司以“技术...",增持（首次）,2025-09-18
海通国际-伊利股份-600887-跟踪报告：龙头经营韧性凸显，静待周期上行-250918,公司业绩韧性凸显。公司25H1实现营业收入619.33亿元，同比增长3.37%；归属于上市公司股东的净利润72.00亿元。25Q2实现营业收入289.15亿元，同比增长5.77...,优于大市,2025-09-18
天风证券-昇兴股份-002752-完善客户结构，海外市场积极扩张-250918,"公司发布2025年半年报
　　25Q2公司营收16亿，同增4%，归母净利0.5亿，同减51%。25H1营收32亿同增0.1%，归母净利1.5亿同减37%。
　　2025年上半年...",买入,2025-09-18
天风证券-新巨丰-301296-加强与纷美包装在业务、管理、技术等方面融合-250918,"公司发布半年报
　　25Q2公司营收9亿，同增132%，归母净利0.46亿，同增37%。25H1营收13亿同增52%，归母净利0.6亿同减31%。
　　2025H1公司积极推进...",买入,2025-09-18
华源证券-无锡晶海-836547-氨基酸原料药“小巨人”，新产能释放叠加下游领域拓展有望带来业绩增量-250918,国内开始涉足具备高附加值的氨基酸，应用领域规模不断增长。全球氨基酸市场规模预计将从2021年的261.9亿美元增长至2030年的494.2亿美元（CAGR=7.3%）。2023...,增持（首次）,2025-09-18
太平洋证券-福斯特-603806-2025年中报点评：光伏业务承压，电子材料保持较高增速-250916,事件一：公司近日发布2025年半年度报告，公司实现营业收入79.59亿元，同比-26.06%，实现归母净利润4.96亿元，同比-46.60%；其中Q2实现营收43.34亿元，同...,买入,2025-09-18
东吴证券-海康威视-002415-主业与创新业务协同并进，编织智能物联生态网络-250918,"投资要点
　　全球安防产业龙头，开拓场景数字化业务的打开成长新空间。公司以智能物联为战略定位，深耕产业二十余年，服务于安防与场景数字化业务，构建覆盖全球的完善市场营销、销售管理...",买入,2025-09-18
天风证券-可靠股份-301009-拓展产品品类，形成丰富的产品线梯队-250918,"公司发布2025年半年报
　　25Q2公司营收2.7亿，同增13%，归母净利0.1亿，同增98%。25H1营收5.5亿同增5%，归母净利0.28亿同增22%。
　　2025H1...",买入,2025-09-18
东吴证券-嘉必优-688089-一主两翼，技术立命-250918,"投资要点
　　多元布局，向新而生：嘉必优成立于2004年，公司率先实现了花生四烯酸（ARA）、二十二碳六烯酸（DHA）、SA晶体及β-胡萝卜素(BC)等多个产品的产业化，产品广...",买入（首次）,2025-09-18
国信证券-信捷电气-603416-工控领域领先企业，加速布局具身智能产业-250918,"核心观点
　　公司是国内领先的工业自动化解决方案提供商。公司自2008年成立以来，凭借长期技术积累在国内PLC、驱动系统领域占据突出地位，销售规模位居国内前列，2024年中国小...",优于大市（首次）,2025-09-18
华安证券-鲁西化工-000830-Q2业绩短期承压，新项目逐步投产成长可期-250916,"主要观点：
　　事件描述
　　8月21日，鲁西化工发布2025年半年报，实现营业收入147.39亿元，同比增长4.98%；实现归母净利润7.63亿元，同比下降34.81%；实现...",买入,2025-09-18
长城证券-恒玄科技-688608-BES2800持续放量，新品6000系列拟明年送样-250918,事件：公司发布2025年半年报，25H1公司实现营收19.38亿元，同比+26.58%；实现归母净利润3.05亿元，同比+106.45%；实现扣非净利润2.84亿元，同比+15...,增持,2025-09-18
长城证券-聚辰股份-688123-25H1业绩同比稳健增长，SPD与高可靠性存储芯片持续放量-250918,事件：公司发布2025年半年报，2025年上半年，公司实现营收5.75亿元，同比增长11.69%；实现归母净利润2.05亿元，同比增长43.50%；实现扣非净利润1.77亿元，...,买入,2025-09-18
国金证券-梦百合-603313-经营拐点已显现，百合迎接新绽放-250917,"投资逻辑
　　复盘公司过往业绩，多因素影响公司盈利表现。公司22-23年收入端增长乏力主因海外需求相对不足，海外渠道开启去库周期叠加美元加息。一方面，22年7月美国家具批发商库...",买入,2025-09-18
长城证券-兴业科技-002674-与苏州能斯达共同研发电子皮肤，助力公司开拓新应用领域-250918,与苏州能斯达签署《战略合作协议》，拟共同研发电子皮肤。公司公告，与苏州能斯达签署《战略合作协议》，拟共同研发基于天然皮革、生物基础材料的柔性电子皮肤。苏州能斯达专注于柔性微纳传...,买入,2025-09-18
长城证券-安迪苏-600299-公司1H25蛋氨酸和维生素产品销量同比双增，关注公司长期发展-250918,事件：2025年8月30日，安迪苏发布2025年半年度报告，公司2025年上半年营业收入为85.12亿元，同比上涨17.23%；归母净利润7.40亿元，同比上涨21.82%；扣...,买入,2025-09-18
天风证券-通富微电-002156-景气度持续助力25H1净利高增长，高端工艺突破-250918,"事件：公司发布2025年半年报。2025年上半年，公司实现营业收入130.38亿元，同比增长17.67%；公司归属于上市公司股东的净利润4.12亿元，同比增长27.72%。
　...",买入,2025-09-18
中邮证券-云天励飞-688343-收入超预期，AI玩具及算力服务贡献增长动力-250918,"事件
　　公司披露了2025半年报，收入超预期。25H1营收6.46亿（同比+123.10%），毛利率28.53%（同比+12.77pct），归母净利润-2.06亿（同比减亏1...",增持（首次）,2025-09-18
西南证券-神州数码-000034-分销基本盘稳固，数云与自有品牌齐头并进-250915,事件：公司发布2025年半年度报告，实现营业收入715.9亿元，同比增长14.4%；实现归母净利润4.3亿元，同比下降16.3%；扣非归母净利润为4.4亿元，同比下降4.1%。...,买入,2025-09-18
西南证券-同花顺-300033-市场景气度高增，业务板块共振向上-250915,事件：公司发布2025年半年报，2025H1实现营收17.8亿元，同比增长28.1%；实现扣非归母净利润4.8亿元，同比增长40.6%。单Q2实现营收10.3亿元，同比增长33...,买入,2025-09-18
中原证券-洽洽食品-002557-2025年中报点评：高势能渠道有望带来新增长-250918,"公司发布2025年中报：2025年上半年，公司实现营收27.52亿元，同比增-5.05%；实现归母净利润0.89亿元，同比增-73.68%。
　　葵花子和坚果两大核心品类的收入...",增持,2025-09-18
开源证券-创远信科-831961-北交所信息更新：拟以“股权+现金”方式收购微宇天导，布局卫星通信技术领域-250918,"2025H1实现营业收入1.11亿元，归母净利润631.53万元
　　2025H1创远信科实现营业收入1.11亿元，同比增长18.44%；实现归母净利润631.53万元，同比增...",增持,2025-09-18
山西证券-世昌股份-920022-汽车燃料系统领域的专精特新“小巨人”-250918,世昌股份主营业务为汽车燃料系统的研发、生产和销售。公司主要产品为汽车塑料燃油箱总成，可分为常压、高压两类。公司主要面向整车制造企业进行销售，主要产品具有轻量化、低排放、抗静电、...,,2025-09-18
西南证券-伊戈尔-002922-盈利能力逐渐恢复，数据中心业务成新亮点-250917,事件：公司2025年上半年实现营收24.67亿元，同比增长20.2%；实现归母净利润1.05亿元，同比变化-40.6%；扣非归母净利润0.96亿元，同比变化-41.4%。公司2...,,2025-09-18
光大证券-旗滨集团-601636-跟踪点评报告：浮法玻璃量增价减，光伏玻璃产销量大幅增长-250918,事件：旗滨集团发布2025年半年报。25H1，公司实现收入/归母净利润/扣非净利润74/8.9/3.9亿元，同比-7%/+10%/-49%。25Q2，公司实现收入/归母净利润/...,买入,2025-09-18
群益证券-中微公司-688012-平台化特征逐步显现，成长空间打开-250918,"结论与建议：
　　作为国内半导体刻蚀设备领域的龙头，公司不断向其他领域（薄膜、量检测）扩张。公司预计未来五到十年，将通过自主研发以及外延并购等方式，实现对集成电路关键领域超过6...",买进,2025-09-18
国投证券-盐津铺子-002847-魔芋强劲增长，费用优化驱动盈利高增-250918,"事件：
　　公司发布2025年半年报，25H1实现营业收入29.41亿元，同比增长19.58%；实现归母净利润3.73亿元，同比增长16.70%；实现扣非归母净利润3.34亿元...",买入-A（首次）,2025-09-18
中邮证券-千里科技-601777-智驾、智能座舱实现多点突破，筹划港股上市进一步提升公司国际化品牌竞争力-250918,"投资要点
　　事件：公司披露2025半年报及多个公告。
　　上半年营收和归母净利润同比高增。2025H1，公司实现营收41.84亿元，同比增长40%，收入增长主要受益于公司汽车...",增持（下调）,2025-09-18
华福证券-陕西能源-001286-成长性煤电一体化企业，兼具分红潜力-250918,"背靠陕投集团，大型煤电一体化龙头企业
　　公司依托陕西及西北煤炭资源优势，实施煤电一体化战略，并开展热电联产及综合利用业务。分业务板块看，电力、煤炭业务为主，热力业务为辅，20...",买入（首次）,2025-09-18
国投证券-浩瀚深度-688292-短期业绩承压，长期看好AI驱动的数据服务-250918,"事件概述
　　1）近日，浩瀚深度发布《2025年半年度报告》，报告期内实现营业收入1.54亿元，同比下降34.95%；归母净利润0.25亿元，同比下降92.58%；扣非归母净利...",买入-A,2025-09-18
光大证券-青松建化-600425-跟踪点评报告：水泥业务量价承压，化工板块盈利有待改善-250918,事件：青松建化发布2025年中报。25H1，公司实现收入/归母净利润/扣非净利润17.7/1.1/1.0亿元，同比-14%/-49%/-43%。25Q2，公司实现收入/归母净利...,增持,2025-09-18
长城证券-通富微电-002156-二季度收入创新高，AMD业务放量驱动业绩高增-250918,事件：公司发布2025年半年报，25H1公司实现营收130.38亿元，同比+17.67%；实现归母净利润4.12亿元，同比+27.72%；实现扣非净利润4.20亿元，同比+32...,买入,2025-09-18
国投证券-朗新集团-300682-携手蚂蚁数科成立蚂蚁链信，剑指RWA和Web3-250918,"事件概述
　　1)近期，在新能源数字资产社区秋季峰会上，朗新科技集团与蚂蚁数科共同宣布成立“蚂蚁链信”，该公司将基于区块链、IOT和AI等核心技术开展绿色资产管理、动态评级定价...",买入-A,2025-09-18
长城证券-汇成股份-688403-25H1盈利同比高增长，新扩产能陆续释放-250918,事件：公司发布2025年半年报，25H1公司实现营收8.66亿元，同比+28.58%；实现归母净利润0.96亿元，同比+60.94%；实现扣非净利润0.83亿元，同比+63.6...,买入,2025-09-18
东方证券-悦康药业-688658-2025年中报点评：业绩承压，小核酸布局加速推进-250918,"核心观点
　　业绩阶段承压，银杏叶提取物注射液受调价冲击。2025年上半年，公司业绩有所承压，主要受2024年底核心产品银杏叶提取物注射液调价影响，全国挂网价格由24.1元/支...",买入,2025-09-18
中邮证券-东微半导-688261-AI服务器电源应用起量-250918,"事件
　　公司发布2025年半年报，上半年实现营业收入6.16亿元，同比增长46.79%，归母净利润为2,758.14万元，同比增长62.80%。
　　投资要点
　　单季度营收...",增持,2025-09-18
天风证券-淮北矿业-600985-低估值破净焦煤龙头，煤电化投产有望增厚业绩-250918,"煤炭业务：未来三年煤炭产能仍有增量，煤炭盈利或量价共振
　　截至2024年末，公司拥有生产矿井17对，均位于安徽省，核定产能为3585万吨/年。未来公司煤炭产能增长主要来源于信...",买入（首次）,2025-09-18
开源证券-康龙化成-300759-公司信息更新报告：康龙绍兴通过FDA现场检查，质量体系接轨国际-250917,"康龙绍兴顺利通过美国FDA现场检查，商业化生产质量体系与国际接轨
　　继2025年4月宁波原料药生产车间通过美国FDA现场检查后，近日子公司康龙绍兴原料药商业化生产基地首次通过...",买入,2025-09-18
中航证券-捷安高科-300845-仿真实训技术亮剑军博会，携手鲁班工坊彰显高定位-250917,"◆深耕虚拟仿真教培，致力技术人才培养
　　公司以系统仿真、虛拟现实、增强现实技术为核心，深耕于虚拟仿真教育培训领域,致力于通过数字化、智能化赋能高技能人才培养。目前主要业务分布...",买入（首次）,2025-09-18
中航证券-大金重工-002487-“两海”战略先行者，海外潜能快速释放-250916,"◆海外业务放量迅速，2025H1业绩实现快速增长
　　公司多年深度耕耘全球海风市场，主要生产和销售海上风电单桩基础、过渡段、导管架、浮式基础以及塔筒等产品。2025H1公司实现...",买入（首次）,2025-09-18
中航证券-蓝思科技-300433-深耕果链享创新红利，锚定AI谋多元成长-250916,"报告摘要
　　◆全球领先的智能终端全产业链一站式精密制造解决方案提供商。
　　公司是国内消费电子精密制造的头部企业，以智能手机玻璃盖板业务为基，纵向产业链垂直整合，具备“结构件...",买入（首次）,2025-09-18
华西证券-美埃科技-688376-25H1业绩稳健增长，深度受益锂电新技术/先进制程产业趋势-250916,"耗材快速放量+出海加速，25H1收入端快速增长
　　2025H1公司实现收入9.35亿元，同比+23.51%；其中Q2收入为6.18亿元，同比+27.73%，实现快速增长，主要...",增持（首次）,2025-09-18
国金证券-中国船舶-600150-“南北船”合并收官，全球龙头扬帆起航-250916,"事件简评
　　9月16日，“南北船”合并正式收官，合并后，公司总股本由44.72亿股增加至75.26亿股，新增的30.53亿股正式上市流通。按照1H25末双方资产规模计算，合并...",买入,2025-09-18
东方证券-新致软件-688590-中报点评：收入增速有待恢复，期待AI驱动新一轮成长-250917,"事件：
　　公司发布中报，2025H1收入8.97亿元，较上年同期下降3.4%，归母净利润3035万元，增长42.8%，扣非归母净利1897万元，下降0.5%；单Q2来看，公司...",买入,2025-09-18
太平洋证券-邦基科技-603151-2025年半年报点评：饲料主业快速增长，生猪养殖打开第二增长曲线-250915,事件：公司近日公布2025年半年报业绩，公司2025上半年实现收入23.93亿元，同比+167.25%；实现归母净利润6445万元，同比+175.08%；单季度来看，2025年...,买入（首次）,2025-09-17
天风证券-硅宝科技-300019-热熔胶及工业胶业务快速增长，硅碳负极材料销量提升-250917,事件：硅宝科技发布2025年半年报，上半年实现营业收入17.07亿元，同比+47.4%；归属于母公司股东的净利润1.54亿元，同比+51.6%。按3.93亿股总股本计，实现每股...,买入,2025-09-17
东方证券-立讯精密-002475-通讯业务海外客户全面突破，长期成长潜力被低估-250917,通讯及汽车业务加速增长，平台型龙头核心能力助力下游拓展。部分投资者认为公司是苹果产业链组装及零部件龙头，利润及业绩主要受到单一大客户增量影响，且后续在A客户中增速有所放缓。我们...,买入,2025-09-17
天风证券-亨通光电-600487-H1经营稳健期待H2加速，AI算力时代光通信布局领先-250917,"事件：
　　亨通光电发布2025年半年报，实现营业收入320.5亿元，同比增长20.42%；实现归母净利润16.13亿元，同比增长0.24%；实现扣非净利润15.71亿元，同比...",买入,2025-09-17
华安证券-颀中科技-688352-25Q2盈利能力大幅改善，非显示业务持续开拓-250917,"事件：颀中科技发布2025中报
　　25H1公司实现营收10.0亿元，同比增长6.6%；实现归母净利润1.0亿元，同比下降38.8%；实现毛利率27.7%，同比下降5.2 pc...",买入,2025-09-17
华源证券-吉电股份-000875-国电投氢基能源平台，发力绿色化工解决绿电消纳-250917,事件：公司发布2025年半年报，上半年实现营收65.69亿元，同比下降4.63%；归母净利润7.26亿元，同比下降33.72%；对应单二季度归母净利润1.02亿元，同比下降78...,买入（首次）,2025-09-17
国信证券-宗申动力-001696-单二季度净利润同比增长73%，积极布局低空经济-250917,2025Q2宗申动力实现净利润2.79亿元，同比增长73%。2025H1，公司实现营收66.93亿元，同比+39.05%，实现归母净利润5.06亿元，同比+79.37%。拆单季...,优于大市,2025-09-17
民生证券-运达股份-300772-动态报告：份额不断提升，盈利有望修复-250917,"事件：公司发布2025年半年报
　　2025H1公司实现收入108.94亿元，同比增长26.27%；归母净利润1.44亿元，同比下降2.62%；扣非归母净利润1.28亿元，同比...",推荐（首次）,2025-09-17
国金证券-华勤技术-603296-智能硬件ODM巨头的进击与升华-250916,"公司简介
　　公司产品覆盖智能手机、笔记本电脑、平板电脑、服务器、智能穿戴、汽车电子及AIoT等核心领域，公司在传统消费电子业务稳中有升的基本面上紧跟AI算力需求爆发的浪潮，2...",买入（首次）,2025-09-17
长城证券-芭田股份-002170-2025半年报点评：小高寨磷矿产能释放，1H25公司业绩大幅提升-250917,事件：2025年8月30日，芭田股份发布2025年半年度报告，公司2025年上半年营业收入为25.43亿，同比上涨63.93%；归母净利润4.56亿元，同比上涨203.71%；...,买入,2025-09-17
东吴证券-先导智能-300450-交付多条固态电池干法成膜设备，龙头强者恒强-250917,"事件：近期，先导智能先后向国内外多家知名电池制造商、汽车主机厂、新兴固态电池企业交付多套适配固态电池规模化产线的干法混料涂布设备。
　　该GWh级干法成膜设备可大幅降低综合生产...",买入,2025-09-17
长城证券-川恒股份-002895-2025半年报点评：1H25公司业绩明显增长，磷矿产能延续扩张态势-250917,事件：2025年8月27日，川恒股份发布2025年半年度报告，公司2025年上半年营业收入为33.60亿，同比上涨35.28%；归母净利润5.36亿元，同比上涨51.54%；扣...,买入,2025-09-17
长城证券-联科科技-001207-公司1H25业绩稳步增长，高压导电屏蔽炭黑有望逐步放量-250917,事件：2025年8月28日，联科科技发布2025年半年报，公司2025年上半年收入为12.13亿元，同比上升14.12%；归母净利润为1.57亿元，同比上升27.64%；扣非归...,买入,2025-09-17
长城证券-森麒麟-002984-公司1H25业绩略有承压，看好摩洛哥工厂年内逐步放量-250917,事件：2025年8月29日，森麒麟发布2025年半年报，公司2025年上半年收入为41.19亿元，同比上升0.24%；归母净利润为6.72亿元，同比下降37.64%；扣非归母净...,买入,2025-09-17
长城证券-广立微-301095-25H1营收实现同比高增，收购LUCEDA深化硅光芯片布局-250917,事件：公司发布2025年半年报，2025年上半年，公司实现营收2.46亿元，同比增长43.17%；实现归母净利润0.16亿元，同比增长518.42%；扣非净利润亏损0.01亿元...,增持,2025-09-17
长城证券-圣邦股份-300661-25H1业绩同比稳健增长，产品优势巩固领先地位-250917,事件：公司发布2025年半年报，2025年上半年，公司实现营收18.19亿元，同比增长15.37%；实现归母净利润2.01亿元，同比增长12.42%；实现扣非净利润1.34亿元...,增持,2025-09-17
长城证券-北方华创-002371-25H1经营业绩同比快速增长，平台化效应加速显现-250917,事件：公司发布2025年半年报，2025年上半年，公司实现营收161.42亿元，同比+29.51%；实现归母净利润32.08亿元，同比+14.97%；实现扣非净利润31.81亿...,买入,2025-09-17
长城证券-芯海科技-688595-25H1利润同比改善，加码布局AI端侧业务-250917,事件：公司发布2025年半年报，2025年上半年，公司实现营收3.74亿元，同比增长6.80%；实现归母净利润-0.39亿元，同比亏损减少；实现扣非净利润-0.40亿元，同比亏...,增持,2025-09-17
天风证券-润欣科技-300493-业绩稳健增长，技术创新与客户协作驱动未来发展-250917,事件：公司发布2025半年度报告，实现营业收入13.58亿元，同比增长16.42%。实现归母净利润2993.36万元，同比增长18.23%。实现扣非归母净利润2773.82万元...,买入,2025-09-17
天风证券-伟测科技-688372-2025Q2业绩强劲增长，盈利能力稳步优化-250917,事件：公司发布2025年半年度报告，实现营业收入6.34亿元，同比增长47.53%。实现归母净利润1.01亿元，同比增长831.03%。扣非归属母公司净利润0.54亿元，同比增...,买入,2025-09-17
长城证券-华勤技术-603296-25H1业绩超预期增长，数据业务持续高增-250917,事件：公司发布2025年半年报，25H1公司实现营收839.39亿元，同比+113.06%；实现归母净利润18.89亿元，同比+46.30%；实现扣非净利润15.09亿元，同比...,买入,2025-09-17
长城证券-金海通-603061-25H1业绩同比高增，高端分选机放量助力盈利提升-250917,事件：公司发布2025年半年报，25H1公司实现营收3.07亿元，同比+67.86%；实现归母净利润0.76亿元，同比+91.56%；实现扣非净利润0.74亿元，同比+113....,增持,2025-09-17
中邮证券-法拉电子-600563-新能源应用市场份额持续增长-250917,"事件
　　公司发布2025年半年度报告，上半年实现营业收入24.99亿元，同比增长18.05%，归母净利润5.69亿元，同比增长18.15%。
　　投资要点
　　新能源应用市场...",买入,2025-09-17
长城证券-三环集团-300408-25H1业绩同比快速增长，高容MLCC实现批量出货-250917,事件：公司发布2025年半年报，2025年上半年，公司实现营收41.49亿元，同比增长21.05%；实现归母净利润12.37亿元，同比增长20.63%；实现扣非净利润10.67...,买入,2025-09-17
