研报标题,摘要,评级,分享时间
山西证券-美格智能-002881-模组+解决方案双轮驱动，多行业深耕保持领先-250929,"事件描述：
　　2025H1，公司实现营业收入18.86亿元，同比+44.50%，实现归母净利润8,416.68万元，同比+151.38%，实现扣非归母净利润8,233.49万...",买入-B（首次）,2025-09-29
开源证券-雷神科技-872190-北交所首次覆盖报告：专注全场景电竞装备，布局AIPC新领域释放算力潜能-250929,"专注全场景电竞装备，AIPC + AI智能眼镜+雷神AI智能体产品生态体系
　　雷神科技是一家专业电竞PC及外设硬件设备商，产品包括电竞笔记本、台式机、AIPC，以及电竞显示器...",增持（首次）,2025-09-29
华鑫证券-卫宁健康-300253-公司动态研究报告：短期业绩承压，医疗智能化进程持续推进-250929,"▌短期业绩承压，新一代产品有望推动业绩增长
　　2025上半年，公司实现营业收入8.39亿元，同比减少31.43%；归母净利润为-1.18亿元，同比下降491.04%。业绩下滑...",买入,2025-09-29
华安证券-圣农发展-002299-1H25综合造肉成本大降，7~8月销量明显提速-250928,"1H2025扣非后归净利3.76亿元，6月末资产负债率55.2%
　　1H2025公司实现收入88.56亿元，同比+0.2%，归母净利润9.1亿元，同比+791.9%，扣非后归...",买入,2025-09-29
天风证券-太极集团-600129-库存消化影响下业绩承压，优化营销架构-250929,"事件
　　2025H1公司实现收入56.6亿元，同比-27.6%；归母净利润1.39亿元，同比-71.9%；扣非归母净利润1.20亿元，同比-74.5%。单季度看，2025Q2...",持有（下调）,2025-09-29
爱建证券-金博股份-688598-首次覆盖报告：高端电动车放量驱动碳陶业务加速成长-250929,"投资要点：
　　投资评级与估值：我们预计公司2026/2027年归母净利润分别为2.19/3.66亿元，对应PE为31.7/19.0x。考虑到公司在高端碳基材料的先发优势，碳陶...",买入（首次）,2025-09-29
天风证券-新澳股份-603889-持续落地全球化战略-250929,"公司发布半年报
　　25Q2公司营收15亿，同减0.4%，归母净利1.7亿，同减0.4%。25H1营收26亿同减0.08%，归母净利2.7亿同增1.7%。
　　25H1管理费用...",买入,2025-09-29
群益证券-兆威机电-003021-灵巧手进度领先，国际化步伐提速-250929,"结论与建议：
　　公司业务涵盖微型传动系统、精密注塑件及智能驱动控制等产品，2025上半年营业收入、扣非后归母净利润yoy分别+21.9%、+33.4%。公司积极打造灵巧手业务...",买进,2025-09-29
华安证券-澳华内镜-688212-上半年业务持续承压，预计下半年修复-250929,"事件
　　公司发布2025年中报。2025H1公司实现营业收入2.60亿元，同比下滑26.36%；归母净利润-4077万元，同比下滑820.03%；扣非后归母净利润-5175万...",买入,2025-09-29
东兴证券-沪硅产业-688126-公司跟踪点评报告：二季度收入同环比增长，200mm半导体硅片的平均售价小幅回升-250926,二季度收入同环比增长，利润仍承压。今年上半年，全球半导体市场、包括半导体硅片市场整体都有所改善，但复苏速度慢于预期。从业绩数据来看，上半年公司实现营业收入16.97亿元，同比增...,推荐,2025-09-29
华安证券-海泰新光-688677-业绩稳步增长，海外产能落地顺利-250929,"事件：
　　公司发布2025年中报，2025H1实现营收2.66亿元（yoy+20.50%），实现归母净利润0.74亿元（yoy+5.52%），实现扣非归母净利润0.72亿元（...",买入,2025-09-29
华鑫证券-沪电股份-002463-公司事件点评报告：公司业绩高增，AI需求旺盛叠加汽车新兴应用产品放量-250929,"事件
　　公司发布2025年中报：2025年上半年公司实现营业收入84.94亿元，同比增加56.59%；实现归母净利润16.83亿元，同比增加47.50%；实现扣非归母净利润1...",买入（首次）,2025-09-29
华鑫证券-中兴通讯-000063-公司事件点评报告：服务器算力业务未来可期，政企业务表现亮眼-250929,"事件
　　中兴通讯发布2025年半年度报告：2025年上半年实现营业收入715.53亿元，同比增长14.51%；归属母公司股东的净利润为50.58亿元，同比下降11.77%；扣...",买入,2025-09-29
华鑫证券-景旺电子-603228-公司事件点评报告：AIPCB布局深化，扩充高端PCB产能顺应下游AI高景气度-250929,"事件
　　景旺电子发布2025年半年度报告：2025年上半年实现营业收入70.95亿元，同比增长20.93%；归属母公司股东的净利润为6.50亿元，同比下降1.06%；扣除非经...",买入（首次）,2025-09-29
华安证券-美好医疗-301363-产能转移业务短期承压，新业务拓展顺利-250926,"事件：
　　公司发布2025年中报，2025年上半年公司实现营收7.33亿元（yoy+3.73%），归母净利润1.14亿元（yoy-32.44%），扣非归母净利润1.11亿元（...",买入,2025-09-29
华安证券-迈瑞医疗-300760-上半年承压，2025Q3有望迎来业绩拐点-250929,"事件：
　　公司发布2025年半年度报告。2025H1公司实现营业收入167.43亿元，同比下滑18.45%；归母净利润50.69亿元，同比下滑32.96%；扣非后归母净利润4...",买入,2025-09-29
招银国际-药明康德-603259-投资者日：TIDES 势头延续，早期研发初现回暖-250929,药明康德举办了投资者日活动，我们认为此次会议的要点如下：1）TIDES业务发展势头不变，产能扩张迅速、管线储备丰富；2）早期研发显现进一步复苏的信号，将拉动占公司总收入约1/3...,买入,2025-09-29
中邮证券-中南传媒 -601098-重视股东回报，新园区落地赋能多元发展-250929,"事件回顾
　　2025年8月27日，公司发布2025年半年报，2025H1，公司实现营业收入63.35亿元，同比下降8.09%；归母净利润10.17亿元，同比下降31.46%；...",买入,2025-09-29
华安证券-新宙邦-300037-25H1业绩稳健增长，电解液、有机氟业务放量-250926,"事件描述
　　2025年8月28日，新宙邦发布2025年半年报，公司2025H1实现营业收入42.48亿元，同比增长18.58%；实现归母净利润4.84亿元，同比增长16.36...",买入,2025-09-28
中航证券-润阳科技-300920-轻装上阵再出发，机器人开启新篇章-250928,"国内IXPE领先企业，布局机器人打造新发展篇章
　　公司成立于2012年，是国内领先的IXPE生产企业之一。公司凭借技术沉淀与品质优势，已构建起“研发-生产-认证-市场”全链条...",买入（首次）,2025-09-28
国投证券-侨银股份-002973-资金回笼提速，AI+人形机器人赋能环卫业务-250928,"事件：
　　公司发布2025年半年度报告，公司2025H1实现营业总收入18.71亿元（同比-3.90%），归母净利润1.25亿元（同比-27.61%），毛利率27.60%（同...",买入-A（首次）,2025-09-28
东吴证券-晶盛机电-300316-首条12英寸碳化硅衬底加工中试线正式通线，SiC衬底应用打开公司成长空间-250928,半导体收入占比不断提升，订单快速增长。12英寸碳化硅衬底加工中试线通线，可兼容导电&半绝缘型。9月26日，首条12英寸碳化硅衬底加工中试线在晶盛机电子公司浙江晶瑞SuperSi...,买入,2025-09-28
东方证券-彩讯股份-300634-AI全栈体系加速形成，智算业务开始放量-250928,"事件：
　　公司发布中报，2025H1收入9.20亿元，较上年同期上升17.7%，归母净利润1.35亿元，增长14.7%，扣非归母净利1.07亿元，下降12.8%；单Q2来看，...",买入,2025-09-28
天风证券-新特电气-301120-前瞻布局数据中心等新行业，打开新增量可期-250928,公司基本情况：公司成立于1985年，主要产品包括以变频用变压器为核心的各式特种变压器、电力变压器、电抗器、储能系列产品。变频器客户包括1）国际：施耐德（利德华福）、ABB、西门...,买入（首次）,2025-09-28
东方证券-爱柯迪-600933-收购卓尔博，将在汽车+机器人业务上形成协同效应-250928,"事件：公司完成卓尔博股权过户手续。
　　卓尔博收购完成，有望与公司形成“汽车+机器人”协同。公司拟通过发行股份及支付现金购买资产并募集资金方式完成卓尔博71%股权收购，交易价格...",买入,2025-09-28
天风证券-亚辉龙-688575-国内业绩短期承压，海外业务维持高增-250928,"事件：
　　8月25日，公司发布2025年半年报。2025年H1，公司实现营业收入8.08亿元，同比下降15.79%；归母净利润2626.93万元，同比下降84.82%，扣非净...",买入,2025-09-28
天风证券-华谊集团-600623-归母净利润同比上行，多项目完成投产-250928,事件：华谊集团发布2025年中报，上半年实现营业收入240亿元，同比-2.52%，实现归母净利润4.88亿元，同比+1.5%，实现扣非归母净利润4.03亿元，同比+3.51%。...,买入,2025-09-28
光大证券-石化油服-600871-动态跟踪报告：降本增效与深化转型并进，全产业链油服龙头未来可期-250928,公司是国内一体化全产业链油服领先企业。公司拥有丰富的项目执行和经营经验。公司主营地球物理、钻井工程、测录井、井下特种作业和工程建设五大业务板块，涵盖了从勘探、钻井、完井、油气生...,增持,2025-09-28
天风证券-泽璟制药-688266-2025H1业绩符合预期，多抗平台有望持续兑现-250927,"事件：
　　公司发布2025年半年度业绩。2025H1，收入3.76亿元，同比增长56%；归母净亏损0.73亿元，同比增亏9.4%
　　在研项目ZG006、ZG005多项适应症...",买入,2025-09-28
天风证券-科兴制药-688136-2025H1早研管线发力，外销持续增长-250927,"事件
　　公司实现营业收入7亿元，同比下降7.82%，主要系国内集采因素影响，公司实现净利润0.8亿元，同比增长576.45%，扣非净利润0.45亿元，同比增长110.30%。...",买入,2025-09-28
天风证券-艾迪药业-688488-2025H1扭亏为盈，HIV上市产品积极放量，HIV在研管线持续丰富-250927,"事件
　　公司发布2025年半年报，2025H1营业收入为3.62亿元，同比增长100.19%；归母净利润919万元，同比扭亏为盈；扣非归母净利润为-511万元，亏损大幅收窄。...",买入,2025-09-28
天风证券-烽火通信-600498-拟回购股份彰显未来发展信心，各领域持续推进保持行业竞争力-250927,"事件：公司发布《关于以集中竞价方式回购股份的预案》。公司计划使用自有资金或自筹资金，以不低于人民币7,500万元（含）、不超过人民币15,000万元（含）的总金额，通过集中竞价...",增持,2025-09-28
中邮证券-三人行-605168-广告主业稳健修复，切入算力赛道培育新增长点-250928,"事件回顾
　　2025年8月29日，公司发布2025年半年报，2025H1，公司实现营业收入16.57亿元，同比下降13.36%；归母净利润1.44亿元，同比增长10.83%；...",增持（首次）,2025-09-28
东方证券-万业企业-600641-铋加工业务增收增利，半导体设备核心零部件获赋能-250928,开展铋材料加工业务，实现增收增利。全资子公司安徽万导已成为先导科技集团旗下唯一的铋金属深加工及化合物产品的平台。25年上半年，公司铋业务实现销售收入5.25亿元，占总营收的75...,增持,2025-09-28
华鑫证券-诺思兰德-430047-公司动态研究报告：NL003进入审评阶段，产品即将进入收获期-250927,"▌眼科药品持续注入动力，为创新管线输血
　　2025年上半年，公司实现营收0.37亿元，同比增长1.47%；归母净利润为-0.2亿元。公司目前还未有新药上市，眼科药品作为公司核...",买入,2025-09-28
华金证券-药明康德-603259-TIDES爆发驱动业绩超预期，绑定创新药浪潮-250927,2025H1业绩超预期，上调全年业绩指引：2025H1，公司实现营业收入207.99亿元（YoY+20.64%）；实现归母净利润85.61亿元（YoY+101.92%）；实现扣...,买入（首次）,2025-09-28
东吴证券-微导纳米-688147-发布2025年股权激励草案，半导体设备加速放量-250928,半导体收入占比不断提升，订单快速增长。2025上半年公司总营收10.50亿元，同比+33.4%，其中半导体设备收入1.9亿元，同比增长27.2%，占比由2023年的7+%提升至...,增持,2025-09-28
东吴证券-奥特维-688516-子公司松瓷机电推出CVD流化床设备，延伸拓展固态电池领域-250928,硅碳负极为固态电池关键材料，松瓷针对性推出沉积设备。全固态电池作为下一代电池形态，其产业化亟需负极材料体系的同步革新，高性能硅碳负极凭借容量高、循环性能好等优势，被视为推动全固...,买入,2025-09-28
华安证券-佩蒂股份-300673-2025H1毛利率同比大增，1~8月爵宴收入同比高增-250926,"主要观点：
　　2025H1归母净利润7,910万元，同比-19.23%
　　2025H1公司实现收入7.28亿元，同比-13.94%，主要受到关税产生的短期冲击和海外客户订单...",买入,2025-09-28
光大证券-中油工程-600339-公告点评：定增资金募投项目陆续签署合同，深化国际市场开拓-250928,事件：公司发布两则《关于子公司中标项目签署合同的公告》，公司两项已中标项目于近期签署合同：（1）阿联酋LNG输送管线项目，合同金额5.13亿美元，约36.88亿人民币；（2）伊...,增持,2025-09-28
华鑫证券-瑞迈特-301367-公司动态研究报告：业绩符合预期，呼吸机一体化龙头全球战略持续推进-250927,"投资要点
　　▌业绩符合预期，毛利率稳步提升
　　2025年上半年，公司实现营业收入5.44亿元，同比增长42.3%；归母净利润1.31亿元，同比增长42.19%。公司2023...",买入,2025-09-28
华鑫证券-三诺生物-300298-公司动态研究报告：业绩符合预期，CGM海外拓展持续推进-250928,"▌业绩符合预期，市场地位稳固
　　2025上半年，公司实现营业收入22.64亿元，同比增长6.12%；归母公司净利润1.81亿元，同比下降8.52%。截至半年报，公司占据中国5...",买入,2025-09-28
华鑫证券-汇宇制药-688553-公司动态研究报告：业绩符合预期，创新管线持续推进-250927,"投资要点
　　▌公司业绩稳健增长，产品管线持续扩展
　　2025年上半年，公司实现营业收入4.53亿元，同比下降14.86%；实现归母净利润-0.81亿元，同比下降223.78...",买入,2025-09-28
太平洋证券-三羊马-001317-三羊马，2025H1点评，业绩遇压力，探寻新方向-250927,"事件
　　近期，三羊马披露2025半年报。本报告期内，实现营业总收入7.76亿，同比增+48.1%；归母净利-0.13亿，同比减-226%；非经常性损益为0.01亿，经营活动产...",,2025-09-28
华鑫证券-诚益通-300430-公司动态研究报告：康复医疗空间广阔，脑机接口技术有望迎来收获期-250927,"投资要点
　　▌业绩符合预期，下游客户短期需求扰动业绩
　　2025年上半年，公司实现营业收入4.08亿元，同比下降36.65%；归母净利润0.51亿元，同比下降38.76%。...",买入,2025-09-28
华鑫证券-昌红科技-300151-公司动态研究报告：全球合作战略不断深化，医疗与半导体板块持续突破-250927,"投资要点
　　▌业绩符合预期，收入稳步修复
　　2025年上半年，公司实现营业收入4.98亿元，同比增长2.95%；归母净利润0.31亿元，同比下降28.6%；毛利率为24.9...",买入,2025-09-28
华鑫证券-理邦仪器-300206-公司动态研究报告：业绩符合预期，多板块战略持续推进-250927,"▌基数影响逐步出清，业绩稳步向上
　　2025年上半年，公司实现营业收入9.14亿元，同比下降0.91%；归母净利润1.54亿元，同比增长23.47%。其中，2025年一季度，...",买入,2025-09-28
华鑫证券-生益电子-688183-公司事件点评报告：业绩高增长兑现，产能扩张+多元化布局驱动中长期成长-250927,"事件
　　公司发布2025年中报：2025年上半年公司实现营业收入37.69亿元，同比增加91.00%；实现归母净利润5.31亿元，同比增加452.11%；实现扣非归母净利润5...",买入,2025-09-28
光大证券-神马股份-600810-公告点评：控股股东实施战略重组，有望实现产业链深度协同-250928,事件：公司发布《关于公司控股股东拟实施战略重组的提示性公告》，2025年9月25日，神马实业股份有限公司(以下称公司)接到控股股东中国平煤神马控股集团有限公司(以下简称中国平煤...,增持,2025-09-28
华安证券-中芯国际-688981-产能及产能利用率双增长，晶圆本土化持续受益-250924,"事件
　　公司2025年第二季度实现营业收入22亿美元，环比减少2%，好于公司指引；毛利率20%，环比下降2 pct，略高于公司指引；归母净利润1亿美元。公司预计三季度收入环比...",增持,2025-09-28
中邮证券-华策影视-300133-全年影视项目储备丰富，关注国庆档影片表现-250928,"事件回顾
　　2025年8月19日，公司发布2025年半年报，2025H1，公司实现营业收入7.90亿元，同比增长114.95%；归母净利润1.18亿元，同比增长65.06%；...",买入,2025-09-28
华安证券-巨化股份-600160-25H1归母净利高增，看好制冷剂业务长期格局-250927,"事件描述
　　2025年8月27日，公司发布2025年半年度报告，2025年上半年公司实现营业收入133.31亿元，同比增长10.36%；实现归母净利润20.51亿元，同比增长...",买入,2025-09-28
东方证券-经纬恒润-688326-2季度扭亏为盈，智驾业务加速放量-250927,"核心观点
　　2季度公司实现扭亏为盈。公司上半年营业收入29.08亿元，同比增长43.5%；归母净利润-0.87亿元（去年同期-3.33亿元）；扣非归母净利润-1.15亿元（去...",买入,2025-09-28
华金证券-西安奕材-688783-新股覆盖研究-250927,"投资要点
　　10月13日有一家科创板上市公司“西安奕材”询价。
　　西安奕材（688783）：公司专注于12英寸硅片的研发、生产和销售，产品广泛应用NANDFlash/DRA...",,2025-09-27
华鑫证券-大洋电机-002249-公司动态研究报告：电机及驱动控制领先企业，前瞻布局机器人-250926,"▌电机及驱动控制领先企业，两大事业部全球布局
　　公司是领先的电机及驱动控制系统供应商，目前形成了以建筑通风及家居电器电机产品为主的BHM事业部和以汽车用关键零部件为主的车辆事...",买入（首次）,2025-09-27
华鑫证券-阳光诺和-688621-公司事件点评报告：并购朗研生命，实现CRO+医药工业布局-250927,"事件
　　阳光诺和发布公告：拟通过发行股份及可转换公司债券方式，购买利虔、朗颐投资等38名朗研生命全体股东持有的朗研生命100%股权，并向不超过35名特定投资者发行股份募集配套...",买入（首次）,2025-09-27
华鑫证券-阳光电源-300274-公司动态研究报告：储能强势增长，布局AIDC打开新成长空间-250927,"投资要点
　　▌业绩稳定增长，盈利能力提升
　　2025H1，公司实现营业收入435.3亿元，同比增长40%，归母净利润77.3亿元，同比增长56%；毛利率达34.36%，同比...",买入（首次）,2025-09-27
国信证券-中油工程-600339-受益于上游资本开支提升，公司接连签署中东大额合同-250927,"事项：
　　公司公告：1）近日，公司全资子公司中国石油管道局工程有限公司与伊拉克巴士拉石油公司就伊拉克巴士拉省海水输送管道总包项目签署EPC承包合同，合同金额25.24亿美元（...",优于大市,2025-09-27
民生证券-紫光国微-002049-事件点评：股权激励高目标彰显信心，特种芯片龙头焕新机-250927,事件：紫光国微9月25日晚发布2025年股权激励计划（草案），计划向激励对象授予股票期权1680万份，占公司股本的1.98%，其中首次授予股票期权1560.14万份，首次授予激...,推荐,2025-09-27
民生证券-凯文教育-002659-公告点评：牵手智谱战略布局，AI+教育未来可期-250927,事件：公司公告拟与北京智谱华章科技股份有限公司（以下简称“智谱华章”）、北京鸿智睿师管理咨询合伙企业（有限合伙）（以下简称“鸿智睿师”）共同出资设立北京智启文华教育科技有限公司...,推荐,2025-09-27
华鑫证券-松霖科技-603992-公司动态研究报告：机器人新业务稳步推进，布局越南全品类产能-250926,"▌机器人：聚焦护理与后勤，千台订单落地
　　进军机器人，聚焦护理+后勤。公司于今年2月成立全资子公司松霖机器人，3月底收购威迪思100%股权，切入机器人赛道。目前公司以松霖机器...",买入（首次）,2025-09-27
华金证券-马可波罗-001386-新股覆盖研究-250926,"投资要点
　　下周二（9月30日）有一家主板上市公司“马可波罗”询价。
　　马可波罗（001386）：公司专注于建筑陶瓷的研发、生产和销售，主要拥有“马可波罗瓷砖”、“唯美L&...",,2025-09-27
华金证券-海博思创-688411-营收稳健增长，储能发展动能充足-250926,事件：公司发布2025年半年报，25H1实现营业收入45.22亿元，同比+22.66%；实现归母净利润3.16亿元，同比+12.05%；实现扣非归母净利润2.60亿元，同比-8...,增持（首次）,2025-09-27
财通证券-蓝黛科技-002765-新能源产品快速放量，机器人业务顺利推进-250927,"核心观点
　　公司是重庆本土汽零厂商，主营动力传动和触控显示两大业务：1996年公司前身蓝黛实业成立于重庆，后经多次业务拓展并逐步更名为蓝黛科技。公司主营业务包括动力传动和触控...",买入（首次）,2025-09-27
华源证券-芒果超媒-300413-广电新政驱动产业回暖，《声鸣远扬2025》启动-250927,事件。9月8日，歌唱人才选拔类节目《声鸣远扬2025》全球启动发布会在北京举行。该节目由湖南卫视芒果TV联合多家头部省级卫视与网络平台倾力打造，是行业内较为少见的多方合作综艺制...,买入（首次）,2025-09-27
华安证券-瑞迈特-301367-业绩符合预期，收入结构持续改善-250926,"事件：
　　公司发布2025年半年报，2025年上半年，公司实现营业收入5.44亿元，同比增长42.30%；实现归属于母公司所有者的净利润1.31亿元，同比增长42.19%；归...",买入,2025-09-27
东方证券-珀莱雅-603605-研发夯实+投资加快，看好公司未来的发展空间-250927,"核心观点
　　基础研究持续推进并获得行业高度肯定，为中长期可持续发展奠定扎实基础。近日享有“化妆品科技界奥林匹克”美誉的第35届IFSCC2025国际化妆品科学大会在法国戛纳举...",买入,2025-09-27
东方证券-长安汽车-000625-中报点评：全球布局稳步推进，新长安将促进经营效率提升-250927,"核心观点
　　销售费用率提升等导致公司2季度盈利环比下降。上半年营业收入726.91亿元，同比下降5.3%；归母净利润22.91亿元，同比下降19.1%；扣非归母净利润14.7...",买入,2025-09-27
开源证券-华洋赛车-834058-北交所公司深度报告：品牌文化为核加速驶入海外，布局能源摩托车创新突围全球赛道-250926,"公司概览：自主创新驱动成长，华洋赛车加速出海新征程
　　华洋赛车作为拥有20年自主研发生产经验的专业动力运动装备制造商，已建立起以两轮越野摩托车和全地形车为核心的产品体系，形成...",增持,2025-09-26
东海证券-杰克科技-603337-公司简评报告：AI赋能缝制设备，新品牌艾图亮相-250926,"投资要点
　　“小单快反”趋势下，服装制造行业更加需要数字化管理和智能化设备。对于服装制造行业，经营的关键，一方面在于快速应对需求变化，一方面在于保障库存安全。近年国内外电商的...",买入（首次）,2025-09-26
华源证券-中兴通讯-000063-乘AI之风，算力、终端业务有望开启新一轮增长-250926,全球领先的综合信息与通信技术解决方案提供商。公司深耕ICT行业40年，拥有ICT行业完整的、端到端的产品和解决方案，集设计、开发、生产、销售、服务于一体，聚焦运营商网络、政企业...,买入（首次）,2025-09-26
华源证券-富创精密-688409-半导体设备零部件领军者，平台化构筑全链路优势-250926,"投资要点：
　　专注半导体精密零部件制造，产品矩阵持续完善。公司于2008年成立，是国内半导体设备精密零部件的领军企业，专注于金属材料零部件精密制造技术。公司产品主要为半导体设...",增持（首次）,2025-09-26
国投证券-东方精工-002611-联手乐聚进军机器人领域，在手订单充沛业绩稳增可期-250926,"事件：2025年9月19日，东方精工与乐聚智能合资设立的东方元启智能机器人（广东）有限公司正式成立，注册资本1亿元，业务涵盖服务消费机器人制造、智能家庭消费设备制造等领域。
　...",买入-A,2025-09-26
中原证券-立高食品-300973-2025年中报点评：烘焙市场表现良好，原料需求高增-250926,"投资要点：
　　公司发布2025年中期报告：2025年上半年，公司实现营收20.7亿元，同比增长16.2%；实现归母扣非净利润1.67亿元，同比增长33.28%。
　　烘焙主业...",增持（首次）,2025-09-26
东方证券-容知日新-688768-渠道改革顺利，公司成长可期-250926,事件：公司发布2025年半年报，公司实现营业收入2.56亿（+16.6%），归母净利0.14亿（+2063%）；扣非净利0.13亿（+3091%）。其中2025Q2实现收入1....,买入,2025-09-26
开源证券-浙江仙通-603239-公司信息更新报告：与浩海星空达成战略合作，开启机器人业务新篇章-250926,"入股“浩海星空”10%并成立合资公司“浩海仙通”，战略切入机器人领域
　　公司发布公告，拟以4000万元对浩海星空进行增资，投资完成后将持有浩海星空10%的股份。同时，双方将共...",买入,2025-09-26
国信证券-光峰科技-688007-发布AR显示光机和水下蓝光激光雷达，打开新赛道空间-250926,"事项：
　　公司在深圳光博会上推出多款基于激光核心技术的新品：（1）用于AR眼镜的激光+LCOS路线的AR显示光机（单绿色的一拖二双眼AR显示光机蜻蜓G1和全彩单眼AR显示光机...",优于大市,2025-09-26
光大证券-石化油服-600871-公告点评：签署道达尔3.59亿美元EPSCC合同，与国际能源巨头合作深化-250926,事件：公司发布《关于子公司签订项目合同的公告》，全资子公司中国石化集团国际石油工程有限公司与道达尔能源拉塔维项目公司就伊拉克拉塔维油区二期井场及井间管线项目（NWP项目）正式签...,增持,2025-09-26
中邮证券-大连重工-002204-业绩稳健增长，经营质量持续向好-250926,"投资要点
　　事件：公司发布2025年半年报。
　　上半年营收利润双双保持正增长。2025H1，公司实现营收74.53元，同比+6.38%，港口和散料机械行业、风电行业市场形势...",增持（首次）,2025-09-26
东兴证券-汉钟精机-002158-业绩短期承压，有望迎来拐点-250926,"事件：9月22日英伟达和OpenAI宣布达成合作，包括建设庞大数据中心计划，以及英伟达对OpenAI最高1000亿美元（约合7115亿元人民币）的投资。
　　磁悬浮压缩机渗透率...",强烈推荐,2025-09-26
华源证券-珂玛科技-301611-先进陶瓷零部件领先者，半导体业务未来可期-250926,深耕先进陶瓷和表面处理业务，先进陶瓷零部件持续成长。珂玛科技是中国第一家拥有自主知识产权，从高精密陶瓷部件设计制造到清洗维护的综合性解决方案提供商。公司主营业务包括先进陶瓷材料...,增持（首次）,2025-09-26
中邮证券-聚辰股份-688123-VPD驱动新增长-250926,"投资要点
　　SSD接口升级驱动VPD芯片的需求与技术迭代。SSD接口技术经历了从PATA、SATA到PCIe和NVMe的演变，早期的SATA接口提供了足够的速度，以满足机械硬...",买入,2025-09-26
华鑫证券-通富微电-002156-公司事件点评报告：乘AMD与AI东风，先进封装驱动高增长-250926,"事件
　　公司发布2025年半年报：2025年上半年公司实现营业收入130.38亿元，同比增长17.67%；实现归母净利润4.12亿元，同比增长27.72%；实现扣非归母净利润...",买入,2025-09-26
天风证券-乐歌股份-300729-海外仓业务保持高速增长-250926,"公司发布半年报
　　25Q2公司实现营收16亿，同比+23%，归母净利0.8亿，同比-4%，扣非归母0.5亿，同比-20%；
　　25H1公司实现营收31.4亿，同比+30%，...",买入,2025-09-26
国投证券-西麦食品-002956-深耕燕麦核心赛道，健康消费红利下迎增长新周期-250926,"西麦食品：燕麦行业标杆品牌
　　西麦食品公司于1994年创立，专注于以燕麦为代表的健康谷物食品的研发、生产、销售，并于2019年成功登陆深交所，成为“燕麦第一股”。公司治理上，...",买入-A（首次）,2025-09-26
