研报标题,摘要,评级,分享时间
天风证券-东阿阿胶-000423-现金流改善，外延拓展步伐持续推进-250923,"事件
　　2025H1，公司实现营业收入30.51亿元，同比增长11.02%；归母净利润8.18亿元，同比增长10.74%；2025Q2单季度实现营业收入13.32亿元，同比增...",买入,2025-09-23
开源证券-长江能科-920158-北交所新股申购报告：电脱设备隐形冠军，炼化一体化驱动订单放量-250923,"能源化工专用设备“小巨人”，电脱产品推陈出新
　　长江能科是一家专注于能源化工专用设备的设计、研发、制造和服务的国家级专精特新“小巨人”企业。公司在电脱设备市场的占有率均位居国...",,2025-09-23
天风证券-美格智能-002881-业绩持续快速增长，端侧AI驱动未来成长-250923,"事件：
　　公司发布2025年半年度报告，25H1实现营业收入18.86亿元，同比增长44.50%，实现归母净利润0.84亿元，同比增长151.38%，实现扣非后归母净利润0....",增持,2025-09-23
华源证券-上海谊众-688091-紫杉醇胶束有望加速放量，PD1三抗提供较大向上弹性-250923,创新转型加速推进，管线持续丰富。上海谊众成立于2009年9月，核心商业化产品“注射用紫杉醇聚合物胶束”进入加速放量阶段（医保放量+适应症拓展+产能释放），且积极拓展适应症。此外...,买入（首次）,2025-09-23
天风证券-润泽科技-300442-机柜规模快速扩张下半年有望业绩加速，IDC+液冷+AIDC领先！-250923,"事件：
　　公司发布2025半年报，25H1实现营业收入24.96亿元，同比增长15.31%；实现归母净利润8.82亿元，同比下滑8.73%。实现扣非净利润8.78亿元，同比下...",买入,2025-09-23
天风证券-奥飞数据-300738-EBITDA同比高增，资源充沛扩张能力突出-250923,"事件：
　　奥飞数据公布2025年半年报公司实现营业收入为11.48亿元，同比增加8.20%，归母净利润为8789.69万元，同比增加16.09%；扣非净利润8643.63万元...",增持,2025-09-23
天风证券-移远通信-603236-上半年业绩亮眼高增，AI+车载布局持续发力！-250923,"事件：
　　公司发布2025年半年度报告，上半年实现营业收入115.46亿元，同比增长39.98%；实现归母净利润4.71亿元，同比增长125.03%；实现扣非净利润4.51亿...",增持,2025-09-23
华西证券-水晶光电-002273-一站式光学解决方案专家，AR打造增长新引擎-250923,"深耕光学多年，多元化布局打造三大成长曲线
　　水晶光电成立于2002年，2008年于深交所上市。公司自成立以来，以薄膜光学、光学冷加工、半导体光学、光学系统设计等核心技术为轴，...",买入（首次）,2025-09-23
西南证券-全志科技-300458-专注SoC+技术领先，多点布局静待绽放-250922,"事件：公司发布2025年半年报，上半年实现收入13.4亿元，同比+25.8%，实现归母净利润1.6亿元，同比+35.4%。
　　下游多领域需求回暖，收入盈利能力改善。1）营收端...",买入（首次）,2025-09-23
中邮证券-中芯国际-688981-拟收购中芯北方少数股权，盈利能力逐步增强-250923,"投资要点
　　拟收购中芯北方少数股权，盈利能力逐步增强。公司拟向国家集成电路基金、集成电路投资中心、亦庄国投、中关村发展、北京工投发行股份购买其所持有的中芯北方49.00%股权...",买入,2025-09-23
西南证券-瑞芯微-603893-各线高速增长，拥抱AIoT 2.0新时代-250922,"事件：公司发布2025年半年报，上半年实现收入20.5亿元，同比+63.9%，实现归母净利润5.3亿元，同比+190.6%。
　　多产品线拓展放量，公司业绩高速增长。1）营收端...",买入（首次）,2025-09-23
太平洋证券-澜起科技-688008-深度报告：全球内存接口芯片龙头，AI运力芯片构筑增长新曲线-250919,全球数据处理及互连芯片设计龙头，平台化布局不断深化。公司深耕行业二十年，为DDR2至DDR5时代内存接口芯片核心供应商，在DDR5子代迭代中持续保持领先地位。同时，公司紧随算力...,买入,2025-09-23
财通证券-无锡振华-605319-加快新能源转型，业绩快速增长-250923,汽车冲焊、电镀专家，业绩快速增长：公司冲焊技术实力雄厚，自20世纪90年代开始为上汽大众和上汽通用配套零部件，后业务拓展到整个上汽集团，近年拓展了小米汽车、特斯拉、理想汽车等新...,买入（首次）,2025-09-23
中邮证券-英思特-301622-稀土价格回升驱动业绩增长，看好消费电子需求复苏-250923,"投资要点
　　公司发布2025年半年报，上半年公司实现营业收入5.92亿元，同比+22.39%；实现归母净利润/扣非归母净利润0.77/0.64亿元，同比+38.32%/+35...",增持（首次）,2025-09-23
天风证券-玉禾田-300815-运营板块订单高增，携手“智元”发展机器人板块-250923,"业绩概况：2025年上半年，公司实现营业收入37.11亿元，同比+9.00%，实现归母净利润3.20亿元，同比-2.02%。
　　城市运营板块订单高增，筑牢公司发展基石
　　2...",增持,2025-09-23
天风证券-联芸科技-688449-高壁垒“存储大脑”主控赛道龙头，AIoT芯片带动第二增长曲线-250923,联芸科技是国内领先的数据存储主控芯片及AIoT信号处理芯片设计企业，业务覆盖消费电子、工业控制、智能物联等领域。2024年，公司实现营业收入11.74亿元（YOY+13.55%...,买入（首次）,2025-09-23
天风证券-英维克-002837-Q2利润增速显著回升！AI时代液冷长坡厚雪成长空间广阔-250923,"事件：
　　公司发布2025年半年报，25H1实现营业收入25.73亿元，同比增长50.25%；实现归母净利润2.16亿元，同比增长17.54%；实现扣非净利润2.02亿元，同...",增持,2025-09-23
中原证券-硅烷科技-838402-公司点评报告：硅烷气价格下滑，公司业绩显著承压，硅碳负极有望推动需求增加-250923,事件：公司公布2025年半年度报告，2025年上半年公司实现营业收入2.46亿元，同比下滑40.09%。实现归属母公司股东的净利润-0.33亿元，同比下滑140.02%，扣非后...,增持（首次）,2025-09-23
中原证券-日辰股份-603755-2025年中报点评：增强服务稳收入，控制费用提盈利-250923,"投资要点：
　　公司发布2025年中报：2025年上半年，公司实现营收2.04亿元，同比增8.63%；实现归母扣非净利润0.35亿元，同比增27.73%。
　　营收增长放缓，但...",增持,2025-09-23
中邮证券-乐鑫科技-688018-助力多产业数字化转型提速-250923,"事件
　　2025年9月3日，公司向特定对象发行股票申请获得中国证监会同意注册批复。
　　投资要点
　　定增助力WiFi-7及AI端侧芯片，端侧“连接”需求推动“万物互联”。随...",买入,2025-09-23
中邮证券-华东重机-002685-港机订单稳定向好，布局GPU打造新成长极-250923,"投资要点
　　事件：公司发布2025年半年报。
　　上半年扣非归母净利润同比高增。2025H1，公司实现营收3.64元，同比-34.69%，主要是由于公司2024年底剥离了数控...",增持（首次）,2025-09-23
光大证券-盟科药业-688373-定增事件公告点评：海鲸药业十亿元定增控股，助力研发销售生产全链条-250923,事件：公司发布定增预案，公司拟以6.3元/股的价格向南京海鲸药业定向增发1.64亿股股份，募资不超过10.33亿元，扣除发行费用后全部用于公司日常研发与经营投入。发行完成后，海...,买入,2025-09-23
光大证券-中铁装配-300374-跟踪点评报告：盈利进一步减亏，现金流及收现比同比改善-250923,事件：中铁装配发布2025年中报。25H1，公司实现总营收/归母净利润/扣非净利润分别为8.7/-0.4/-0.4亿元，上年同期为8.2/-0.5/-0.5亿元；25Q2，公司...,增持,2025-09-23
华源证券-长虹能源-836239-碱性及锂离子电池供应商，半固态领域取得量产级突破、无人机电池完成开发-250923,"投资要点：
　　智能家居和物联网产业快速发展，锌锰电池及锂离子电池行业持续受益。碱性锌锰电池行业：全球重要锌锰原电池生产企业主要分布在中国、美国、日本，其中美国三大电池品牌金霸...",增持（首次）,2025-09-23
天风证券-广和通-300638-上半年主业稳健，布局AI高景气方向驱动未来成长！-250923,"事件：
　　广和通发布2025半年报，25H1实现营业收入37.07亿元，同比下滑9.02%，实现归母净利润2.18亿元，同比下滑34.66%，实现扣非净利润2.02亿元，同比...",增持,2025-09-23
华鑫证券-华辰装备-300809-公司动态研究报告：轧辊磨床国产替代提速，新兴市场拓展构筑新增长曲线-250923,"▌轧辊磨床行业领先地位稳固，国产替代与设备更新加速推进
　　公司作为国内轧辊磨床行业的领军企业，充分受益于工业领域设备更新与高端装备国产替代的双重驱动。工信部《推动工业领域设备...",买入（首次）,2025-09-23
长城证券-中国广核-003816-电价下降拖累短期业绩，拟注入惠州核电夯实未来基础-250923,事件：公司发布2025半年报。2025年上半年，公司实现营业收入391.67亿元，同比-0.53%；归母净利润59.52亿元，同比-16.30%；扣非归母净利润56.09亿元，...,增持（首次）,2025-09-23
天风证券-紫光股份-000938-算力×联接布局领先，AI带动ICT设备需求景气-250923,"事件：
　　公司发布2025半年度报告，25H1公司实现营业收入474.25亿元，同比增长24.96%；实现归母净利润10.41亿元，同比增长4.05%；实现扣非归母净利润11...",增持,2025-09-23
天风证券-金沃股份-300984-轴承套圈龙头企业，绝缘轴套+丝杠业务助力新增长-250923,"世界五大轴承公司重要供应商，业务拓展打开全新增长空间
　　公司主要产品为轴承套圈，主要包括球类、滚针类和滚子类等轴承套圈，2024年轴承套圈收入占比达95.5%。财务指标方面，...",增持（首次）,2025-09-23
天风证券-和而泰-002402-业绩亮眼高增，向AI智能化布局，控制器龙头紧抓行业机遇-250923,"事件：
　　公司发布2025半年度报告，25H1实现营业收入54.46亿元，同比增长19.21%；实现归母净利润3.54亿元，同比增长78.65%；实现扣非归母净利润3.47亿...",增持,2025-09-23
东海证券-巨星科技-002444-公司简评报告：破局而立，走向全球-250923,建立覆盖全球的多层次销售渠道。巨星科技通过一系列并购重组，逐步提升制造实力，发展为覆盖手工具、电动工具、工业工具的多元化企业。2025年上半年，巨星科技实现营业收入70.27亿...,买入（首次）,2025-09-23
华安证券-艾迪药业-688488-HIV全病程覆盖，长效预防针剂即将IND-250922,"事件
　　2025年8月28日，艾迪药业发布2025年中期业绩，实现营业收入3.62亿元，同比+100.19%；归母净利润0.09亿元，同比扭亏为盈；扣非归母净利润-0.05亿...",买入,2025-09-23
华安证券-伟思医疗-688580-2025Q2业绩符合预期，盈利能力提升-250923,"事件：
　　公司发布2025年中期报告，2025年上半年实现营业收入2.10亿元（yoy+9.85%），归母净利润0.69亿元（yoy+39.71%），扣非归母净利润0.64亿...",买入,2025-09-23
华安证券-联影医疗-688271-2025Q2收入提速，市场竞争力持续提升-250922,"事件：
　　公司近期发布2025年半年度报告：2025年上半年，公司实现营业收入60.16亿元，同比增长12.79%；归母净利润9.98亿元，同比增长5.03%；扣非归母净利润...",买入,2025-09-23
中邮证券-美好医疗-301363-产能转移业绩短期承压，公司第二、第三增长点有望逐步兑现-250923,"业绩简评
　　公司发布2025年半年报，2025年H1公司实现营业收入7.33亿元，同比上涨3.73%；实现归属于母公司所有者的净利润1.14亿元，同比下降32.44%；归属于...",买入,2025-09-23
山西证券-广和通-300638-AI stack深化布局，具身智能和智能座舱是增长主力-250923,"事件描述：
　　公司发布2025半年度报告。2025H1，公司实现营收37.07亿元，同比-9.02%；实现归母净利润2.18亿元，同比-34.66%。若剔除锐凌无线车载前装业...",买入,2025-09-23
国金证券-申菱环境-301018-垂直一体化温控解决商，数据中心+电力行业双轮驱动-250923,"投资逻辑：
　　环境调控整体垂直解决方案商，数据服务板块订单带动公司业绩稳健增长：公司深耕环境调节设备25年，产品主要面向数据服务、工业工艺、专业特种、公建及商用四大场景，其中...",买入（首次）,2025-09-23
中邮证券-华虹公司-688347-拟并购华力微五厂，特色工艺协同发展-250923,"投资要点
　　25Q2毛利率环比改善，模拟与电源管理平台增长强劲。公司2025Q2销售收入达5.66亿美元，符合指引预期；毛利率为10.9%，优于指引。销售收入和毛利率均实现环...",买入,2025-09-23
山西证券-大全能源-688303-财务稳健资金储备充裕，战略性减产缓解市场供给压力-250923,"事件描述
　　公司发布2025年半年报，2025年上半年实现营收14.7亿元，同比-67.9%；实现归母净利润-11.5亿元。Q2单季度实现营业收入5.6亿元，同比-64.9%...",买入-B,2025-09-23
开源证券-天士力-600535-公司信息更新报告：普佑克斩获AIS溶栓新适应症，核心单品价值凸显-250923,"普佑克适应症再下一城，看好大单品发展潜力，维持“买入”评级
　　2025年9月22日，公司公告其拥有自主知识产权的生物创新药注射用重组人尿激酶原（普佑克）新增适应症，用于急性缺...",买入,2025-09-23
中邮证券-开立医疗-300633-业绩短期承压，期待下半年新品放量-250923,"业绩简评
　　公司发布2025年半年报，2025年H1公司实现营业收入9.64亿元，同比下降4.78%；实现归属于母公司所有者的净利润0.47亿元，同比下降72.43%；归属于...",增持（首次）,2025-09-23
华西证券-开润股份-300577-进一步收购嘉乐20%股权至81%，增厚业绩-250922,"事件概述
　　公司公告拟以自有资金或自筹资金2.8亿元收购“玖安投资”（公司对其间接持股39.9%）持有的“上海嘉乐”20%股份,对应收购PE约为13X，交易完成后滁州米润将持...",买入,2025-09-22
华安证券-中科蓝讯-688332-25Q2业绩环比改善，AI端侧布局逐步兑现-250922,"事件：中科蓝讯发布2025年半年度报告
　　公司25H1实现营业收入8.1亿元，同比增长2.6%；实现归母净利润1.3亿元，同比下降2.6%；实现毛利率22.9%，同比增长0....",增持,2025-09-22
华安证券-龙迅股份-688486-25Q2营收稳健增长，期待车载业务放量-250922,"事件：龙迅股份发布2025中报
　　25H1公司实现营业收入2.5亿元，同比增长11.4%；实现归母净利润0.7亿元，同比增长15.2%；实现毛利率54.9%，同比增长0.2 ...",买入,2025-09-22
华福证券-德业股份-605117-Q2业绩符合预期，工商储放量明显-250922,"业绩点评
　　公司发布25H1业绩公告，25H1实现营收55.35亿元，同比+16.58%；归母净利润15.22亿元，同比+23.18%；扣非归母净利润14.62亿元，同比+2...",买入,2025-09-22
交银国际-中微公司-688012-刻蚀设备优势明显，产品进一步多元化，首予买入-250922,存储器电路结构复杂拉动刻蚀/沉积需求：此前，我们曾在主题报告和北方华创首次覆盖报告中阐述逻辑电路制程升级会增加刻蚀和沉积设备需求，本文中，我们深度剖析3DNAND的制作过程，随...,买入（首次）,2025-09-22
华源证券-东方电气-600875-毛利率和费用率改善，今年有望迎交付高峰-250922,公司发布2025年中期报告。25H1实现营收376.2亿元（同比+14.3%），实现归母净利润19.1亿元（同比+12.9%）。其中25Q2实现营收213.3亿元（同比+17....,买入,2025-09-22
华西证券-致尚科技-301486-深耕精密制造，“光+算”布局开新篇-250922,"深耕精密制造多年，服务核心终端客户完成关键卡位
　　公司早期业务围绕富士康，深耕精密制造领域多年，后收购春生电子，开始紧密服务N客户、索尼及Meta等核心客户，在游戏主机制造领...",买入（首次）,2025-09-22
华安证券-正帆科技-688596-产品结构持续改善，外延并购蓄力成长-250922,"主要观点：
　　事件：正帆科技发布2025中报
　　公司25H1实现营业收入20.2亿元，同比增长8.9%；实现归母净利润0.9亿元，同比下降10.2%；实现毛利率23.7%，...",增持,2025-09-22
华安证券-豪威集团-603501-25H1稳健增长，新业务多点开花-250922,"事件：公司发布2025中报
　　公司2025年上半年实现营业收入139.6亿元，同比增长15.4%；实现归母净利润20.3亿元，同比增长48.3%；实现毛利率30.5%，同比增...",增持,2025-09-22
天风证券-中天科技-600522-Q2业绩拐点或现，新业务向AI布局紧抓行业浪潮-250922,"事件：
　　中天科技发布2025年半年报，实现营业收入236亿元，同比增长10.19%；实现归母净利润15.68亿元，同比增长7.38%；实现扣非净利润14.68亿元，同比增长...",买入,2025-09-22
西南证券-蔚蓝锂芯-002245-传统圆柱周期向上，新业务打开弹性空间-250919,事件：公司2025年上半年实现营收37.27亿元，同比增长21.6%；实现归母净利润3.33亿元，同比增长99.1%；扣非归母净利润3.56亿元，同比增长186.5%。公司20...,持有,2025-09-22
光大证券-中复神鹰-688295-跟踪点评报告：25Q2盈利能力显著改善，时隔一年首次扭亏-250922,事件：中复神鹰发布2025年半年报。25H1，公司实现收入/归母净利润/扣非净利润9.2/0.12/0.02亿元，同比+26%/-52%/+110%。25Q2，公司实现收入/归...,增持,2025-09-22
